state	year	county	precinct	g2006_GOV_dv	g2006_GOV_rv	g2006_USH_dv	g2006_USH_rv
"CO"	2006	"EL PASO"	"5092021243"	173	567	177	568
"CO"	2006	"EL PASO"	"5092021253"	115	180	111	190
"CO"	2006	"EL PASO"	"5092021254"	249	472	240	482
"CO"	2006	"EL PASO"	"5092021271"	317	527	332	518
"CO"	2006	"EL PASO"	"5092021295"	162	367	166	368
"CO"	2006	"EL PASO"	"5092021297"	242	560	227	581
"CO"	2006	"EL PASO"	"5092021321"	202	473	204	475
"CO"	2006	"EL PASO"	"5092021322"	150	376	151	381
"CO"	2006	"EL PASO"	"5092021323"	240	583	255	575
"CO"	2006	"EL PASO"	"5092021354"	147	396	153	385
"CO"	2006	"EL PASO"	"5092021357"	212	526	212	533
"CO"	2006	"EL PASO"	"5092021373"	253	824	242	841
"CO"	2006	"EL PASO"	"5092021374"	183	437	168	453
"CO"	2006	"EL PASO"	"5092021383"	157	299	151	310
"CO"	2006	"EL PASO"	"5092121146"	126	173	112	194
"CO"	2006	"EL PASO"	"5092121196"	173	205	165	223
"CO"	2006	"EL PASO"	"5092121281"	153	214	151	214
"CO"	2006	"EL PASO"	"5092121305"	289	348	274	366
"CO"	2006	"EL PASO"	"5101521077"	202	363	185	389
"CO"	2006	"EL PASO"	"5101521085"	69	115	65	123
"CO"	2006	"EL PASO"	"5101521092"	127	226	117	235
"CO"	2006	"EL PASO"	"5101521109"	185	274	179	292
"CO"	2006	"EL PASO"	"5101521114"	122	171	106	200
"CO"	2006	"EL PASO"	"5101521117"	158	225	153	242
"CO"	2006	"EL PASO"	"5101521138"	111	129	104	143
"CO"	2006	"EL PASO"	"5101521140"	194	282	193	299
"CO"	2006	"EL PASO"	"5101521141"	131	303	117	312
"CO"	2006	"EL PASO"	"5101521150"	103	127	106	132
"CO"	2006	"EL PASO"	"5101521155"	146	168	142	183
"CO"	2006	"EL PASO"	"5101521163"	214	301	217	313
"CO"	2006	"EL PASO"	"5101521169"	180	309	184	325
"CO"	2006	"EL PASO"	"5101521170"	163	342	164	341
"CO"	2006	"EL PASO"	"5101521173"	167	260	156	277
"CO"	2006	"EL PASO"	"5101521174"	100	149	101	154
"CO"	2006	"EL PASO"	"5101521184"	135	189	134	191
"CO"	2006	"EL PASO"	"5101521193"	154	232	156	238
"CO"	2006	"EL PASO"	"5101521199"	137	181	126	203
"CO"	2006	"EL PASO"	"5101521204"	110	158	106	165
"CO"	2006	"EL PASO"	"5101521208"	136	198	121	215
"CO"	2006	"EL PASO"	"5101521209"	180	328	173	352
"CO"	2006	"EL PASO"	"5101521218"	162	260	162	277
"CO"	2006	"EL PASO"	"5101521227"	226	374	212	388
"CO"	2006	"EL PASO"	"5101521229"	152	344	158	348
"CO"	2006	"EL PASO"	"5101521234"	132	156	125	170
"CO"	2006	"EL PASO"	"5101521237"	129	148	117	167
"CO"	2006	"EL PASO"	"5101521245"	141	221	135	236
"CO"	2006	"EL PASO"	"5101521250"	189	366	196	369
"CO"	2006	"EL PASO"	"5101521268"	103	200	89	219
"CO"	2006	"EL PASO"	"5101521280"	100	177	102	186
"CO"	2006	"EL PASO"	"5101521284"	141	293	122	317
"CO"	2006	"EL PASO"	"5101521291"	91	169	82	181
"CO"	2006	"EL PASO"	"5101521292"	198	259	182	274
"CO"	2006	"EL PASO"	"5101521298"	201	355	191	362
"CO"	2006	"EL PASO"	"5101521301"	108	223	107	236
"CO"	2006	"EL PASO"	"5101521314"	205	438	195	461
"CO"	2006	"EL PASO"	"5101521315"	185	363	179	387
"CO"	2006	"EL PASO"	"5101521342"	163	261	153	274
"CO"	2006	"EL PASO"	"5101521343"	250	454	239	470
"CO"	2006	"EL PASO"	"5101521351"	114	212	104	231
"CO"	2006	"EL PASO"	"5101521353"	112	203	102	214
"CO"	2006	"EL PASO"	"5101521367"	105	270	101	281
"CO"	2006	"EL PASO"	"5101521368"	256	502	250	519
"CO"	2006	"EL PASO"	"5101521369"	196	390	199	398
"CO"	2006	"EL PASO"	"5101521370"	195	384	188	401
"CO"	2006	"EL PASO"	"5101521376"	257	556	245	590
"CO"	2006	"EL PASO"	"5101521378"	246	396	247	409
"CO"	2006	"EL PASO"	"5101521379"	287	590	277	615
"CO"	2006	"EL PASO"	"5101521380"	169	345	155	368
"CO"	2006	"EL PASO"	"5101521384"	149	299	136	318
"CO"	2006	"EL PASO"	"5101521385"	133	261	118	282
"CO"	2006	"EL PASO"	"5101621001"	144	149	141	152
"CO"	2006	"EL PASO"	"5101621003"	92	103	91	118
"CO"	2006	"EL PASO"	"5101621005"	268	207	255	227
"CO"	2006	"EL PASO"	"5101621006"	163	159	158	166
"CO"	2006	"EL PASO"	"5101621007"	172	208	157	220
"CO"	2006	"EL PASO"	"5101621008"	157	180	148	190
"CO"	2006	"EL PASO"	"5101621016"	157	156	149	181
"CO"	2006	"EL PASO"	"5101621017"	193	229	183	256
"CO"	2006	"EL PASO"	"5101621018"	108	133	103	139
"CO"	2006	"EL PASO"	"5101621028"	190	166	192	173
"CO"	2006	"EL PASO"	"5101621029"	95	106	87	121
"CO"	2006	"EL PASO"	"5101621045"	157	177	145	188
"CO"	2006	"EL PASO"	"5101621081"	128	138	101	161
"CO"	2006	"EL PASO"	"5101621093"	182	227	172	240
"CO"	2006	"EL PASO"	"5101621094"	145	161	139	162
"CO"	2006	"EL PASO"	"5101621095"	115	202	125	202
"CO"	2006	"EL PASO"	"5101621108"	141	221	130	236
"CO"	2006	"EL PASO"	"5101621116"	119	177	116	182
"CO"	2006	"EL PASO"	"5101621120"	124	140	119	147
"CO"	2006	"EL PASO"	"5101621122"	147	159	143	167
"CO"	2006	"EL PASO"	"5101621123"	197	196	200	207
"CO"	2006	"EL PASO"	"5101621144"	118	134	119	142
"CO"	2006	"EL PASO"	"5101621157"	162	185	164	199
"CO"	2006	"EL PASO"	"5101621177"	266	386	272	395
"CO"	2006	"EL PASO"	"5101621182"	89	135	89	138
"CO"	2006	"EL PASO"	"5101621187"	102	116	100	120
"CO"	2006	"EL PASO"	"5101621213"	102	155	99	156
"CO"	2006	"EL PASO"	"5101621217"	130	161	132	158
"CO"	2006	"EL PASO"	"5101621238"	223	233	224	243
"CO"	2006	"EL PASO"	"5101621255"	153	167	152	173
"CO"	2006	"EL PASO"	"5101621256"	83	129	84	133
"CO"	2006	"EL PASO"	"5101621263"	94	133	95	129
"CO"	2006	"EL PASO"	"5101721205"	126	101	122	113
"CO"	2006	"EL PASO"	"5101721222"	105	133	104	139
"CO"	2006	"EL PASO"	"5101721328"	258	301	259	323
"CO"	2006	"EL PASO"	"5101921078"	157	356	139	380
"CO"	2006	"EL PASO"	"5101921079"	154	341	128	370
"CO"	2006	"EL PASO"	"5101921080"	60	106	58	117
"CO"	2006	"EL PASO"	"5101921082"	160	379	156	400
"CO"	2006	"EL PASO"	"5101921084"	182	404	184	425
"CO"	2006	"EL PASO"	"5101921118"	90	162	74	184
"CO"	2006	"EL PASO"	"5101921119"	19	58	17	62
"CO"	2006	"EL PASO"	"5101921216"	18	51	18	51
"CO"	2006	"EL PASO"	"5101921261"	119	330	114	352
"CO"	2006	"EL PASO"	"5101921308"	186	459	181	474
"CO"	2006	"EL PASO"	"5101921330"	182	567	172	583
"CO"	2006	"EL PASO"	"5101921331"	163	302	148	321
"CO"	2006	"EL PASO"	"5101921347"	7	35	9	33
"CO"	2006	"EL PASO"	"5102021283"	176	460	170	465
"CO"	2006	"EL PASO"	"5102021285"	197	464	197	476
"CO"	2006	"EL PASO"	"5102021334"	245	611	237	630
"CO"	2006	"EL PASO"	"5102021337"	113	332	107	350
"CO"	2006	"EL PASO"	"5102021361"	167	428	164	443
"CO"	2006	"EL PASO"	"5102021377"	249	710	242	726
"CO"	2006	"EL PASO"	"5102021381"	139	333	142	340
"CO"	2006	"EL PASO"	"5111521139"	151	178	157	191
"CO"	2006	"EL PASO"	"5111521244"	188	236	178	259
"CO"	2006	"EL PASO"	"5111621002"	224	142	220	154
"CO"	2006	"EL PASO"	"5111621015"	163	128	174	132
"CO"	2006	"EL PASO"	"5111621026"	155	114	153	121
"CO"	2006	"EL PASO"	"5111621030"	136	102	140	119
"CO"	2006	"EL PASO"	"5111621257"	123	129	114	140
"CO"	2006	"EL PASO"	"5111721058"	164	145	171	147
"CO"	2006	"EL PASO"	"5111721059"	219	245	207	266
"CO"	2006	"EL PASO"	"5111721088"	121	80	123	91
"CO"	2006	"EL PASO"	"5111721091"	200	159	200	167
"CO"	2006	"EL PASO"	"5111721096"	186	192	196	209
"CO"	2006	"EL PASO"	"5111721098"	141	145	131	164
"CO"	2006	"EL PASO"	"5111721113"	124	97	120	100
"CO"	2006	"EL PASO"	"5111721165"	128	182	132	192
"CO"	2006	"EL PASO"	"5111721172"	90	60	86	72
"CO"	2006	"EL PASO"	"5111721176"	148	102	149	114
"CO"	2006	"EL PASO"	"5111721183"	110	85	99	102
"CO"	2006	"EL PASO"	"5111721194"	180	255	180	273
"CO"	2006	"EL PASO"	"5111721195"	121	101	117	109
"CO"	2006	"EL PASO"	"5111721231"	205	196	220	203
"CO"	2006	"EL PASO"	"5111721235"	132	110	131	117
"CO"	2006	"EL PASO"	"5111721249"	84	85	81	95
"CO"	2006	"EL PASO"	"5111721262"	181	173	181	183
"CO"	2006	"EL PASO"	"5111721264"	127	87	116	105
"CO"	2006	"EL PASO"	"5111721274"	106	91	113	91
"CO"	2006	"EL PASO"	"5111721327"	253	262	238	293
"CO"	2006	"EL PASO"	"5111721329"	167	132	175	143
"CO"	2006	"EL PASO"	"5111721338"	170	194	160	216
"CO"	2006	"EL PASO"	"5111821011"	266	194	276	191
"CO"	2006	"EL PASO"	"5111821012"	227	130	230	127
"CO"	2006	"EL PASO"	"5111821013"	251	105	231	118
"CO"	2006	"EL PASO"	"5111821014"	260	139	248	153
"CO"	2006	"EL PASO"	"5111821019"	115	52	116	61
"CO"	2006	"EL PASO"	"5111821021"	277	131	281	149
"CO"	2006	"EL PASO"	"5111821022"	232	102	228	118
"CO"	2006	"EL PASO"	"5111821023"	299	146	291	158
"CO"	2006	"EL PASO"	"5111821024"	324	141	335	142
"CO"	2006	"EL PASO"	"5111821025"	286	183	293	189
"CO"	2006	"EL PASO"	"5111821027"	257	155	252	164
"CO"	2006	"EL PASO"	"5111821031"	122	87	127	93
"CO"	2006	"EL PASO"	"5111821032"	111	57	112	64
"CO"	2006	"EL PASO"	"5111821033"	236	109	232	131
"CO"	2006	"EL PASO"	"5111821034"	220	86	224	108
"CO"	2006	"EL PASO"	"5111821035"	103	99	104	111
"CO"	2006	"EL PASO"	"5111821036"	118	135	118	147
"CO"	2006	"EL PASO"	"5111821038"	102	89	98	93
"CO"	2006	"EL PASO"	"5111821039"	161	95	158	103
"CO"	2006	"EL PASO"	"5111821040"	380	292	383	296
"CO"	2006	"EL PASO"	"5111821041"	182	97	183	102
"CO"	2006	"EL PASO"	"5111821048"	290	137	287	157
"CO"	2006	"EL PASO"	"5111821049"	282	213	277	228
"CO"	2006	"EL PASO"	"5111821050"	310	152	302	172
"CO"	2006	"EL PASO"	"5111821052"	260	175	263	190
"CO"	2006	"EL PASO"	"5111821054"	144	98	148	95
"CO"	2006	"EL PASO"	"5111821055"	281	227	291	224
"CO"	2006	"EL PASO"	"5111821056"	119	95	123	97
"CO"	2006	"EL PASO"	"5111821057"	165	144	166	165
"CO"	2006	"EL PASO"	"5111821069"	431	333	432	347
"CO"	2006	"EL PASO"	"5111821070"	306	150	312	161
"CO"	2006	"EL PASO"	"5111821099"	163	133	156	140
"CO"	2006	"EL PASO"	"5111821106"	363	100	369	121
"CO"	2006	"EL PASO"	"5111821107"	148	174	145	184
"CO"	2006	"EL PASO"	"5111821107"	148	174	145	4
"CO"	2006	"EL PASO"	"5111821121"	231	113	229	121
"CO"	2006	"EL PASO"	"5111821124"	204	220	212	236
"CO"	2006	"EL PASO"	"5111821125"	149	121	141	137
"CO"	2006	"EL PASO"	"5111821126"	170	132	166	140
"CO"	2006	"EL PASO"	"5111821127"	249	162	246	175
"CO"	2006	"EL PASO"	"5111821129"	164	145	167	148
"CO"	2006	"EL PASO"	"5111821137"	144	101	144	103
"CO"	2006	"EL PASO"	"5111821143"	199	96	191	121
"CO"	2006	"EL PASO"	"5111821149"	140	60	138	65
"CO"	2006	"EL PASO"	"5111821258"	158	109	150	119
"CO"	2006	"EL PASO"	"5111821266"	4	3	3	3
"CO"	2006	"EL PASO"	"5111821267"	149	74	153	78
"CO"	2006	"EL PASO"	"5111821307"	78	131	88	125
"CO"	2006	"EL PASO"	"5112121067"	203	221	206	221
"CO"	2006	"EL PASO"	"5112121128"	174	174	164	190
"CO"	2006	"EL PASO"	"5112121133"	203	371	197	365
"CO"	2006	"EL PASO"	"5112121162"	203	246	212	239
"CO"	2006	"EL PASO"	"5112121272"	139	99	124	119
"CO"	2006	"EL PASO"	"5121721090"	152	131	149	145
"CO"	2006	"EL PASO"	"5121721214"	32	34	28	41
"CO"	2006	"EL PASO"	"5121721312"	80	83	85	89
"CO"	2006	"EL PASO"	"5121821009"	242	112	244	109
"CO"	2006	"EL PASO"	"5121821010"	268	186	282	179
"CO"	2006	"EL PASO"	"5121821020"	435	128	443	130
"CO"	2006	"EL PASO"	"5121821037"	146	70	146	77
"CO"	2006	"EL PASO"	"5121821043"	84	66	80	74
"CO"	2006	"EL PASO"	"5121821051"	159	150	156	162
"CO"	2006	"EL PASO"	"5121821306"	231	224	221	242
"CO"	2006	"EL PASO"	"5121921060"	198	264	199	269
"CO"	2006	"EL PASO"	"5121921061"	215	246	202	268
"CO"	2006	"EL PASO"	"5121921062"	200	246	187	260
"CO"	2006	"EL PASO"	"5121921063"	192	242	180	264
"CO"	2006	"EL PASO"	"5121921086"	188	266	169	291
"CO"	2006	"EL PASO"	"5121921087"	118	126	108	139
"CO"	2006	"EL PASO"	"5121921112"	162	198	159	206
"CO"	2006	"EL PASO"	"5121921115"	94	117	97	123
"CO"	2006	"EL PASO"	"5121921130"	64	78	63	85
"CO"	2006	"EL PASO"	"5121921131"	208	292	217	305
"CO"	2006	"EL PASO"	"5121921132"	167	220	164	230
"CO"	2006	"EL PASO"	"5121921154"	120	146	118	154
"CO"	2006	"EL PASO"	"5121921156"	129	161	129	168
"CO"	2006	"EL PASO"	"5121921168"	145	159	141	175
"CO"	2006	"EL PASO"	"5121921171"	157	165	143	190
"CO"	2006	"EL PASO"	"5121921185"	140	131	135	144
"CO"	2006	"EL PASO"	"5121921201"	250	237	222	266
"CO"	2006	"EL PASO"	"5121921207"	156	169	145	192
"CO"	2006	"EL PASO"	"5121921230"	130	116	113	138
"CO"	2006	"EL PASO"	"5121921236"	142	234	131	260
"CO"	2006	"EL PASO"	"5121921241"	164	296	159	311
"CO"	2006	"EL PASO"	"5121921242"	108	191	101	204
"CO"	2006	"EL PASO"	"5121921299"	184	246	176	262
"CO"	2006	"EL PASO"	"5121921324"	140	173	139	188
"CO"	2006	"EL PASO"	"5121921332"	301	440	280	473
"CO"	2006	"EL PASO"	"5121921335"	231	252	209	293
"CO"	2006	"EL PASO"	"5121921340"	226	314	226	328
"CO"	2006	"EL PASO"	"5121921341"	193	220	182	238
"CO"	2006	"EL PASO"	"5121921362"	207	236	190	266
"CO"	2006	"EL PASO"	"5121921363"	113	200	103	213
"CO"	2006	"EL PASO"	"5121921364"	219	307	210	337
"CO"	2006	"EL PASO"	"5121921365"	133	204	131	217
"CO"	2006	"EL PASO"	"5122021220"	225	407	241	403
"CO"	2006	"EL PASO"	"5122021294"	271	479	274	469
"CO"	2006	"EL PASO"	"5122021344"	228	447	229	448
"CO"	2006	"EL PASO"	"5122121042"	302	309	305	319
"CO"	2006	"EL PASO"	"5122121053"	308	336	280	354
"CO"	2006	"EL PASO"	"5122121064"	179	172	181	170
"CO"	2006	"EL PASO"	"5122121065"	142	134	148	133
"CO"	2006	"EL PASO"	"5122121066"	178	83	177	87
"CO"	2006	"EL PASO"	"5122121068"	209	332	216	328
"CO"	2006	"EL PASO"	"5122121071"	293	258	289	268
"CO"	2006	"EL PASO"	"5122121089"	278	211	285	217
"CO"	2006	"EL PASO"	"5122121097"	167	200	158	212
"CO"	2006	"EL PASO"	"5122121103"	136	162	143	167
"CO"	2006	"EL PASO"	"5122121104"	231	253	235	254
"CO"	2006	"EL PASO"	"5122121134"	169	318	176	304
"CO"	2006	"EL PASO"	"5122121135"	255	253	246	277
"CO"	2006	"EL PASO"	"5122121142"	145	217	164	198
"CO"	2006	"EL PASO"	"5122121147"	318	273	300	295
"CO"	2006	"EL PASO"	"5122121180"	129	113	122	118
"CO"	2006	"EL PASO"	"5122121188"	196	197	193	204
"CO"	2006	"EL PASO"	"5122121189"	161	236	159	241
"CO"	2006	"EL PASO"	"5122121197"	166	154	159	165
"CO"	2006	"EL PASO"	"5122121198"	260	473	283	452
"CO"	2006	"EL PASO"	"5122121203"	164	193	169	198
"CO"	2006	"EL PASO"	"5122121219"	316	571	328	557
"CO"	2006	"EL PASO"	"5122121221"	250	267	248	277
"CO"	2006	"EL PASO"	"5122121232"	332	476	349	455
"CO"	2006	"EL PASO"	"5122121248"	130	164	134	169
"CO"	2006	"EL PASO"	"5122121275"	171	300	163	306
"CO"	2006	"EL PASO"	"5122121276"	169	159	169	170
"CO"	2006	"EL PASO"	"5122121277"	242	463	250	454
"CO"	2006	"EL PASO"	"5122121278"	307	453	302	463
"CO"	2006	"EL PASO"	"5122121287"	95	138	94	138
"CO"	2006	"EL PASO"	"5122121293"	231	450	231	448
"CO"	2006	"EL PASO"	"5122121311"	230	377	227	368
"CO"	2006	"EL PASO"	"5122121317"	230	234	214	262
"CO"	2006	"EL PASO"	"5122121320"	161	166	163	174
"CO"	2006	"EL PASO"	"5122121346"	265	456	251	474
"CO"	2006	"EL PASO"	"5122121348"	180	261	181	273
"CO"	2006	"EL PASO"	"5122121350"	31	36	32	38
"CO"	2006	"EL PASO"	"5122121352"	191	438	215	402
"CO"	2006	"EL PASO"	"5122121366"	164	170	169	176
"CO"	2006	"EL PASO"	"990"	0	0	0	0
"CO"	2006	"ELBERT"	"6014020001"	134	211	98	251
"CO"	2006	"ELBERT"	"6014020002"	89	189	55	225
"CO"	2006	"ELBERT"	"6014020003"	126	295	82	341
"CO"	2006	"ELBERT"	"6014020004"	107	208	74	238
"CO"	2006	"ELBERT"	"6014020005"	115	253	77	290
"CO"	2006	"ELBERT"	"6014020006"	74	179	39	221
"CO"	2006	"ELBERT"	"6014020007"	254	448	173	526
"CO"	2006	"ELBERT"	"6014020008"	268	391	195	472
"CO"	2006	"ELBERT"	"6014020009"	310	516	209	622
"CO"	2006	"ELBERT"	"6014020010"	311	559	195	679
"CO"	2006	"ELBERT"	"6014020011"	118	247	87	288
"CO"	2006	"ELBERT"	"6014020012"	252	435	190	510
"CO"	2006	"ELBERT"	"6014020013"	202	382	136	459
"CO"	2006	"ELBERT"	"6014020014"	330	477	234	575
"CO"	2006	"ELBERT"	"6014020015"	435	653	308	790
"CO"	2006	"ELBERT"	"6014020016"	0	0	0	0
"CO"	2006	"ELBERT"	"6014020017"	0	0	0	0
"CO"	2006	"ELBERT"	"970"	0	0	0	0
"CO"	2006	"ELBERT"	"980"	9	20	10	20
"CO"	2006	"ELBERT"	"990"	0	0	0	0
"CO"	2006	"FREMONT"	"5022122001"	323	566	274	630
"CO"	2006	"FREMONT"	"5022122002"	119	183	97	211
"CO"	2006	"FREMONT"	"5022122025"	0	0	0	0
"CO"	2006	"FREMONT"	"5022122026"	0	0	0	0
"CO"	2006	"FREMONT"	"5024722003"	186	230	151	276
"CO"	2006	"FREMONT"	"5024722004"	105	155	89	175
"CO"	2006	"FREMONT"	"5024722005"	198	202	148	255
"CO"	2006	"FREMONT"	"5024722027"	0	0	0	0
"CO"	2006	"FREMONT"	"5024722028"	0	0	0	0
"CO"	2006	"FREMONT"	"5024722029"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022006"	388	307	307	409
"CO"	2006	"FREMONT"	"5026022007"	301	383	258	456
"CO"	2006	"FREMONT"	"5026022008"	273	289	182	389
"CO"	2006	"FREMONT"	"5026022009"	349	453	297	531
"CO"	2006	"FREMONT"	"5026022010"	192	229	154	279
"CO"	2006	"FREMONT"	"5026022011"	120	140	101	160
"CO"	2006	"FREMONT"	"5026022012"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022013"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022014"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022015"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022016"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022017"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022018"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022019"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022020"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022021"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022022"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022023"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022024"	0	0	0	0
"CO"	2006	"FREMONT"	"5026022030"	0	0	0	0
"CO"	2006	"FREMONT"	"5029922031"	1299	1447	1140	1633
"CO"	2006	"FREMONT"	"5029922032"	2894	2271	2627	2600
"CO"	2006	"FREMONT"	"5029922033"	21	17	22	15
"CO"	2006	"FREMONT"	"990"	0	0	0	0
"CO"	2006	"GARFIELD"	"3075723025"	42	74	50	68
"CO"	2006	"GARFIELD"	"3075723026"	102	157	103	156
"CO"	2006	"GARFIELD"	"3075723027"	107	112	116	108
"CO"	2006	"GARFIELD"	"3085723018"	63	81	78	65
"CO"	2006	"GARFIELD"	"3085723020"	105	133	119	122
"CO"	2006	"GARFIELD"	"3085723021"	141	142	158	129
"CO"	2006	"GARFIELD"	"3085723022"	158	178	166	176
"CO"	2006	"GARFIELD"	"3085723023"	97	99	96	98
"CO"	2006	"GARFIELD"	"3085723024"	58	51	64	45
"CO"	2006	"GARFIELD"	"3086123001"	212	58	230	49
"CO"	2006	"GARFIELD"	"3086123002"	307	110	326	94
"CO"	2006	"GARFIELD"	"3086123003"	208	44	216	38
"CO"	2006	"GARFIELD"	"3086123004"	221	111	231	106
"CO"	2006	"GARFIELD"	"3086123005"	103	98	109	91
"CO"	2006	"GARFIELD"	"3086123006"	94	50	100	48
"CO"	2006	"GARFIELD"	"3086123007"	93	34	95	35
"CO"	2006	"GARFIELD"	"3086123008"	110	47	110	51
"CO"	2006	"GARFIELD"	"3086123009"	128	57	135	55
"CO"	2006	"GARFIELD"	"3086123010"	142	79	153	71
"CO"	2006	"GARFIELD"	"3086123011"	97	84	112	70
"CO"	2006	"GARFIELD"	"3086123012"	118	82	122	82
"CO"	2006	"GARFIELD"	"3086123013"	57	42	59	42
"CO"	2006	"GARFIELD"	"3086123014"	65	39	68	38
"CO"	2006	"GARFIELD"	"3086123015"	191	197	198	181
"CO"	2006	"GARFIELD"	"3086123016"	130	122	143	114
"CO"	2006	"GARFIELD"	"3086123017"	77	140	92	123
"CO"	2006	"GARFIELD"	"3086123019"	30	36	35	35
"CO"	2006	"GARFIELD"	"3086123028"	0	0	0	0
"CO"	2006	"GARFIELD"	"960"	0	0	0	0
"CO"	2006	"GARFIELD"	"970"	5277	3536	5724	3141
"CO"	2006	"GARFIELD"	"980"	69	50	69	58
"CO"	2006	"GARFIELD"	"990"	0	0	0	0
"CO"	2006	"GILPIN"	"2161324001"	184	115	194	97
"CO"	2006	"GILPIN"	"2161324002"	199	160	195	161
"CO"	2006	"GILPIN"	"2161324003"	296	203	312	181
"CO"	2006	"GILPIN"	"2161324004"	251	95	251	89
"CO"	2006	"GILPIN"	"2161324005"	236	108	240	99
"CO"	2006	"GILPIN"	"2161324006"	358	76	358	73
"CO"	2006	"GILPIN"	"2161324960"	0	0	0	0
"CO"	2006	"GILPIN"	"2161324970"	0	0	0	0
"CO"	2006	"GILPIN"	"980"	27	12	26	12
"CO"	2006	"GILPIN"	"990"	0	0	0	0
"CO"	2006	"GRAND"	"2165725001"	214	317	226	292
"CO"	2006	"GRAND"	"2165725001"	214	4	226	292
"CO"	2006	"GRAND"	"2165725002"	95	114	107	104
"CO"	2006	"GRAND"	"2165725003"	247	215	245	209
"CO"	2006	"GRAND"	"2165725004"	409	359	422	336
"CO"	2006	"GRAND"	"2165725004"	409	1	422	336
"CO"	2006	"GRAND"	"2165725005"	236	136	250	120
"CO"	2006	"GRAND"	"2165725006"	203	78	194	70
"CO"	2006	"GRAND"	"2165725007"	355	148	372	127
"CO"	2006	"GRAND"	"2165725008"	0	0	0	0
"CO"	2006	"GRAND"	"2165725009"	0	0	0	0
"CO"	2006	"GRAND"	"2165725010"	0	0	0	0
"CO"	2006	"GRAND"	"2165725011"	0	0	0	0
"CO"	2006	"GRAND"	"2165725012"	0	0	0	0
"CO"	2006	"GRAND"	"2165725013"	304	267	319	247
"CO"	2006	"GRAND"	"2165725014"	1047	958	1065	922
"CO"	2006	"GRAND"	"2165725015"	39	28	40	24
"CO"	2006	"GRAND"	"2165725981"	0	0	0	0
"CO"	2006	"GRAND"	"2165725982"	0	0	0	0
"CO"	2006	"GRAND"	"2165725983"	0	0	0	0
"CO"	2006	"GRAND"	"990"	0	0	0	0
"CO"	2006	"GUNNISON"	"3056126001"	22	36	33	24
"CO"	2006	"GUNNISON"	"3056126002"	101	51	107	47
"CO"	2006	"GUNNISON"	"3056126003"	481	46	502	36
"CO"	2006	"GUNNISON"	"3056126004"	165	52	177	47
"CO"	2006	"GUNNISON"	"3056126005"	445	101	479	83
"CO"	2006	"GUNNISON"	"3056126006"	59	47	70	42
"CO"	2006	"GUNNISON"	"3056126007"	128	58	138	54
"CO"	2006	"GUNNISON"	"3056126008"	89	83	100	75
"CO"	2006	"GUNNISON"	"3056126009"	153	90	175	70
"CO"	2006	"GUNNISON"	"3056126010"	166	90	187	77
"CO"	2006	"GUNNISON"	"3056126011"	25	28	30	24
"CO"	2006	"GUNNISON"	"3056126012"	59	48	73	39
"CO"	2006	"GUNNISON"	"3056126013"	184	104	202	90
"CO"	2006	"GUNNISON"	"3056126014"	190	98	200	90
"CO"	2006	"GUNNISON"	"3056126015"	95	31	110	23
"CO"	2006	"GUNNISON"	"3056126960"	0	0	0	0
"CO"	2006	"GUNNISON"	"3056126970"	1746	820	1898	754
"CO"	2006	"GUNNISON"	"980"	46	10	50	8
"CO"	2006	"GUNNISON"	"990"	0	0	0	0
"CO"	2006	"HINSDALE"	"3056127001"	108	88	122	86
"CO"	2006	"HINSDALE"	"3056127002"	0	0	0	0
"CO"	2006	"HINSDALE"	"3056127003"	0	0	0	0
"CO"	2006	"HINSDALE"	"3056127960"	17	9	19	7
"CO"	2006	"HINSDALE"	"3056127970"	127	123	155	105
"CO"	2006	"HINSDALE"	"980"	0	0	0	0
"CO"	2006	"HINSDALE"	"990"	0	0	0	0
"CO"	2006	"HUERFANO"	"3026228001"	196	52	218	36
"CO"	2006	"HUERFANO"	"3026228011"	28	28	31	25
"CO"	2006	"HUERFANO"	"3026228960"	0	0	0	0
"CO"	2006	"HUERFANO"	"3026228970"	0	0	0	0
"CO"	2006	"HUERFANO"	"3026428002"	378	259	418	224
"CO"	2006	"HUERFANO"	"3026428003"	269	64	290	54
"CO"	2006	"HUERFANO"	"3026428004"	321	81	352	73
"CO"	2006	"HUERFANO"	"3026428005"	53	73	69	54
"CO"	2006	"HUERFANO"	"3026428006"	290	89	323	69
"CO"	2006	"HUERFANO"	"3026428007"	83	63	94	54
"CO"	2006	"HUERFANO"	"3026428008"	23	23	31	16
"CO"	2006	"HUERFANO"	"3026428009"	215	137	244	118
"CO"	2006	"HUERFANO"	"3026428010"	49	38	58	29
"CO"	2006	"HUERFANO"	"980"	5	14	13	15
