state	year	county_name	town_name	county	town	ward	cd	precinct	g2004_BALL_tv	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MI"	2004	"HILLSDALE"	"LITCHFIELD CITY"	30	54	0	7	901	91	29	59	90	22	38	85
"MI"	2004	"HILLSDALE"	"READING CITY"	30	56	0	7	1	372	142	221	368	100	182	317
"MI"	2004	"HOUGHTON"	"ADAMS TOWNSHIP"	31	2	0	1	1	1185	626	527	1171	819	337	1167
"MI"	2004	"HOUGHTON"	"CALUMET TOWNSHIP"	31	4	0	1	1	1026	418	594	1024	636	358	1008
"MI"	2004	"HOUGHTON"	"CALUMET TOWNSHIP"	31	4	0	1	2	738	287	437	733	424	296	728
"MI"	2004	"HOUGHTON"	"CALUMET TOWNSHIP"	31	4	0	1	5	255	112	135	252	158	85	249
"MI"	2004	"HOUGHTON"	"CALUMET TOWNSHIP"	31	4	0	1	9	986	352	617	981	555	402	973
"MI"	2004	"HOUGHTON"	"CHASSELL TOWNSHIP"	31	6	0	1	1	1058	337	699	1048	559	452	1029
"MI"	2004	"HOUGHTON"	"DUNCAN TOWNSHIP"	31	8	0	1	1	79	23	54	78	46	31	77
"MI"	2004	"HOUGHTON"	"DUNCAN TOWNSHIP"	31	8	0	1	2	73	29	42	73	45	21	67
"MI"	2004	"HOUGHTON"	"ELM RIVER TOWNSHIP"	31	10	0	1	1	133	62	69	132	100	28	129
"MI"	2004	"HOUGHTON"	"FRANKLIN TOWNSHIP"	31	12	0	1	1	292	111	174	291	156	115	280
"MI"	2004	"HOUGHTON"	"FRANKLIN TOWNSHIP"	31	12	0	1	2	180	80	97	179	119	52	174
"MI"	2004	"HOUGHTON"	"FRANKLIN TOWNSHIP"	31	12	0	1	4	166	68	97	165	96	62	161
"MI"	2004	"HOUGHTON"	"HANCOCK TOWNSHIP"	31	14	0	1	1	256	90	160	254	129	113	247
"MI"	2004	"HOUGHTON"	"LAIRD TOWNSHIP"	31	16	0	1	1	304	132	162	301	200	90	298
"MI"	2004	"HOUGHTON"	"OSCEOLA TOWNSHIP"	31	18	0	1	1	240	100	135	239	161	63	235
"MI"	2004	"HOUGHTON"	"OSCEOLA TOWNSHIP"	31	18	0	1	2	471	189	273	469	295	159	463
"MI"	2004	"HOUGHTON"	"OSCEOLA TOWNSHIP"	31	18	0	1	4	214	80	131	213	128	80	210
"MI"	2004	"HOUGHTON"	"PORTAGE TOWNSHIP"	31	20	0	1	1	465	177	280	461	310	136	455
"MI"	2004	"HOUGHTON"	"PORTAGE TOWNSHIP"	31	20	0	1	2	706	303	395	704	433	250	696
"MI"	2004	"HOUGHTON"	"PORTAGE TOWNSHIP"	31	20	0	1	4	405	222	169	403	281	109	400
"MI"	2004	"HOUGHTON"	"QUINCY TOWNSHIP"	31	22	0	1	1	107	47	56	105	72	34	106
"MI"	2004	"HOUGHTON"	"SCHOOLCRAFT TOWNSHIP"	31	24	0	1	1	902	373	514	900	594	279	885
"MI"	2004	"HOUGHTON"	"STANTON TOWNSHIP"	31	26	0	1	1	616	215	386	610	332	260	605
"MI"	2004	"HOUGHTON"	"STANTON TOWNSHIP"	31	26	0	1	2	105	64	39	104	84	17	102
"MI"	2004	"HOUGHTON"	"TORCH LAKE TOWNSHIP"	31	28	0	1	1	395	175	211	392	276	100	384
"MI"	2004	"HOUGHTON"	"TORCH LAKE TOWNSHIP"	31	28	0	1	2	470	139	325	468	258	198	462
"MI"	2004	"HOUGHTON"	"TORCH LAKE TOWNSHIP"	31	28	0	1	3	248	82	163	248	137	105	243
"MI"	2004	"HOUGHTON"	"HANCOCK CITY"	31	52	0	1	1	516	253	249	512	315	150	496
"MI"	2004	"HOUGHTON"	"HANCOCK CITY"	31	52	0	1	2	769	319	431	765	484	254	755
"MI"	2004	"HOUGHTON"	"HANCOCK CITY"	31	52	0	1	3	693	266	406	683	456	210	679
"MI"	2004	"HOUGHTON"	"HOUGHTON CITY"	31	54	0	1	1	1229	632	567	1215	857	305	1200
"MI"	2004	"HOUGHTON"	"HOUGHTON CITY"	31	54	0	1	2	682	368	295	678	465	166	657
"MI"	2004	"HURON"	"BINGHAM TOWNSHIP"	32	2	0	10	1	875	400	454	866	234	591	832
"MI"	2004	"HURON"	"BLOOMFIELD TOWNSHIP"	32	4	0	10	1	245	99	142	243	54	171	225
"MI"	2004	"HURON"	"BROOKFIELD TOWNSHIP"	32	5	0	10	1	359	113	236	354	75	254	331
"MI"	2004	"HURON"	"CASEVILLE TOWNSHIP"	32	6	0	10	1	1600	745	810	1572	495	1020	1527
"MI"	2004	"HURON"	"CHANDLER TOWNSHIP"	32	8	0	10	1	234	67	164	233	44	172	216
"MI"	2004	"HURON"	"COLFAX TOWNSHIP"	32	9	0	10	1	897	378	511	894	229	636	870
"MI"	2004	"HURON"	"DWIGHT TOWNSHIP"	32	10	0	10	1	142	76	55	132	51	67	118
"MI"	2004	"HURON"	"DWIGHT TOWNSHIP"	32	10	0	10	2	234	122	106	228	73	142	216
"MI"	2004	"HURON"	"FAIRHAVEN TOWNSHIP"	32	12	0	10	1	586	229	345	583	151	412	571
"MI"	2004	"HURON"	"GORE TOWNSHIP"	32	13	0	10	1	83	31	48	81	21	54	75
"MI"	2004	"HURON"	"GRANT TOWNSHIP"	32	14	0	10	1	355	143	203	352	100	229	338
"MI"	2004	"HURON"	"HUME TOWNSHIP"	32	16	0	10	1	466	222	235	460	143	304	449
"MI"	2004	"HURON"	"HURON TOWNSHIP"	32	17	0	10	1	283	104	174	281	69	200	270
"MI"	2004	"HURON"	"LAKE TOWNSHIP"	32	18	0	10	1	634	325	298	630	239	373	615
"MI"	2004	"HURON"	"LINCOLN TOWNSHIP"	32	20	0	10	1	343	168	162	338	100	222	327
"MI"	2004	"HURON"	"MCKINLEY TOWNSHIP"	32	21	0	10	1	265	112	148	262	68	174	243
"MI"	2004	"HURON"	"MEADE TOWNSHIP"	32	22	0	10	1	376	222	150	375	117	210	331
"MI"	2004	"HURON"	"OLIVER TOWNSHIP"	32	24	0	10	1	682	293	378	677	168	479	654
"MI"	2004	"HURON"	"PARIS TOWNSHIP"	32	26	0	10	1	236	119	111	232	68	140	208
"MI"	2004	"HURON"	"POINTE AUX BARQUES TOWNSHIP"	32	28	0	10	1	22	7	14	22	5	16	22
"MI"	2004	"HURON"	"PORT AUSTIN TOWNSHIP"	32	30	0	10	1	905	466	417	892	338	517	862
"MI"	2004	"HURON"	"RUBICON TOWNSHIP"	32	32	0	10	1	420	165	247	413	99	301	402
"MI"	2004	"HURON"	"SAND BEACH TOWNSHIP"	32	34	0	10	1	699	251	441	694	171	499	675
"MI"	2004	"HURON"	"SEBEWAING TOWNSHIP"	32	36	0	10	1	1474	560	880	1456	367	1046	1430
"MI"	2004	"HURON"	"SHERIDAN TOWNSHIP"	32	38	0	10	1	345	162	173	339	100	228	334
"MI"	2004	"HURON"	"SHERMAN TOWNSHIP"	32	40	0	10	1	620	244	360	609	131	446	584
"MI"	2004	"HURON"	"SIGEL TOWNSHIP"	32	42	0	10	1	306	111	190	302	49	225	276
"MI"	2004	"HURON"	"VERONA TOWNSHIP"	32	44	0	10	1	665	276	378	658	166	465	635
"MI"	2004	"HURON"	"WINSOR TOWNSHIP"	32	46	0	10	1	1010	318	672	998	206	768	980
"MI"	2004	"HURON"	"BAD AXE CITY"	32	52	0	10	1	1470	683	760	1456	457	932	1406
"MI"	2004	"HURON"	"HARBOR BEACH CITY"	32	54	0	10	1	851	418	409	834	265	534	806
"MI"	2004	"INGHAM"	"ALAIEDON TOWNSHIP"	33	2	0	8	1	403	178	220	400	130	256	391
"MI"	2004	"INGHAM"	"ALAIEDON TOWNSHIP"	33	2	0	8	2	470	196	264	464	154	285	447
"MI"	2004	"INGHAM"	"ALAIEDON TOWNSHIP"	33	2	0	8	3	631	267	360	630	217	377	604
"MI"	2004	"INGHAM"	"ALAIEDON TOWNSHIP"	33	2	0	8	4	448	197	244	446	148	265	422
"MI"	2004	"INGHAM"	"AURELIUS TOWNSHIP"	33	4	0	8	1	1009	360	627	996	272	668	954
"MI"	2004	"INGHAM"	"AURELIUS TOWNSHIP"	33	4	0	8	2	1021	411	595	1013	290	662	966
"MI"	2004	"INGHAM"	"BUNKER HILL TOWNSHIP"	33	6	0	8	1	984	417	549	975	309	599	928
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	1	961	418	532	956	318	579	912
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	2	1234	527	687	1224	393	753	1163
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	3	1098	504	575	1091	352	642	1014
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	4	1115	550	540	1103	403	602	1034
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	5	1094	519	558	1087	367	640	1023
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	6	1081	500	572	1076	359	641	1019
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	7	1046	462	570	1040	326	632	982
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	8	828	390	422	824	290	466	775
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	9	850	409	424	845	314	463	790
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	10	1238	562	656	1229	384	770	1172
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	914	1045	493	513	1022	390	599	1004
"MI"	2004	"INGHAM"	"DELHI TOWNSHIP"	33	8	0	8	915	1603	771	782	1576	618	882	1528
"MI"	2004	"INGHAM"	"INGHAM TOWNSHIP"	33	10	0	8	1	1217	463	734	1210	360	799	1183
"MI"	2004	"INGHAM"	"LANSING TOWNSHIP"	33	12	0	8	1	693	434	239	680	363	269	644
"MI"	2004	"INGHAM"	"LANSING TOWNSHIP"	33	12	0	8	1	5	0	5	5	0	5	5
"MI"	2004	"INGHAM"	"LANSING TOWNSHIP"	33	12	0	8	2	923	540	362	915	446	416	876
"MI"	2004	"INGHAM"	"LANSING TOWNSHIP"	33	12	0	8	3	904	526	359	898	421	418	860
"MI"	2004	"INGHAM"	"LANSING TOWNSHIP"	33	12	0	8	4	835	454	370	828	355	417	792
"MI"	2004	"INGHAM"	"LANSING TOWNSHIP"	33	12	0	8	6	865	482	372	862	391	434	832
"MI"	2004	"INGHAM"	"LEROY TOWNSHIP"	33	14	0	8	1	1160	410	725	1149	293	810	1115
"MI"	2004	"INGHAM"	"LEROY TOWNSHIP"	33	14	0	8	2	652	264	378	651	181	424	618
"MI"	2004	"INGHAM"	"LESLIE TOWNSHIP"	33	16	0	8	1	1312	486	806	1310	391	871	1280
"MI"	2004	"INGHAM"	"LOCKE TOWNSHIP"	33	18	0	8	1	1037	361	657	1027	272	709	987
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	1	1259	636	602	1250	485	689	1184
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	2	1145	669	456	1139	530	536	1079
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	3	1065	607	441	1055	474	518	1014
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	4	1415	781	611	1401	612	693	1328
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	5	1301	722	564	1295	580	617	1224
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	6	811	437	362	807	352	397	764
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	7	1477	756	703	1470	584	802	1407
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	8	1547	887	640	1541	708	728	1462
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	9	1248	740	488	1237	634	559	1210
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	10	1378	754	603	1367	635	667	1320
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	11	776	431	332	772	353	360	739
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	12	815	524	270	808	447	310	770
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	13	1046	639	396	1042	507	472	996
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	14	1197	574	607	1191	430	688	1130
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	15	1305	712	574	1298	548	693	1248
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	16	668	422	233	663	336	274	619
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	17	582	341	234	581	268	280	560
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	18	982	649	312	977	542	353	925
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	19	1148	615	516	1141	491	586	1093
"MI"	2004	"INGHAM"	"MERIDIAN TOWNSHIP"	33	20	0	8	20	1145	482	645	1135	366	701	1074
"MI"	2004	"INGHAM"	"ONONDAGA TOWNSHIP"	33	22	0	8	1	1374	568	768	1357	416	865	1304
"MI"	2004	"INGHAM"	"STOCKBRIDGE TOWNSHIP"	33	24	0	8	1	1754	708	1000	1730	554	1047	1635
"MI"	2004	"INGHAM"	"VEVAY TOWNSHIP"	33	26	0	8	1	1116	458	646	1112	332	707	1058
"MI"	2004	"INGHAM"	"VEVAY TOWNSHIP"	33	26	0	8	2	903	358	531	893	265	588	863
"MI"	2004	"INGHAM"	"WHEATFIELD TOWNSHIP"	33	28	0	8	1	1010	375	624	1005	264	694	971
"MI"	2004	"INGHAM"	"WHITE OAK TOWNSHIP"	33	30	0	8	1	638	247	378	634	199	398	609
"MI"	2004	"INGHAM"	"WILLIAMSTOWN TOWNSHIP"	33	32	0	8	1	523	202	315	519	149	347	498
"MI"	2004	"INGHAM"	"WILLIAMSTOWN TOWNSHIP"	33	32	0	8	2	699	328	362	696	249	422	677
"MI"	2004	"INGHAM"	"WILLIAMSTOWN TOWNSHIP"	33	32	0	8	2	2	2	0	2	2	0	2
"MI"	2004	"INGHAM"	"WILLIAMSTOWN TOWNSHIP"	33	32	0	8	3	1029	381	620	1016	292	684	987
"MI"	2004	"INGHAM"	"WILLIAMSTOWN TOWNSHIP"	33	32	0	8	3	27	15	12	27	12	12	25
"MI"	2004	"INGHAM"	"WILLIAMSTOWN TOWNSHIP"	33	32	0	8	4	972	445	515	965	335	589	936
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	1	985	741	233	983	645	224	884
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	2	1170	902	248	1168	755	281	1054
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	3	1147	791	338	1142	679	399	1095
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	4	1152	790	341	1145	669	420	1103
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	5	1181	789	373	1179	682	434	1138
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	6	582	404	167	580	342	192	545
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	7	825	459	352	819	385	381	777
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	8	582	411	159	580	349	187	545
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	9	715	526	177	712	449	209	670
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	10	973	678	274	968	574	282	884
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	11	1255	878	345	1246	744	418	1190
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	12	996	724	256	995	601	257	878
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	13	910	641	244	906	558	216	803
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	14	790	637	133	787	564	139	717
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	15	1201	822	355	1194	696	323	1041
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	16	759	607	133	753	545	143	708
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	918	1416	931	459	1402	823	527	1356
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	919	1273	774	479	1264	704	511	1225
"MI"	2004	"INGHAM"	"EAST LANSING CITY"	33	52	0	8	920	203	142	53	203	123	58	185
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	964	1164	632	494	1139	552	554	1116
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	965	651	404	228	641	340	267	621
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	969	172	97	70	167	79	86	165
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	970	351	190	153	347	157	184	343
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	972	625	403	208	614	370	219	594
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	973	622	334	265	607	303	279	585
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	966	843	509	312	826	463	340	809
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	967	750	553	167	730	487	204	696
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	0	8	968	1061	614	418	1042	527	480	1012
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	1	990	602	362	978	492	420	933
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	2	380	287	84	373	243	108	366
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	3	874	631	222	861	521	288	827
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	4	511	311	186	503	250	222	487
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	5	529	353	164	525	274	211	498
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	6	917	604	296	911	496	342	864
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	7	815	566	213	796	476	258	764
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	8	580	387	184	578	309	235	555
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	9	498	254	237	495	217	252	479
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	10	281	197	75	273	159	97	262
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	11	741	484	226	723	406	267	693
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	12	697	503	173	690	438	194	650
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	13	500	363	121	491	302	145	464
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	14	661	452	195	655	374	234	624
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	15	298	193	92	292	167	103	275
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	16	594	442	133	585	377	166	562
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	1	8	17	539	275	256	534	223	289	519
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	1	731	467	247	719	371	309	697
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	2	1201	727	440	1189	614	502	1138
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	3	804	492	292	792	399	347	761
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	4	868	522	332	858	403	407	825
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	5	718	442	257	710	341	324	679
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	6	678	419	241	668	349	265	626
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	7	550	324	213	542	258	248	520
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	8	634	446	170	622	385	200	601
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	9	888	510	364	880	407	431	854
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	10	795	544	240	795	461	265	740
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	11	1095	594	479	1085	488	533	1046
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	12	921	513	383	908	426	425	869
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	13	889	487	383	879	373	454	838
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	2	8	14	1022	625	377	1011	489	444	957
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	2	706	470	226	699	386	269	668
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	3	516	279	226	510	240	239	489
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	4	1016	637	353	999	519	420	954
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	5	913	550	335	895	458	377	853
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	7	863	582	265	851	479	316	810
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	8	1057	835	195	1035	710	275	999
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	9	882	705	153	862	622	197	832
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	10	638	385	243	631	320	283	611
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	11	561	312	241	560	230	291	530
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	12	654	468	175	645	383	234	628
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	12	99	77	18	99	67	24	93
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	13	795	517	246	776	419	307	748
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	14	621	453	142	605	384	191	582
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	3	8	15	710	464	229	702	369	285	669
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	1	537	339	185	530	279	213	506
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	2	597	476	109	593	422	132	571
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	3	851	570	254	834	490	298	804
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	4	984	636	326	975	526	376	935
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	5	1086	748	315	1073	624	388	1036
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	6	689	468	205	679	381	253	650
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	7	552	430	105	544	376	125	511
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	8	364	307	41	353	264	65	341
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	9	725	552	163	719	473	200	685
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	10	638	512	114	633	444	160	613
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	11	353	247	92	347	220	105	338
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	12	963	568	380	958	454	440	910
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	13	600	363	226	598	288	274	576
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	14	817	511	287	806	392	356	759
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	15	624	382	233	620	308	285	601
"MI"	2004	"INGHAM"	"LANSING CITY"	33	54	4	8	16	593	507	67	575	458	99	559
"MI"	2004	"INGHAM"	"LESLIE CITY"	33	56	0	8	1	781	363	403	776	256	482	752
"MI"	2004	"INGHAM"	"MASON CITY"	33	58	0	8	1	1271	598	650	1259	456	744	1218
"MI"	2004	"INGHAM"	"MASON CITY"	33	58	0	8	2	1183	579	580	1171	442	662	1120
"MI"	2004	"INGHAM"	"MASON CITY"	33	58	0	8	3	1484	703	759	1468	512	868	1403
"MI"	2004	"INGHAM"	"WILLIAMSTON CITY"	33	60	0	8	1	1024	456	545	1013	349	619	992
"MI"	2004	"INGHAM"	"WILLIAMSTON CITY"	33	60	0	8	2	958	413	520	942	326	572	918
"MI"	2004	"IONIA"	"BERLIN TOWNSHIP"	34	2	0	3	1	986	293	677	983	192	683	887
"MI"	2004	"IONIA"	"BERLIN TOWNSHIP"	34	2	0	3	901	174	67	104	173	49	120	169
"MI"	2004	"IONIA"	"BOSTON TOWNSHIP"	34	4	0	3	1	734	251	474	729	173	493	675
"MI"	2004	"IONIA"	"BOSTON TOWNSHIP"	34	4	0	3	2	784	230	540	782	185	527	725
"MI"	2004	"IONIA"	"BOSTON TOWNSHIP"	34	4	0	3	3	741	257	477	740	186	481	674
"MI"	2004	"IONIA"	"BOSTON TOWNSHIP"	34	4	0	3	901	474	174	291	467	135	318	455
"MI"	2004	"IONIA"	"CAMPBELL TOWNSHIP"	34	6	0	3	1	1132	259	860	1130	213	835	1056
"MI"	2004	"IONIA"	"CAMPBELL TOWNSHIP"	34	6	0	3	901	119	45	71	117	36	76	113
"MI"	2004	"IONIA"	"DANBY TOWNSHIP"	34	8	0	3	1	1362	514	825	1356	388	763	1169
"MI"	2004	"IONIA"	"DANBY TOWNSHIP"	34	8	0	3	901	219	76	140	217	67	139	208
"MI"	2004	"IONIA"	"EASTON TOWNSHIP"	34	10	0	3	1	634	240	377	625	156	365	529
"MI"	2004	"IONIA"	"EASTON TOWNSHIP"	34	10	0	3	2	591	284	288	578	199	282	488
"MI"	2004	"IONIA"	"EASTON TOWNSHIP"	34	10	0	3	901	249	107	152	260	86	166	253
"MI"	2004	"IONIA"	"IONIA TOWNSHIP"	34	12	0	3	1	1621	687	901	1613	485	986	1538
"MI"	2004	"IONIA"	"KEENE TOWNSHIP"	34	14	0	3	1	762	221	530	759	165	518	689
