state	year	parish	ward	precinct	cd	cd2	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	g2000_USH_dv2	g2000_USH_rv2	g2000_USH_tv2
"LA"	2000	"Lafayette"	"0"	"69"	7		110	254	391	173		246			
"LA"	2000	"Evangeline"	"5-"	"4-C"	5		47	101	148	26	62	90			
"LA"	2000	"Orleans"	"9-"	"29A"	2		125	164	292						
"LA"	2000	"Orleans"	"3-"	"20"	1		159	86	258	95	97	199			
"LA"	2000	"Jefferson"	"G"	"7"	2		654	95	761						
"LA"	2000	"Calcasieu"	"0"	"119SW"	7		207	446	668	382		471			
"LA"	2000	"Jackson"	"2-"	"3"	5		24	63	90	17	51	71			
"LA"	2000	"East Baton Rouge"	"1-"	"55B"	6		113	453	575	56	490	557			
"LA"	2000	"Terrebonne"	"0"	"57L"	3		209	213	430		250	315			
"LA"	2000	"Catahoula"	"6-"	"5"	5		17	37	54	10	23	34			
"LA"	2000	"Orleans"	"6-"	"9"	2		306	137	470						
"LA"	2000	"St. Tammany"	"S"	"2"	1		107	341	457	55	355	415			
"LA"	2000	"Jefferson"	"0"	"83"	1		74	188	276	34	207	243			
"LA"	2000	"Natchitoches"	"2-"	"7A"	4		19	18	41	7	15	26			
"LA"	2000	"Jefferson Davis"	"0"	"22"	7		153	223	389	303		349			
"LA"	2000	"St. John The Baptist"	"0"	"9F"	3		92	187	289		160	218			
"LA"	2000	"East Baton Rouge"	"2-"	"2A"	6		279	240	526	182	307	496			
"LA"	2000	"Caddo"	"0"	"56A"	4		224	685	916	98	690	809			
"LA"	2000	"Winn"	"7-"	"6"	5		28	104	135	15	89	105			
"LA"	2000	"East Baton Rouge"	"1-"	"34A"	6		94	399	511	61	425	504			
"LA"	2000	"Ascension"	"0"	"13"	3		219	203	438		270	363			
"LA"	2000	"Orleans"	"3-"	"9"	2		353	40	399						
"LA"	2000	"Caddo"	"0"	"44"	4		564	11	579	332	105	458			
"LA"	2000	"East Baton Rouge"	"1-"	"47B"	6		180	460	658	126	497	635			
"LA"	2000	"East Baton Rouge"	"3-"	"6A"	6		131	348	488	77	385	469			
"LA"	2000	"St. Martin"	"4-"	"3"	3		205	408	644		344	416			
"LA"	2000	"Orleans"	"15-"	"14E"	2		508	78	593						
"LA"	2000	"Lasalle"	"5-"	"1"	5		116	578	711	60	470	536			
"LA"	2000	"Lincoln"	"5-"	"2"	5		72	346	436	50	252	309			
"LA"	2000	"Rapides"	"0"	"26"	5		100	254	372	55	201	264			
"LA"	2000	"Washington"	"4-"	"2"	1		287	29	332	82	32	133			
"LA"	2000	"Jefferson"	"0"	"98"	1		243	678	947	83	732	835			
"LA"	2000	"Vernon"	"1-"	"6"	4		141	81	228	39	121	166			
"LA"	2000	"Sabine"	"6-"	"3"	4		127	206	351	37	166	218			
"LA"	2000	"Natchitoches"	"1-"	"4B"	4		50	29	83	18	29	51			
"LA"	2000	"Bossier"	"2-"	"3A"	4		307	784	1110	109	663	794			
"LA"	2000	"Ouachita"	"5-"	"21"	5		120	380	509	62	378	456			
"LA"	2000	"Ouachita"	"10-"	"11"	5		78	121	204	36	130	173			
"LA"	2000	"St. James"	"Early Voting"	"0"	3		106	96	213		164	208			
"LA"	2000	"Jefferson"	"0"	"14"	1		70	314	390	30	311	345			
"LA"	2000	"Orleans"	"6-"	"4"	2		318	16	341						
"LA"	2000	"Caddo"	"0"	"62"	4		108	438	552	32	437	478			
"LA"	2000	"St. Tammany"	"0"	"808"	1		199	843	1061	83	846	945			
"LA"	2000	"Orleans"	"7-"	"19"	2		288	32	324						
"LA"	2000	"Winn"	"7-"	"7"	5		49	161	217	34	138	179			
"LA"	2000	"Orleans"	"14-"	"22"	2		127	113	252						
"LA"	2000	"Madison"	"3-"	"A3"	5		38	4	43	16	9	26			
"LA"	2000	"Lafayette"	"0"	"34A"	7		65	194	267	128		170			
"LA"	2000	"Evangeline"	"3-"	"6"	7		176	42	229	98		133			
"LA"	2000	"Bossier"	"2-"	"13"	4		201	251	462	59	274	350			
"LA"	2000	"Lincoln"	"1-"	"E4"	5		38	46	85	16	42	60			
"LA"	2000	"Acadia"	"1-"	"2B"	7		105	232	352	230		270			
"LA"	2000	"Vernon"	"1-"	"5A"	4		43	19	63	8	33	43			
"LA"	2000	"East Feliciana"	"1-"	"3"	6		97	183	283	66	196	266			
"LA"	2000	"Caldwell"	"8-"	"2"	5		30	33	64	12	34	47			
"LA"	2000	"East Baton Rouge"	"3-"	"11A"	6		176	349	542	129	373	517			
"LA"	2000	"Acadia"	"6-"	"2"	7		105	274	395	254		300			
"LA"	2000	"Lafayette"	"0"	"49"	7		206	602	844	399		540			
"LA"	2000	"Lincoln"	"1-"	"F4"	5		21	15	37	13	11	25			
"LA"	2000	"Jefferson"	"0"	"116"	1		135	276	426	91	274	368			
"LA"	2000	"Orleans"	"13-"	"16"	2		248	120	388						
"LA"	2000	"Pointe Coupee"	"0"	"16A"	6		17	56	76	8	55	64			
"LA"	2000	"Rapides"	"0"	"16B"	5		178	340	539	77	217	306			
"LA"	2000	"Calcasieu"	"0"	"44SA"	7		357	703	1080	704		853			
"LA"	2000	"Bossier"	"2-"	"18B"	4		82	325	413	28	284	318			
"LA"	2000	"East Baton Rouge"	"1-"	"107A"	6		179	174	369	122	215	353			
"LA"	2000	"West Carroll"	"0"	"11"	5		33	105	141	19	80	104			
"LA"	2000	"Orleans"	"17-"	"13"	2		457	10	471						
"LA"	2000	"Calcasieu"	"0"	"41W"	7		503	343	872	575		643			
"LA"	2000	"Vermilion"	"0"	"12"	7		370	88	480	290		316			
"LA"	2000	"Allen"	"2-"	"6-O"	4		79	155	242	41	59	110			
"LA"	2000	"Orleans"	"14-"	"10"	1		215	317	546	95	318	432			
"LA"	2000	"Lafayette"	"0"	"30"	7		120	335	465	223		296			
"LA"	2000	"Evangeline"	"4-"	"35095"	5		54	87	145	28	43	75			
"LA"	2000	"Livingston"	"0"	"43"	6		6	23	29	3	18	23			
"LA"	2000	"Calcasieu"	"0"	"33B"	7		105	580	694	388		488			
"LA"	2000	"St. Landry"	"1-"	"14"	7		134	129	264	173		188			
"LA"	2000	"Jefferson"	"H"	"5"	1		82	159	246	35	167	205			
"LA"	2000	"Orleans"	"15-"	"18A"	2		176	332	522						
"LA"	2000	"Acadia"	"1-"	"4A"	7		62	199	269	172		206			
"LA"	2000	"Vernon"	"1-"	"1A"	4		61	78	143	19	74	100			
"LA"	2000	"Tangipahoa"	"0"	"135A"	1		109	67	178	38	79	123			
"LA"	2000	"Lincoln"	"Early Voting"	"0"	5		254	693	956	142	725	885			
"LA"	2000	"Jefferson"	"0"	"84"	1		150	321	497	54	344	411			
"LA"	2000	"St. Mary"	"0"	"28"	3		128	381	520		355	416			
"LA"	2000	"St. Mary"	"0"	"32"	3		97	155	257		160	192			
"LA"	2000	"Terrebonne"	"0"	"69N"	3		128	550	692		435	488			
"LA"	2000	"St. Tammany"	"0"	"907"	1		91	84	181	44	107	152			
"LA"	2000	"St. Bernard"	"0"	"53"	3		71	63	138		92	112			
"LA"	2000	"Rapides"	"0"	"66"	5		159	375	552	70	302	380			
"LA"	2000	"Jefferson"	"0"	"179B"	2		406	30	438						
"LA"	2000	"Catahoula"	"9-"	"3"	5		40	93	138	30	61	92			
"LA"	2000	"Vernon"	"1-"	"7"	4		104	317	425	26	284	315			
"LA"	2000	"Jefferson"	"K"	"24"	2		160	35	200						
"LA"	2000	"Jackson"	"3-"	"3"	5		49	344	399	46	246	299			
"LA"	2000	"St. Landry"	"1-"	"15A"	7		240	11	255	129		140			
"LA"	2000	"Plaquemines"	"8-"	"1"	3		241	521	776		514	583			
"LA"	2000	"Rapides"	"0"	"70"	5		26	92	120	15	72	88			
"LA"	2000	"Orleans"	"9-"	"41D"	2		303	88	393						
"LA"	2000	"Caddo"	"0"	"5"	4		1086	81	1173	612	249	899			
"LA"	2000	"St. Tammany"	"0"	"305A"	1		105	409	525	47	422	474			
"LA"	2000	"Ouachita"	"10-"	"9"	5		302	113	429	151	177	336			
"LA"	2000	"West Feliciana"	"6-"	"3"	6		50	129	188	36	111	152			
"LA"	2000	"Tangipahoa"	"0"	"120A"	1		28	47	77	10	52	65			
"LA"	2000	"Acadia"	"Early Voting"	"0"	7		255	819	1089	832		1089			
"LA"	2000	"Sabine"	"3-"	"4"	4		31	89	125	10	75	93			
"LA"	2000	"Richland"	"2-"	"6B"	5		35	32	74	21	28	49			
"LA"	2000	"East Baton Rouge"	"3-"	"41B"	6		144	523	676	98	547	657			
"LA"	2000	"Vernon"	"2-"	"4"	4		37	90	133	13	81	98			
"LA"	2000	"Lafayette"	"0"	"14B"	7		425	265	718	413		475			
"LA"	2000	"Vernon"	"2-"	"1"	4		145	423	589	41	370	424			
"LA"	2000	"Tensas"	"1-"	"1"	5		20	36	56	13	29	43			
"LA"	2000	"Catahoula"	"7-"	"2"	5		41	4	46	26	4	30			
"LA"	2000	"Bienville"	"7-"	"1"	4		69	160	238	35	126	169			
"LA"	2000	"East Baton Rouge"	"1-"	"102B"	6		98	183	296	71	192	273			
"LA"	2000	"Iberia"	"1-"	"2"	3		514	53	604		167	356			
"LA"	2000	"Winn"	"7-"	"4"	5		4	3	8	4	3	7			
"LA"	2000	"Calcasieu"	"0"	"153"	7		325	475	830	481		569			
"LA"	2000	"St. Tammany"	"0"	"407"	1		173	1127	1320	99	1088	1199			
"LA"	2000	"Ascension"	"0"	"21A"	6		362	510	896	233	513	772			
"LA"	2000	"Orleans"	"14-"	"23"	2		376	35	418						
"LA"	2000	"Orleans"	"12-"	"4"	1		204	59	279	118	81	211			
"LA"	2000	"Lasalle"	"8-"	"7"	5		43	140	184	30	108	142			
"LA"	2000	"Iberia"	"13-"	"1"	3		262	607	893		491	580			
"LA"	2000	"St. Charles"	"5-"	"3"	3		202	287	501		219	284			
"LA"	2000	"Lincoln"	"1-"	"C5"	5		48	71	132	30	62	95			
"LA"	2000	"Tensas"	"5-"	"1"	5		345	36	392	193	43	249			
"LA"	2000	"Calcasieu"	"0"	"63E"	7		161	319	486	373		439			
"LA"	2000	"West Carroll"	"0"	"13A"	5		51	81	133	36	69	107			
"LA"	2000	"East Baton Rouge"	"1-"	"24"	6		415	63	487	231	147	385			
"LA"	2000	"Calcasieu"	"0"	"117E"	7		235	114	356	234		245			
"LA"	2000	"Jefferson"	"0"	"53"	1		172	474	664	66	504	588			
"LA"	2000	"Orleans"	"9-"	"35A"	2		451	8	462						
"LA"	2000	"Orleans"	"9-"	"34"	2		294	9	305						
"LA"	2000	"Claiborne"	"0"	"93"	4		41	40	81	15	40	57			
"LA"	2000	"Orleans"	"6-"	"7"	2		278	11	296						
"LA"	2000	"Orleans"	"8-"	"25A"	2		227	61	294						
"LA"	2000	"Orleans"	"7-"	"15"	2		373	15	398						
"LA"	2000	"East Baton Rouge"	"1-"	"81B"	6		228	245	483	173	277	458			
"LA"	2000	"Orleans"	"11-"	"12"	2		299	2	304						
"LA"	2000	"Ouachita"	"10-"	"12"	5		697	19	750	331	123	492			
"LA"	2000	"East Baton Rouge"	"3-"	"22A"	6		140	614	771	97	630	749			
"LA"	2000	"East Feliciana"	"7-"	"1"	6		283	94	382	152	111	269			
"LA"	2000	"Terrebonne"	"0"	"19A"	3		93	287	393		226	266			
"LA"	2000	"Orleans"	"7-"	"39"	2		169	144	321						
"LA"	2000	"Grant"	"2-"	"3"	5		77	189	271	51	136	192			
"LA"	2000	"Bienville"	"1-"	"1"	4		295	269	588	79	251	356			
"LA"	2000	"Rapides"	"0"	"61"	5		220	183	420	113	181	301			
"LA"	2000	"Orleans"	"10-"	"13"	2		420	3	429						
"LA"	2000	"Lafourche"	"3-"	"4"	3		368	200	593		265	377			
"LA"	2000	"Jefferson"	"H"	"1"	1		204	536	761	107	548	667			
"LA"	2000	"Pointe Coupee"	"0"	"24B"	6		44	76	121	15	76	93			
"LA"	2000	"Rapides"	"0"	"84"	5		22	74	96	13	66	79			
"LA"	2000	"Rapides"	"0"	"62"	5		172	347	534	84	293	391			
"LA"	2000	"Pointe Coupee"	"0"	"15A"	6		137	429	579	60	387	456			
"LA"	2000	"Union"	"6-"	"3"	5		49	76	130	27	65	94			
"LA"	2000	"Franklin"	"7-"	"4"	5		9	50	60	11	45	57			
"LA"	2000	"East Baton Rouge"	"3-"	"40B"	6		131	450	592	85	465	559			
"LA"	2000	"East Baton Rouge"	"3-"	"20A"	6		532	240	781	385	332	731			
"LA"	2000	"Claiborne"	"0"	"12"	4		45	56	103	9	36	51			
"LA"	2000	"East Baton Rouge"	"3-"	"9A"	6		126	635	768	85	639	731			
"LA"	2000	"Tangipahoa"	"0"	"145"	1		308	445	766	107	489	604			
"LA"	2000	"Claiborne"	"0"	"81"	4		33	59	95	15	57	72			
"LA"	2000	"East Baton Rouge"	"1-"	"88C"	6		368	157	530	268	219	496			
"LA"	2000	"East Baton Rouge"	"1-"	"61"	6		646	57	708	386	182	577			
"LA"	2000	"Catahoula"	"4-"	"2"	5		66	225	303	50	157	213			
"LA"	2000	"Avoyelles"	"7-"	"2"	5		158	55	228	68	74	147			
"LA"	2000	"East Baton Rouge"	"1-"	"55A"	6		135	424	576	90	452	553			
"LA"	2000	"Natchitoches"	"1-"	"6"	4		244	199	461	63	192	277			
"LA"	2000	"St. Tammany"	"0"	"601"	1		102	249	362	55	257	314			
"LA"	2000	"Calcasieu"	"0"	"81"	7		391	392	796	528		603			
"LA"	2000	"Jefferson"	"0"	"85"	1		200	527	751	85	548	649			
"LA"	2000	"Vernon"	"8-"	"1"	4		65	171	245	19	160	185			
"LA"	2000	"Caddo"	"0"	"49"	4		66	320	397	23	300	335			
"LA"	2000	"Orleans"	"17-"	"5"	2		359	39	412						
"LA"	2000	"East Baton Rouge"	"1-"	"33"	6		177	397	591	113	444	569			
"LA"	2000	"Beauregard"	"0"	"17A"	4		14	30	44	7	22	30			
"LA"	2000	"Orleans"	"11-"	"16"	2		281	6	289						
"LA"	2000	"Avoyelles"	"11-"	"2A"	5		88	98	189	36	109	154			
"LA"	2000	"Morehouse"	"0"	"25A"	5		134	58	199	82	63	148			
"LA"	2000	"Avoyelles"	"3-"	"2"	5		59	51	113	23	57	81			
"LA"	2000	"Orleans"	"15-"	"9"	2		355	29	389						
"LA"	2000	"Orleans"	"17-"	"8"	2		397	19	421						
"LA"	2000	"East Feliciana"	"2-"	"1B"	6		92	79	175	67	81	148			
"LA"	2000	"Terrebonne"	"0"	"13"	3		108	155	275		166	199			
"LA"	2000	"St. Tammany"	"0"	"803A"	1		54	11	68	28	9	38			
"LA"	2000	"Caddo"	"0"	"14"	4		259	359	646	136	397	551			
"LA"	2000	"St. Landry"	"5-"	"2"	7		111	277	397	187		223			
"LA"	2000	"Iberia"	"11-"	"3"	3		320	285	623		281	379			
"LA"	2000	"Jefferson Davis"	"0"	"5A"	7		220	25	259	137		152			
"LA"	2000	"St. Landry"	"2-"	"5"	7		179	352	544	286		354			
"LA"	2000	"Iberville"	"0"	"6"	6		140	25	174	36	54	93			
"LA"	2000	"Lafourche"	"2-"	"10"	3		123	121	251		130	167			
"LA"	2000	"Ouachita"	"10-"	"6"	5		80	425	513	47	429	479			
"LA"	2000	"East Baton Rouge"	"2-"	"13A"	6		245	243	496	145	300	450			
"LA"	2000	"Bossier"	"4-"	"11B"	4		152	525	688	53	448	521			
"LA"	2000	"Allen"	"1-"	"5"	7		60	62	131	56		72			
"LA"	2000	"Ouachita"	"10-"	"22"	5		582	11	621	222	104	342			
"LA"	2000	"Jefferson"	"0"	"11"	1		244	445	713	106	500	618			
"LA"	2000	"St. Mary"	"0"	"38"	3		194	273	472		316	398			
"LA"	2000	"Jefferson"	"0"	"105"	1		80	220	304	28	235	269			
"LA"	2000	"Orleans"	"9-"	"10"	2		363	11	378						
"LA"	2000	"Caddo"	"0"	"125"	4		477	794	1291	232	844	1107			
"LA"	2000	"De Soto"	"0"	"10"	4		318	334	664	94	414	539			
"LA"	2000	"Orleans"	"9-"	"44D"	2		522	110	637						
"LA"	2000	"Orleans"	"12-"	"11"	2		384	61	454						
"LA"	2000	"Lafayette"	"0"	"1"	7		276	543	852	457		565			
"LA"	2000	"East Baton Rouge"	"2-"	"16B"	6		431	19	450	299	101	404			
"LA"	2000	"Grant"	"6-"	"1"	5		62	220	291	33	187	223			
"LA"	2000	"St. John The Baptist"	"0"	"8A"	3		295	162	474		154	335			
"LA"	2000	"Orleans"	"8-"	"15"	2		423	66	496						
"LA"	2000	"St. Landry"	"2-"	"7"	7		177	80	259	141		162			
"LA"	2000	"Richland"	"1-"	"1"	5		172	373	568	119	310	446			
"LA"	2000	"St. Mary"	"0"	"26"	3		180	239	432		226	301			
"LA"	2000	"Caddo"	"0"	"59"	4		593	39	640	325	140	479			
"LA"	2000	"Lafourche"	"10-"	"15"	3		185	253	455		298	409			
"LA"	2000	"Caddo"	"0"	"76A"	4		182	495	686	85	485	583			
"LA"	2000	"Jefferson"	"0"	"134"	1		240	292	557	116	298	424			
"LA"	2000	"St. Landry"	"1-"	"27"	7		74	0	74	51		53			
"LA"	2000	"Orleans"	"9-"	"44M"	2		633	135	778						
"LA"	2000	"East Baton Rouge"	"3-"	"28A"	6		85	319	415	53	342	402			
"LA"	2000	"Washington"	"4-"	"8AB"	1		10	20	30	1	21	22			
"LA"	2000	"St. Landry"	"1-"	"18"	7		321	7	329	212		231			
"LA"	2000	"Lasalle"	"9-"	"5"	5		12	50	63	9	39	48			
"LA"	2000	"Lafourche"	"9-"	"1"	3		171	193	379		205	250			
"LA"	2000	"Livingston"	"0"	"24"	6		244	877	1158	122	760	907			
"LA"	2000	"Calcasieu"	"0"	"126CA"	7		291	615	944	558		643			
"LA"	2000	"St. Tammany"	"0"	"202A"	1		34	127	162	9	141	151			
"LA"	2000	"St. John The Baptist"	"0"	"14C"	3		200	328	533		272	349			
"LA"	2000	"Pointe Coupee"	"0"	"12A"	6		292	5	313	96	61	163			
"LA"	2000	"Plaquemines"	"1-"	"1"	3		207	290	505		314	380			
"LA"	2000	"Caddo"	"0"	"52"	4		457	90	548	262	149	423			
"LA"	2000	"St. Charles"	"5-"	"2"	3		0	0	0		0	0			
"LA"	2000	"St. Tammany"	"0"	"904B"	1		61	7	70	43	14	57			
"LA"	2000	"Ouachita"	"10-"	"18"	5		138	926	1081	78	932	1022			
"LA"	2000	"St. Tammany"	"S"	"7"	1		120	286	411	55	293	355			
"LA"	2000	"Bienville"	"5-"	"2"	4		218	280	534	88	263	383			
"LA"	2000	"East Baton Rouge"	"2-"	"1A"	6		460	110	579	288	205	505			
"LA"	2000	"Bossier"	"4-"	"11C"	4		169	328	512	59	291	371			
"LA"	2000	"Orleans"	"5-"	"11"	2		185	28	225						
"LA"	2000	"Calcasieu"	"0"	"11"	7		303	948	1280	776		955			
"LA"	2000	"Orleans"	"11-"	"8"	2		129	183	326						
"LA"	2000	"St. Landry"	"4-"	"7"	7		225	85	316	179		198			
"LA"	2000	"Washington"	"4-"	"8"	1		9	20	29	0	14	15			
"LA"	2000	"Caddo"	"0"	"54"	4		723	35	762	395	155	580			
"LA"	2000	"Evangeline"	"1-"	"12"	7		361	31	420	210		238			
"LA"	2000	"Iberia"	"13-"	"6"	3		31	68	99		54	63			
"LA"	2000	"Webster"	"1-"	"27"	4		123	406	552	45	364	429			
"LA"	2000	"St. Charles"	"1-"	"2"	3		253	133	391		152	236			
"LA"	2000	"Vermilion"	"0"	"57"	7		215	323	571	333		380			
"LA"	2000	"West Feliciana"	"4-"	"2"	6		16	5	25	2	12	14			
"LA"	2000	"Iberville"	"0"	"19A"	6		60	9	73	32	21	54			
"LA"	2000	"St. Mary"	"0"	"19"	3		196	497	711		468	538			
"LA"	2000	"Lafayette"	"0"	"32"	7		233	688	948	452		570			
"LA"	2000	"West Baton Rouge"	"4-"	"4"	6		271	72	351	166	112	284			
"LA"	2000	"Bossier"	"4-"	"8B"	4		79	334	420	30	282	320			
"LA"	2000	"Evangeline"	"1-"	"13-1"	5		6	79	86	4	39	45			
"LA"	2000	"Jefferson"	"K"	"27"	1		162	279	448	80	277	364			
"LA"	2000	"St. Landry"	"2-"	"5A"	7		22	40	62	39		45			
"LA"	2000	"Morehouse"	"0"	"24B"	5		14	35	49	6	30	36			
"LA"	2000	"Richland"	"2-"	"6A"	5		61	5	73	35	10	51			
"LA"	2000	"Rapides"	"0"	"73"	5		45	159	204	21	99	120			
"LA"	2000	"St. Bernard"	"0"	"57"	3		114	26	140		81	111			
"LA"	2000	"Bienville"	"7-"	"4A"	4		11	115	130	5	85	97			
"LA"	2000	"Orleans"	"9-"	"44F"	2		530	41	578						
"LA"	2000	"Tensas"	"4-"	"2"	5		82	119	205	47	87	135			
"LA"	2000	"Rapides"	"0"	"60"	5		130	373	517	50	330	384			
"LA"	2000	"St. Martin"	"4-"	"6"	3		15	98	116		66	72			
"LA"	2000	"Livingston"	"0"	"40"	6		157	610	780	76	527	612			
"LA"	2000	"Orleans"	"6-"	"2"	2		268	126	424						
"LA"	2000	"Jefferson"	"0"	"176"	1		97	171	277	41	181	230			
"LA"	2000	"Orleans"	"9-"	"19"	2		448	12	464						
"LA"	2000	"Lasalle"	"3-"	"1"	5		68	213	288	33	196	234			
"LA"	2000	"Acadia"	"4-"	"6"	7		75	313	392	276		329			
"LA"	2000	"Grant"	"6-"	"2"	5		108	405	526	63	310	387			
"LA"	2000	"St. Tammany"	"0"	"409"	1		134	206	352	85	202	294			
"LA"	2000	"Richland"	"2-"	"6"	5		128	388	531	102	293	404			
"LA"	2000	"East Baton Rouge"	"2-"	"4A"	6		337	286	632	232	358	602			
"LA"	2000	"East Baton Rouge"	"3-"	"34B"	6		169	723	911	105	737	858			
"LA"	2000	"West Baton Rouge"	"3-"	"2"	6		108	127	240	75	130	210			
"LA"	2000	"Orleans"	"9-"	"4"	2		389	19	413						
"LA"	2000	"Lasalle"	"8-"	"6"	5		15	55	74	13	42	56			
"LA"	2000	"Madison"	"2-"	"D2"	5		19	65	84	14	50	68			
"LA"	2000	"Jefferson"	"0"	"182"	1		258	256	525	139	270	417			
"LA"	2000	"Washington"	"4-"	"5A"	1		62	90	155	16	64	86			
"LA"	2000	"Orleans"	"9-"	"44E"	2		874	89	974						
"LA"	2000	"Jefferson"	"0"	"29"	1		127	304	443	48	310	369			
"LA"	2000	"Jefferson"	"0"	"87"	1		141	342	491	41	386	437			
"LA"	2000	"Caddo"	"0"	"156"	4		154	170	331	68	185	263			
"LA"	2000	"St. Landry"	"4-"	"10"	7		100	39	140	70		78			
"LA"	2000	"St. John The Baptist"	"0"	"10B"	3		144	185	338		149	196			
"LA"	2000	"Ouachita"	"3-"	"15"	5		241	16	263	116	63	193			
"LA"	2000	"De Soto"	"0"	"53"	4		72	89	162	24	86	112			
"LA"	2000	"Pointe Coupee"	"0"	"26"	6		370	581	981	151	531	701			
"LA"	2000	"St. Mary"	"0"	"4B"	3		281	156	451		188	267			
"LA"	2000	"St. Landry"	"1-"	"5"	7		154	117	275	176		202			
"LA"	2000	"De Soto"	"0"	"51"	4		40	73	115	17	64	85			
"LA"	2000	"Orleans"	"10-"	"12"	2		340	4	347						
"LA"	2000	"Caddo"	"0"	"10"	4		130	478	623	51	484	549			
"LA"	2000	"East Carroll"	"1-"	"1"	5		43	76	122	31	57	90			
"LA"	2000	"St. Tammany"	"0"	"811"	1		245	750	1012	119	792	924			
"LA"	2000	"Rapides"	"0"	"75"	5		140	353	505	56	225	289			
"LA"	2000	"Jackson"	"7-"	"4"	5		21	84	108	20	58	79			
"LA"	2000	"Iberia"	"6-"	"5"	3		108	226	346		179	221			
"LA"	2000	"St. Charles"	"7-"	"4"	3		386	172	574		184	306			
"LA"	2000	"Iberia"	"2-"	"4"	3		82	138	226		146	176			
"LA"	2000	"East Baton Rouge"	"1-"	"103A"	6		172	610	799	119	647	772			
"LA"	2000	"Pointe Coupee"	"0"	"20"	6		278	357	650	148	340	501			
"LA"	2000	"Pointe Coupee"	"0"	"13A"	6		119	8	132	34	34	70			
"LA"	2000	"Acadia"	"1-"	"11"	7		28	61	91	58		73			
"LA"	2000	"Jefferson"	"H"	"9"	1		144	312	469	53	320	380			
"LA"	2000	"Webster"	"1-"	"4"	4		200	645	866	63	566	652			
"LA"	2000	"Lincoln"	"1-"	"B2"	5		227	1084	1337	118	806	938			
"LA"	2000	"St. Bernard"	"0"	"24"	3		289	403	713		548	642			
"LA"	2000	"Allen"	"2-"	"2-O"	7		69	144	220	116		136			
"LA"	2000	"Orleans"	"10-"	"11"	2		283	48	341						
"LA"	2000	"Webster"	"1-"	"1"	4		286	9	307	107	62	179			
"LA"	2000	"Iberville"	"0"	"20"	6		217	180	420	100	197	311			
"LA"	2000	"Sabine"	"9-"	"1"	4		155	133	304	36	147	207			
"LA"	2000	"Orleans"	"9-"	"44J"	2		392	138	538						
"LA"	2000	"St. Landry"	"1-"	"20"	7		208	223	435	231		265			
"LA"	2000	"Jefferson"	"0"	"214"	2		659	269	947						
"LA"	2000	"Tangipahoa"	"0"	"102"	1		194	317	519	75	284	366			
"LA"	2000	"Madison"	"Early Voting"	"0"	5		92	163	259	65	198	263			
"LA"	2000	"Terrebonne"	"0"	"6"	3		2	3	6		3	4			
"LA"	2000	"Winn"	"4-"	"5"	5		37	148	187	29	99	131			
"LA"	2000	"Calcasieu"	"0"	"120"	7		228	563	810	453		552			
"LA"	2000	"St. Landry"	"6-"	"13A"	7		21	123	145	84		107			
"LA"	2000	"Rapides"	"0"	"86"	5		47	172	227	24	131	161			
"LA"	2000	"Orleans"	"9-"	"41A"	2		163	102	270						
"LA"	2000	"St. Tammany"	"S"	"3"	1		176	522	712	83	542	634			
"LA"	2000	"Vernon"	"1-"	"8"	4		124	178	307	45	174	224			
"LA"	2000	"Acadia"	"6-"	"11"	7		532	14	550	409		426			
"LA"	2000	"Assumption"	"6-"	"2"	3		348	50	426		129	235			
"LA"	2000	"Bossier"	"2-"	"10"	4		132	365	512	48	328	394			
"LA"	2000	"Jefferson"	"0"	"198"	2		161	328	502						
"LA"	2000	"Jefferson"	"K"	"8"	1		321	725	1065	174	742	933			
"LA"	2000	"Jefferson"	"0"	"103"	1		83	488	577	25	474	511			
"LA"	2000	"De Soto"	"0"	"57"	4		8	28	37	2	29	31			
"LA"	2000	"Evangeline"	"5-"	"3"	5		42	113	159	28	66	99			
"LA"	2000	"St. Tammany"	"0"	"410"	1		189	816	1020	95	805	914			
"LA"	2000	"St. Tammany"	"F"	"1"	1		95	114	216	48	138	190			
"LA"	2000	"Orleans"	"17-"	"3"	2		356	10	378						
"LA"	2000	"Richland"	"2-"	"7A"	5		28	123	153	19	72	93			
"LA"	2000	"St. John The Baptist"	"0"	"13A"	3		379	433	838		355	488			
"LA"	2000	"Tangipahoa"	"0"	"70"	1		245	271	524	86	309	404			
"LA"	2000	"Jefferson"	"G"	"5"	1		110	251	368	48	248	301			
"LA"	2000	"Orleans"	"8-"	"7"	2		255	13	271						
"LA"	2000	"Orleans"	"5-"	"15"	1		137	154	309	82	166	257			
"LA"	2000	"East Baton Rouge"	"1-"	"31A"	6		307	68	382	201	135	340			
"LA"	2000	"East Baton Rouge"	"3-"	"37"	6		46	155	204	29	156	194			
"LA"	2000	"Jackson"	"2-"	"1"	5		101	82	189	49	80	135			
"LA"	2000	"Rapides"	"0"	"53"	5		291	256	573	136	245	398			
"LA"	2000	"St. Tammany"	"C"	"06A"	1		5	5	11	3	5	8			
"LA"	2000	"Natchitoches"	"1-"	"10C"	4		28	59	92	14	45	63			
"LA"	2000	"Ouachita"	"1-"	"1"	5		86	602	695	53	575	632			
"LA"	2000	"Orleans"	"14-"	"8"	1		148	223	397	75	274	357			
"LA"	2000	"Jefferson"	"W"	"3"	2		210	237	454						
