state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_STH_dv	g2004_STH_rv	g2004_STH_tv	g2004_STS_dv	g2004_STS_rv	g2004_STS_tv
"NM"	2004	20	"22"	71	20	92	58	5	63	36			71		71
"NM"	2004	20	"22"	58	3	65	29	7	36	268			31		31
"NM"	2004	20	"22"	27	6	34	70	21	91	131			61		61
"NM"	2004	20	"23"	36	7	43	27	6	33	148			10		10
"NM"	2004	20	"23"	26	4	30	10	3	13	259			28		28
"NM"	2004	20	"23"	10	1	11	37	1	38	219			38		38
"NM"	2004	20	"24"	10	0	10	15	0	15	148			10		10
"NM"	2004	20	"24"	131	46	177	156	1	157	181			148		148
"NM"	2004	20	"24"	15	1	16	10	18	28	265			15		15
"NM"	2004	20	"25"	51	39	90	8	3	11	177			69		69
"NM"	2004	20	"25"	4	4	8	65	0	65	142			8		8
"NM"	2004	20	"25"	13	5	18	14	21	35	156			13		13
"NM"	2004	20	"26"	16	33	50	26	22	48	135			22	26	48
"NM"	2004	20	"26"	3	6	9	5	4	9	197			12	6	18
"NM"	2004	20	"26"	12	6	18	11	7	18	160			4	5	9
"NM"	2004	20	"27"	127	58	186	158	25	183	241			168		168
"NM"	2004	20	"27"	19	5	24	19	2	21	262			20		20
"NM"	2004	20	"27"	17	8	25	22	6	28	262			22		22
"NM"	2004	20	"28"	24	12	36	22	25	47	133			174		174
"NM"	2004	20	"28"	19	5	24	30	5	35	13			31		31
"NM"	2004	20	"28"	140	68	209	178	2	180	210			23		23
"NM"	2004	20	"29"	80	29	111	15	4	19	20			83	5	88
"NM"	2004	20	"29"	12	6	18	14	13	27	325			13	17	30
"NM"	2004	20	"29"	13	2	15	95	0	95	359			13	2	15
"NM"	2004	20	"3"	4	0	4	69	10	79	59	45		68	0	68
"NM"	2004	20	"3"	5	2	7	5	0	5	136	45		5	2	7
"NM"	2004	20	"3"	4	0	4	69	10	79	115	45		3	16	19
"NM"	2004	20	"3"	61	21	82	4	2	6	245	45		3	16	19
"NM"	2004	20	"3"	4	0	4	69	10	79	60	45		3	16	19
"NM"	2004	20	"30"	5	1	6	33	2	35	70			6		6
"NM"	2004	20	"30"	2	2	4	6	0	6	273			2		2
"NM"	2004	20	"30"	31	8	39	2	6	8	156			35		35
"NM"	2004	20	"31"	4	2	6	18	0	18	14			3		3
"NM"	2004	20	"31"	0	0	0	4	8	12	260			13		13
"NM"	2004	20	"31"	20	9	29	0	2	2	215			0		0
"NM"	2004	20	"32"	18	2	20	99	5	104	174			17		17
"NM"	2004	20	"32"	16	3	19	18	1	19	121			97		97
"NM"	2004	20	"32"	88	18	107	17	2	19	102			18		18
"NM"	2004	20	"33"	40	30	70	14	23	37	23			24		24
"NM"	2004	20	"33"	21	7	28	45	8	53	449			47		47
"NM"	2004	20	"33"	15	9	24	20	10	30	580			15		15
"NM"	2004	20	"34"	38	11	49	141	38	179	33			140		140
"NM"	2004	20	"34"	205	55	263	222	3	225	0			46		46
"NM"	2004	20	"34"	117	51	170	46	26	72	76			206		206
"NM"	2004	20	"35"	251	81	335	172	31	203	21			264		264
"NM"	2004	20	"35"	142	67	213	281	54	335	71			179		179
"NM"	2004	20	"35"	95	19	114	99	15	114	97			88		88
"NM"	2004	20	"4"	121	67	193	35	34	69	28	62		32	24	56
"NM"	2004	20	"4"	33	10	43	98	9	107	66	62		120	11	131
"NM"	2004	20	"4"	121	67	193	35	34	69	135	62		87	60	147
"NM"	2004	20	"4"	95	19	118	154	14	168	52	62		87	60	147
"NM"	2004	20	"4"	121	67	193	35	34	69	13	62		87	60	147
"NM"	2004	20	"5"	31	24	55	173	17	190	161	27		180		180
"NM"	2004	20	"5"	141	90	232	37	43	80	148	27		42		42
"NM"	2004	20	"5"	38	24	63	49	11	60	148	27		51		51
"NM"	2004	20	"6"	70	29	100	69	57	126	88	34		214		214
"NM"	2004	20	"6"	52	25	80	78	20	98	38	34		67		67
"NM"	2004	20	"6"	179	108	289	218	10	228	38	34		87		87
"NM"	2004	20	"7"	68	187	260	34	20	54	204	34		31		31
"NM"	2004	20	"7"	8	54	62	18	131	149	136	34		148		148
"NM"	2004	20	"7"	25	30	55	119	43	162	136	34		21		21
"NM"	2004	20	"8"	79	6	88	82	0	82	180	27		80		80
"NM"	2004	20	"8"	27	0	27	84	3	87	180	27		23		23
"NM"	2004	20	"8"	75	18	96	27	14	41	493	27		78		78
"NM"	2004	20	"9"	610	96	713	640	63	703	140	16		153		153
"NM"	2004	20	"9"	137	49	188	261	45	306	239	16		255		255
"NM"	2004	20	"9"	210	102	318	152	36	188	140	16		593		593
"NM"	2004	20	"999"	42	11	54	22	5	27						0
"NM"	2004	21	"1"	54	74	130	117	206	323	50			51		51
"NM"	2004	21	"1"	117	212	330	33	56	89	0			205		205
"NM"	2004	21	"1"	31	58	91	52	79	131	173			83		83
"NM"	2004	21	"2"	59	171	230	160	357	517	26				370	370
"NM"	2004	21	"2"	173	347	521	49	179	228	66				321	321
"NM"	2004	21	"2"	96	295	394	79	310	389	98				179	179
"NM"	2004	21	"3"	20	75	99	24	56	80	108			51		51
"NM"	2004	21	"3"	23	61	85	12	75	87	107			51		51
"NM"	2004	21	"3"	9	14	25	29	13	42	119			17		17
"NM"	2004	21	"4"	1	13	14	1	103	104	96			42		42
"NM"	2004	21	"4"	21	52	74	16	57	73	187			99		99
"NM"	2004	21	"4"	35	107	145	42	13	55	99			5		5
"NM"	2004	21	"5"	73	88	163	111	213	324	261			202		202
"NM"	2004	21	"5"	124	195	323	126	232	358	103			245		245
"NM"	2004	21	"5"	130	226	362	68	91	159	91			108		108
"NM"	2004	21	"6"	63	33	97	21	33	54	41			22		22
"NM"	2004	21	"6"	21	8	31	61	43	104	41			77		77
"NM"	2004	21	"6"	65	40	106	64	7	71	93			79		79
"NM"	2004	21	"7"	120	132	255	47	66	113	102			71		71
"NM"	2004	21	"7"	51	62	116	107	102	209	131			118		118
"NM"	2004	21	"7"	73	101	176	65	142	207	221			175		175
"NM"	2004	21	"8"	110	121	235	33	135	168	123			47		47
"NM"	2004	21	"8"	36	55	92	100	113	213	28			152		152
"NM"	2004	21	"8"	99	97	197	84	59	143	64			152		152
"NM"	2004	21	"9"	114	190	316	45	240	285	133			95		95
"NM"	2004	21	"9"	159	230	396	154	211	365	39			260		260
"NM"	2004	21	"9"	49	105	154	93	106	199	221			212		212
"NM"	2004	21	"999"	0	0	0	0	0	0						0
"NM"	2004	22	"003A"	61	76	138	28	9	37	101			22	9	31
"NM"	2004	22	"003A"	12	6	18	9	0	9	2			67	31	98
"NM"	2004	22	"003A"	61	76	138	28	0	28	101			9	71	80
"NM"	2004	22	"003A"	24	29	53	60	0	60	101			9	71	80
"NM"	2004	22	"003A"	61	76	138	28	77	105	76			9	71	80
"NM"	2004	22	"003A"	61	76	138	28	25	53	101			9	71	80
"NM"	2004	22	"003B"	64	37	103	20	0	20	19			43	107	150
"NM"	2004	22	"003B"	20	26	47	102	0	102	19			81	30	111
"NM"	2004	22	"003B"	103	80	185	64	0	64	184			14	59	73
"NM"	2004	22	"003B"	103	80	185	64	84	148	68			14	59	73
"NM"	2004	22	"003B"	103	80	185	64	25	89	19			14	59	73
"NM"	2004	22	"003B"	103	80	185	64	38	102	19			14	59	73
"NM"	2004	22	"007A"	1	20	21	1	0	1	118			2	18	20
"NM"	2004	22	"007A"	1	20	21	1	20	21	118			12	8	20
"NM"	2004	22	"007A"	1	20	21	1	0	1	8			1	31	32
"NM"	2004	22	"007A"	9	34	43	7	36	43	118			1	31	32
"NM"	2004	22	"007A"	2	8	10	1	0	1	118			1	31	32
"NM"	2004	22	"007A"	1	20	21	1	9	10	62			1	31	32
"NM"	2004	22	"007B"	28	91	120	122	0	122	79			28	202	230
"NM"	2004	22	"007B"	28	91	120	122	0	122	52			28	53	81
"NM"	2004	22	"007B"	28	91	120	122	63	185	79			152	89	241
"NM"	2004	22	"007B"	29	56	85	22	96	118	79			152	89	241
"NM"	2004	22	"007B"	28	91	120	122	239	361	79			152	89	241
"NM"	2004	22	"007B"	138	219	360	20	0	20	11			152	89	241
"NM"	2004	22	"013A"	47	105	154	172	0	172	1			60	105	165
"NM"	2004	22	"013A"	68	104	173	58	108	166	10			213	304	517
"NM"	2004	22	"013A"	47	105	154	172	357	529	47			65	90	155
"NM"	2004	22	"013A"	196	331	535	45	0	45	10			65	90	155
"NM"	2004	22	"013A"	47	105	154	172	114	286	10			65	90	155
"NM"	2004	22	"013A"	47	105	154	172	0	172	10			65	90	155
"NM"	2004	22	"013B"	26	31	57	25	31	56	44			20	36	56
"NM"	2004	22	"013B"	26	31	57	25	103	128	44			7	99	106
"NM"	2004	22	"013B"	6	27	36	7	0	7	27			51	29	80
"NM"	2004	22	"013B"	26	31	57	25	0	25	44			51	29	80
"NM"	2004	22	"013B"	26	31	57	25	28	53	44			51	29	80
"NM"	2004	22	"013B"	51	99	152	47	0	47	151			51	29	80
"NM"	2004	22	"1"	124	184	314	108	0	108	170			115	69	184
"NM"	2004	22	"1"	42	57	102	38	52	90	170			30	194	224
"NM"	2004	22	"1"	124	184	314	108	200	308	170			32	56	88
"NM"	2004	22	"1"	124	184	314	108	0	108	170			32	56	88
"NM"	2004	22	"1"	124	184	314	108	64	172	35			32	56	88
"NM"	2004	22	"1"	38	53	93	35	0	35	75			32	56	88
"NM"	2004	22	"10"	7	28	36	31	132	163	8			58	132	190
"NM"	2004	22	"10"	33	64	97	5	66	71	100			11	67	78
"NM"	2004	22	"10"	63	129	193	60	0	60	100			31	25	56
"NM"	2004	22	"10"	33	64	97	5	31	36	100			31	25	56
"NM"	2004	22	"10"	33	64	97	5	0	5	100			31	25	56
"NM"	2004	22	"10"	33	64	97	5	0	5	19			31	25	56
"NM"	2004	22	"11"	28	38	66	28	39	67	67			11	3	14
"NM"	2004	22	"11"	28	38	66	28	3	31	67			31	11	42
"NM"	2004	22	"11"	28	38	66	28	0	28	3			2	36	38
"NM"	2004	22	"11"	2	3	5	2	0	2	67			2	36	38
"NM"	2004	22	"11"	7	16	23	6	0	6	67			2	36	38
"NM"	2004	22	"11"	28	38	66	28	17	45	9			2	36	38
"NM"	2004	22	"12"	0	5	5	0	0	0	2			1	7	8
"NM"	2004	22	"12"	4	8	12	5	0	5	7			5	29	34
"NM"	2004	22	"12"	0	5	5	0	0	0	97			5	4	9
"NM"	2004	22	"12"	4	30	35	3	29	32	97			5	4	9
"NM"	2004	22	"12"	0	5	5	0	9	9	97			5	4	9
"NM"	2004	22	"12"	0	5	5	0	5	5	97			5	4	9
"NM"	2004	22	"2"	29	76	105	11	0	11	238			36	35	71
"NM"	2004	22	"2"	7	39	46	5	0	5	238			20	71	91
"NM"	2004	22	"2"	29	76	105	11	40	51	238			10	37	47
"NM"	2004	22	"2"	29	76	105	11	46	57	238			10	37	47
"NM"	2004	22	"2"	29	76	105	11	84	95	5			10	37	47
"NM"	2004	22	"2"	13	43	59	21	0	21	109			10	37	47
"NM"	2004	22	"4"	6	6	12	52	55	107	143			39	28	67
"NM"	2004	22	"4"	57	51	109	5	7	12	12			14	72	86
"NM"	2004	22	"4"	6	6	12	52	0	52	22			3	9	12
"NM"	2004	22	"4"	6	6	12	52	27	79	22			3	9	12
"NM"	2004	22	"4"	15	25	41	15	0	15	22			3	9	12
"NM"	2004	22	"4"	6	6	12	52	0	52	22			3	9	12
"NM"	2004	22	"5"	273	420	705	56	445	501	79				465	465
"NM"	2004	22	"5"	273	420	705	56	0	56	155				117	117
"NM"	2004	22	"5"	273	420	705	56	0	56	24				287	287
"NM"	2004	22	"5"	273	420	705	56	274	330	24				287	287
"NM"	2004	22	"5"	99	251	360	249	101	350	24				287	287
"NM"	2004	22	"5"	64	95	161	85	0	85	24				287	287
"NM"	2004	22	"6"	61	131	193	197	0	197	53			208	143	351
"NM"	2004	22	"6"	86	144	235	47	149	196	53			90	344	434
"NM"	2004	22	"6"	198	362	568	83	0	83	57			60	123	183
"NM"	2004	22	"6"	61	131	193	197	137	334	114			60	123	183
"NM"	2004	22	"6"	61	131	193	197	363	560	53			60	123	183
"NM"	2004	22	"6"	61	131	193	197	0	197	53			60	123	183
"NM"	2004	22	"8"	10	16	26	9	0	9	190			8	74	82
"NM"	2004	22	"8"	10	16	26	9	16	25	190			42	15	57
"NM"	2004	22	"8"	10	16	26	9	20	29	190			6	22	28
"NM"	2004	22	"8"	9	18	28	36	0	36	190			6	22	28
"NM"	2004	22	"8"	56	63	120	8	79	87	12			6	22	28
"NM"	2004	22	"8"	10	16	26	9	0	9	46			6	22	28
"NM"	2004	22	"9"	110	188	303	97	0	97	18			20	42	62
"NM"	2004	22	"9"	23	40	67	23	198	221	118			95	78	173
"NM"	2004	22	"9"	110	188	303	97	75	172	2			18	200	218
"NM"	2004	22	"9"	33	64	98	22	42	64	2			18	200	218
"NM"	2004	22	"9"	110	188	303	97	0	97	2			18	200	218
"NM"	2004	22	"9"	110	188	303	97	0	97	2			18	200	218
"NM"	2004	22	"999"	0	0	0	0	0	0						0
"NM"	2004	22	"999"	0	0	0	0	0	0						0
"NM"	2004	23	"1"	33	55	89	34	53	87	126			67		67
"NM"	2004	23	"1"	39	40	80	38	38	76	44			205		205
"NM"	2004	23	"1"	115	148	267	109	154	263	70			58		58
"NM"	2004	23	"2"	45	25	70	45	22	67	259			62		62
"NM"	2004	23	"2"	35	21	60	123	25	148	367			168		168
"NM"	2004	23	"2"	130	64	194	38	67	105	66			56		56
"NM"	2004	23	"3"	69	33	102	201	42	243	78			294		294
"NM"	2004	23	"3"	208	125	336	55	131	186	29			89		89
"NM"	2004	23	"3"	61	53	114	58	54	112	0			89		89
"NM"	2004	23	"4"	3	6	9	5	105	110	111			17		17
"NM"	2004	23	"4"	4	23	27	4	5	9	63			82		82
"NM"	2004	23	"4"	23	119	143	32	22	54	46			5		5
"NM"	2004	23	"5"	3	5	10	4	4	8	45			5		5
"NM"	2004	23	"5"	4	11	15	5	33	38	38			8		8
"NM"	2004	23	"5"	30	31	63	31	11	42	68			52		52
"NM"	2004	23	"6"	52	242	297	6	261	267	121			25		25
"NM"	2004	23	"6"	3	36	40	4	35	39	23			234		234
"NM"	2004	23	"6"	4	44	48	31	40	71	119			34		34
"NM"	2004	23	"999"	0	0	0	0	0	0						0
"NM"	2004	24	"1"	91	46	137	90	146	236	104	9		107	26	133
"NM"	2004	24	"1"	68	58	127	175	49	224	104	147		232	86	318
"NM"	2004	24	"1"	68	58	127	175	49	224	104	55		91	29	120
"NM"	2004	24	"1"	68	58	127	175	49	224	104	63		91	29	120
"NM"	2004	24	"1"	187	137	326	72	48	120	104	303		91	29	120
"NM"	2004	24	"2"	86	46	133	56	51	107	187	36		82	25	107
"NM"	2004	24	"2"	65	42	108	164	42	206	187	21		103	63	166
"NM"	2004	24	"2"	65	42	108	164	42	206	187	14		223	26	249
"NM"	2004	24	"2"	165	117	283	87	117	204	187	1		223	26	249
"NM"	2004	24	"2"	65	42	108	164	42	206	187	45		223	26	249
"NM"	2004	24	"3"	55	46	101	42	118	160	128	10		81	21	102
"NM"	2004	24	"3"	126	126	253	58	44	102	128	67		207	47	254
"NM"	2004	24	"3"	126	126	253	58	44	102	128	66		70	17	87
"NM"	2004	24	"3"	39	50	89	132	46	178	128	175		70	17	87
"NM"	2004	24	"3"	126	126	253	58	44	102	128	12		70	17	87
"NM"	2004	24	"4"	40	13	56	15	88	103		49		127	8	135
"NM"	2004	24	"4"	17	15	32	34	17	51		36		24	62	86
"NM"	2004	24	"4"	40	13	56	15	88	103		183		40	17	57
"NM"	2004	24	"4"	40	13	56	15	88	103		135		40	17	57
"NM"	2004	24	"4"	118	71	191	102	22	124		28		40	17	57
"NM"	2004	24	"4"	40	13	56	15	88	103		58		40	17	57
"NM"	2004	24	"5"	16	6	22	113	86	199		92		168	24	192
"NM"	2004	24	"5"	143	82	226	135	4	139		35		152	2	154
"NM"	2004	24	"5"	143	82	226	135	4	139		35		20	50	70
"NM"	2004	24	"5"	123	55	178	17	62	79		75		20	50	70
"NM"	2004	24	"5"	143	82	226	135	4	139		24		20	50	70
"NM"	2004	24	"5"	143	82	226	135	4	139		270		20	50	70
"NM"	2004	24	"999"	1	4	5	0	0	0						0
"NM"	2004	25	"009A"	3	16	19	10	5	15		225		9	1	10
"NM"	2004	25	"009A"	3	16	19	10	5	15		1		7	14	21
"NM"	2004	25	"009A"	3	16	19	10	5	15		50		13	19	32
"NM"	2004	25	"009A"	8	6	14	3	25	28		34		13	19	32
"NM"	2004	25	"009A"	4	24	28	5	14	19		79		13	19	32
"NM"	2004	25	"009A"	3	16	19	10	5	15		116		13	19	32
"NM"	2004	25	"009B"	67	65	134	102	261	363		89		126	90	216
"NM"	2004	25	"009B"	67	65	134	102	261	363		204		209	45	254
"NM"	2004	25	"009B"	67	65	134	102	261	363		69		83	204	287
"NM"	2004	25	"009B"	112	116	232	72	125	197		163		83	204	287
"NM"	2004	25	"009B"	67	65	134	102	261	363		3		83	204	287
"NM"	2004	25	"009B"	166	246	424	157	63	220		189		83	204	287
"NM"	2004	25	"016A"	85	108	193	152	219	371		2		201	169	370
"NM"	2004	25	"016A"	52	60	114	76	73	149		110		91	54	145
"NM"	2004	25	"016A"	157	215	375	39	115	154		420		56	95	151
"NM"	2004	25	"016A"	157	215	375	39	115	154		274		56	95	151
"NM"	2004	25	"016A"	157	215	375	39	115	154		6		56	95	151
"NM"	2004	25	"016A"	157	215	375	39	115	154		82		56	95	151
"NM"	2004	25	"016C"	16	10	26	7	21	28		12		22	2	24
"NM"	2004	25	"016C"	7	6	13	23	7	30		11		11	3	14
"NM"	2004	25	"016C"	16	10	26	7	21	28		35		34	9	43
"NM"	2004	25	"016C"	16	10	26	7	21	28		144		34	9	43
"NM"	2004	25	"016C"	16	10	26	7	21	28		292		34	9	43
"NM"	2004	25	"016C"	33	12	45	18	6	24		257		34	9	43
"NM"	2004	25	"017A"	25	24	50	18	28	46		314		26		26
"NM"	2004	25	"017A"	15	8	23	20	12	32		8		34		34
"NM"	2004	25	"017A"	25	24	50	18	28	46		87		20		20
"NM"	2004	25	"017A"	19	11	31	11	12	23		64		20		20
"NM"	2004	25	"017A"	25	24	50	18	28	46		27		20		20
"NM"	2004	25	"017A"	25	24	50	18	28	46		43		20		20
"NM"	2004	25	"017B"	65	44	112	88	40	128		0		85		85
"NM"	2004	25	"017B"	110	81	193	72	98	170		62		138		138
"NM"	2004	25	"017B"	110	81	193	72	98	170		11		125		125
"NM"	2004	25	"017B"	110	81	193	72	98	170		14		125		125
"NM"	2004	25	"017B"	71	96	173	68	98	166		144		125		125
"NM"	2004	25	"017B"	110	81	193	72	98	170		152		125		125
"NM"	2004	25	"1"	127	90	220	104	41	145		153		138		138
"NM"	2004	25	"1"	118	67	189	88	79	167		17		101		101
"NM"	2004	25	"1"	127	90	220	104	41	145		19		175		175
"NM"	2004	25	"1"	94	33	127	122	93	215		128		175		175
"NM"	2004	25	"1"	127	90	220	104	41	145		278		175		175
"NM"	2004	25	"1"	127	90	220	104	41	145		132		175		175
"NM"	2004	25	"10"	28	11	39	23	27	50		60		27		27
"NM"	2004	25	"10"	17	16	33	13	19	32		99		42		42
"NM"	2004	25	"10"	28	11	39	23	27	50		2		35		35
"NM"	2004	25	"10"	28	11	39	23	27	50		6		35		35
"NM"	2004	25	"10"	28	11	39	23	27	50		216		35		35
"NM"	2004	25	"10"	29	24	54	24	19	43		67		35		35
"NM"	2004	25	"11"	79	94	174	65	50	115		72		154		154
"NM"	2004	25	"11"	70	157	229	49	103	152		160		115		115
"NM"	2004	25	"11"	79	94	174	65	50	115		137		72		72
"NM"	2004	25	"11"	79	94	174	65	50	115		315		72		72
"NM"	2004	25	"11"	45	52	97	71	156	227		111		72		72
"NM"	2004	25	"11"	79	94	174	65	50	115		10		72		72
"NM"	2004	25	"12"	2	25	27	2	2	4		13		0	2	2
"NM"	2004	25	"12"	0	2	2	0	2	2		221		1	23	24
"NM"	2004	25	"12"	0	2	2	0	2	2		88		0	2	2
"NM"	2004	25	"12"	0	2	2	0	2	2		175		0	2	2
"NM"	2004	25	"12"	0	2	2	0	2	2		4		0	2	2
"NM"	2004	25	"12"	0	2	2	0	24	24		201		0	2	2
"NM"	2004	25	"13"	80	129	216	47	47	94		82		45		45
"NM"	2004	25	"13"	80	129	216	47	47	94		76		68		68
"NM"	2004	25	"13"	48	44	92	28	45	73		290		153		153
"NM"	2004	25	"13"	26	46	72	88	125	213		11		153		153
"NM"	2004	25	"13"	80	129	216	47	47	94		354		153		153
"NM"	2004	25	"13"	80	129	216	47	47	94		71		153		153
"NM"	2004	25	"14"	23	25	48	60	38	98		31		52		52
"NM"	2004	25	"14"	23	25	48	60	38	98		108		27		27
"NM"	2004	25	"14"	23	25	48	60	38	98		379		115		115
"NM"	2004	25	"14"	65	111	179	19	109	128		1		115		115
"NM"	2004	25	"14"	34	42	77	39	25	64		162		115		115
"NM"	2004	25	"14"	23	25	48	60	38	98		78		115		115
"NM"	2004	25	"15"	398	171	574	13	4	17		62		7	3	10
"NM"	2004	25	"15"	6	5	11	411	143	554		2		12	117	129
"NM"	2004	25	"15"	6	5	11	411	143	554		3		433	1	434
"NM"	2004	25	"15"	17	1	18	8	3	11		337		433	1	434
"NM"	2004	25	"15"	6	5	11	411	143	554		241		433	1	434
"NM"	2004	25	"15"	6	5	11	411	143	554		135		433	1	434
"NM"	2004	25	"2"	65	34	99	59	35	94		171		147	26	173
"NM"	2004	25	"2"	65	34	99	59	35	94		9		65	75	140
"NM"	2004	25	"2"	65	34	99	59	35	94		8		138	84	222
"NM"	2004	25	"2"	65	34	99	59	35	94		75		138	84	222
"NM"	2004	25	"2"	129	84	219	116	95	211		109		138	84	222
"NM"	2004	25	"2"	128	114	249	120	128	248		57		138	84	222
"NM"	2004	25	"3"	82	69	153	201	241	442		263		357		357
"NM"	2004	25	"3"	233	200	454	139	139	278		2		206		206
"NM"	2004	25	"3"	160	114	287	85	70	155		718		113		113
"NM"	2004	25	"3"	82	69	153	201	241	442		4		113		113
"NM"	2004	25	"3"	82	69	153	201	241	442		79		113		113
"NM"	2004	25	"3"	82	69	153	201	241	442		39		113		113
"NM"	2004	25	"4"	44	49	94	25	30	55		0		36		36
"NM"	2004	25	"4"	44	49	94	25	30	55		0		73		73
"NM"	2004	25	"4"	23	34	57	21	17	38		41		37		37
"NM"	2004	25	"4"	44	49	94	25	30	55		58		37		37
"NM"	2004	25	"4"	24	15	40	40	52	92		7		37		37
"NM"	2004	25	"4"	44	49	94	25	30	55		271		37		37
"NM"	2004	25	"5"	65	57	123	67	80	147		40		122		122
"NM"	2004	25	"5"	65	57	123	67	80	147		2		78		78
"NM"	2004	25	"5"	65	57	123	67	80	147		19		83		83
"NM"	2004	25	"5"	73	78	156	53	51	104		70		83		83
"NM"	2004	25	"5"	58	45	104	57	65	122		141		83		83
"NM"	2004	25	"5"	65	57	123	67	80	147		252		83		83
"NM"	2004	25	"6"	72	30	102	66	81	147		227		138		138
"NM"	2004	25	"6"	56	45	101	83	48	131		227		69		69
"NM"	2004	25	"6"	72	30	102	66	81	147		88		80		80
"NM"	2004	25	"6"	72	30	102	66	81	147		3		80		80
"NM"	2004	25	"6"	72	30	102	66	81	147		127		80		80
"NM"	2004	25	"6"	91	79	170	48	37	85		2		80		80
"NM"	2004	25	"7"	28	19	47	28	5	33		160		33		33
"NM"	2004	25	"7"	32	2	34	12	6	18		229		13		13
"NM"	2004	25	"7"	32	2	34	12	6	18		6		35		35
"NM"	2004	25	"7"	32	2	34	12	6	18		12		35		35
"NM"	2004	25	"7"	13	4	17	23	22	45		169		35		35
"NM"	2004	25	"7"	32	2	34	12	6	18		117		35		35
"NM"	2004	25	"8"	108	106	217	117	66	183		241		99		99
"NM"	2004	25	"8"	144	166	316	66	180	246		196		235		235
"NM"	2004	25	"8"	76	57	133	131	93	224		176		152		152
"NM"	2004	25	"8"	108	106	217	117	66	183		111		152		152
"NM"	2004	25	"8"	108	106	217	117	66	183		7		152		152
"NM"	2004	25	"8"	108	106	217	117	66	183		0		152		152
"NM"	2004	25	"999"	0	0	0	0	0	0						0
"NM"	2004	26	"002A"	41	106	148	26	51	77	116	101			109	109
"NM"	2004	26	"002A"	38	75	113	34	81	115	116	5			75	75
"NM"	2004	26	"002A"	26	49	75	23	116	139	106	131			57	57
"NM"	2004	26	"002A"	26	49	75	23	116	139	106	23			57	57
"NM"	2004	26	"002B"	53	86	140	41	72	113	75	41			50	50
"NM"	2004	26	"002B"	29	52	81	27	96	123	40	37			69	69
"NM"	2004	26	"002B"	25	67	92	21	53	74	40	7			93	93
"NM"	2004	26	"002B"	53	86	140	41	72	113	75	44			93	93
"NM"	2004	26	"003A"	35	107	142	103	110	213	66	36			115	115
"NM"	2004	26	"003A"	130	329	464	27	88	115	78	5			327	327
"NM"	2004	26	"003A"	35	107	142	103	110	213	66	64			93	93
"NM"	2004	26	"003A"	29	86	117	31	357	388	78	9			93	93
"NM"	2004	26	"003B"	93	151	250	11	19	30	121	63			172	172
"NM"	2004	26	"003B"	13	17	30	11	46	57	121	8			17	17
"NM"	2004	26	"003B"	7	50	57	85	163	248	54	0			51	51
"NM"	2004	26	"003B"	93	151	250	11	19	30	121	87			51	51
"NM"	2004	26	"007A"	128	203	337	31	71	102	6	65			222	222
"NM"	2004	26	"007A"	128	203	337	31	71	102	6	6			71	71
"NM"	2004	26	"007A"	108	202	313	110	214	324	6	4			230	230
"NM"	2004	26	"007A"	36	65	104	90	220	310	59	70			230	230
"NM"	2004	26	"007B"	19	37	56	10	38	48	21	24			21	21
"NM"	2004	26	"007B"	19	37	56	10	38	48	21	165			38	38
"NM"	2004	26	"007B"	18	41	60	16	19	35	46	5			36	36
"NM"	2004	26	"007B"	9	19	28	17	40	57	21	107			36	36
"NM"	2004	26	"008A"	35	102	141	64	111	175	12	9			194	194
"NM"	2004	26	"008A"	73	188	265	95	282	377	12	333			112	112
"NM"	2004	26	"008A"	112	265	379	28	195	223	29	0			280	280
"NM"	2004	26	"008A"	73	188	265	95	282	377	12	154			280	280
"NM"	2004	26	"008B"	22	52	78	19	57	76	25	30			29	29
"NM"	2004	26	"008B"	25	59	86	8	34	42	25	7			62	62
"NM"	2004	26	"008B"	25	59	86	8	34	42	25	31			63	63
"NM"	2004	26	"008B"	25	59	86	8	34	42	25	136			63	63
"NM"	2004	26	"008B"	11	29	42	20	60	80	25	65			63	63
"NM"	2004	26	"012A"	20	37	57	50	135	185	22	31		17		17
"NM"	2004	26	"012A"	48	135	188	16	27	43	22	31		95		95
"NM"	2004	26	"012A"	7	26	35	8	40	48	22	18		26		26
"NM"	2004	26	"012B"	5	15	20	4	40	44	2	22		22		22
"NM"	2004	26	"012B"	20	31	51	10	15	25	2	19		74		74
"NM"	2004	26	"012B"	34	107	145	33	110	143	2	22		11		11
"NM"	2004	26	"012C"	20	39	59	20	25	45	15	10		18		18
"NM"	2004	26	"012C"	22	23	45	16	40	56	15	10		35		35
"NM"	2004	26	"012C"	7	28	35	6	28	34	15	10		31		31
"NM"	2004	26	"1"	26	122	149	18	11	29	113	27			117	117
"NM"	2004	26	"1"	14	26	40	8	126	134	145	79			11	11
"NM"	2004	26	"1"	0	11	11	0	32	32	113	3			25	25
"NM"	2004	26	"1"	0	11	11	0	32	32	113	71			25	25
"NM"	2004	26	"10"	6	8	14	26	63	89	185	61			8	8
"NM"	2004	26	"10"	39	61	103	5	9	14	10	29			71	71
"NM"	2004	26	"10"	26	38	64	35	36	71	185	86			38	38
"NM"	2004	26	"10"	26	38	64	35	36	71	185	10			38	38
"NM"	2004	26	"11"	168	252	425	37	166	203	11	20			64	64
"NM"	2004	26	"11"	40	166	207	136	272	408	105	28			166	166
