state	year	county	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USS_rv	g2004_USS_dv	g2004_USS_tv
"SC"	2004	"GREENVILLE"	"BELLE MEADE"	99	895	1003	96	864	986
"SC"	2004	"GREENVILLE"	"BELLS CROSSING"	966	360	1337	933	367	1328
"SC"	2004	"GREENVILLE"	"BELMONT"	192	344	546	182	341	538
"SC"	2004	"GREENVILLE"	"BEREA"	482	258	745	438	271	729
"SC"	2004	"GREENVILLE"	"BOILING SPRINGS"	809	265	1084	777	288	1083
"SC"	2004	"GREENVILLE"	"BOTANY WOODS"	751	275	1041	708	308	1034
"SC"	2004	"GREENVILLE"	"BROOK GLENN"	503	200	721	477	203	705
"SC"	2004	"GREENVILLE"	"CANEBRAKE"	1087	371	1465	1051	371	1447
"SC"	2004	"GREENVILLE"	"CAROLINA"	191	608	807	178	592	796
"SC"	2004	"GREENVILLE"	"CHESTNUT HILLS"	514	355	881	502	345	869
"SC"	2004	"GREENVILLE"	"CIRCLE CREEK"	598	145	749	588	148	746
"SC"	2004	"GREENVILLE"	"CLEAR CREEK"	707	150	865	655	179	854
"SC"	2004	"GREENVILLE"	"CONESTEE"	572	395	978	538	412	968
"SC"	2004	"GREENVILLE"	"CURBSIDE/EMERGENCY"	83	172	256	86	176	264
"SC"	2004	"GREENVILLE"	"County Totals"	111481	55347	168833	105471	57886	167262
"SC"	2004	"GREENVILLE"	"DARBY RIDGE"	806	201	1026	770	217	1014
"SC"	2004	"GREENVILLE"	"DEL NORTE"	912	416	1339	885	410	1319
"SC"	2004	"GREENVILLE"	"DEVENGER"	986	312	1305	954	334	1298
"SC"	2004	"GREENVILLE"	"DONALDSON"	369	1046	1430	346	1017	1404
"SC"	2004	"GREENVILLE"	"DOVE TREE"	770	306	1087	720	334	1076
"SC"	2004	"GREENVILLE"	"DUNKLIN"	849	260	1129	779	302	1120
"SC"	2004	"GREENVILLE"	"EASTSIDE"	947	313	1275	893	319	1248
"SC"	2004	"GREENVILLE"	"EBENEZER"	858	262	1136	812	281	1119
"SC"	2004	"GREENVILLE"	"EDWARDS FOREST"	928	334	1275	892	347	1271
"SC"	2004	"GREENVILLE"	"ENOREE"	947	393	1358	882	421	1340
"SC"	2004	"GREENVILLE"	"FAIL SAFE"	232	261	501	221	262	493
"SC"	2004	"GREENVILLE"	"FAIL SAFE CHALLENGE"	442	213	660	438	220	676
"SC"	2004	"GREENVILLE"	"FEASTER"	422	228	656	409	232	653
"SC"	2004	"GREENVILLE"	"FORK SHOALS"	714	221	955	623	237	946
"SC"	2004	"GREENVILLE"	"FOUNTAIN INN 1"	834	606	1461	772	626	1424
"SC"	2004	"GREENVILLE"	"FOUNTAIN INN 2"	503	246	756	476	251	749
"SC"	2004	"GREENVILLE"	"FROHAWK"	1306	338	1666	1239	372	1651
"SC"	2004	"GREENVILLE"	"FURMAN"	754	264	1033	721	273	1022
"SC"	2004	"GREENVILLE"	"GILDER CREEK"	1346	350	1709	1260	414	1698
"SC"	2004	"GREENVILLE"	"GOWENSVILLE"	751	227	991	710	242	979
"SC"	2004	"GREENVILLE"	"GREENBRIAR"	1078	615	1708	1023	629	1689
"SC"	2004	"GREENVILLE"	"GREENVILLE 01"	821	253	1086	798	260	1073
"SC"	2004	"GREENVILLE"	"GREENVILLE 03"	776	477	1270	729	510	1258
"SC"	2004	"GREENVILLE"	"GREENVILLE 04"	423	672	1116	374	685	1092
"SC"	2004	"GREENVILLE"	"GREENVILLE 05"	422	552	996	384	573	984
"SC"	2004	"GREENVILLE"	"GREENVILLE 06"	57	184	242	53	175	239
"SC"	2004	"GREENVILLE"	"GREENVILLE 07"	145	599	763	128	570	727
"SC"	2004	"GREENVILLE"	"GREENVILLE 08"	135	869	1017	115	860	1005
"SC"	2004	"GREENVILLE"	"GREENVILLE 10"	392	579	993	380	578	980
"SC"	2004	"GREENVILLE"	"GREENVILLE 14"	42	1008	1061	39	968	1038
"SC"	2004	"GREENVILLE"	"GREENVILLE 16"	718	334	1065	665	368	1059
"SC"	2004	"GREENVILLE"	"GREENVILLE 17"	658	289	955	603	338	949
"SC"	2004	"GREENVILLE"	"GREENVILLE 18"	575	275	857	534	311	857
"SC"	2004	"GREENVILLE"	"GREENVILLE 19"	186	938	1138	172	900	1117
"SC"	2004	"GREENVILLE"	"GREENVILLE 20"	579	210	800	548	232	792
"SC"	2004	"GREENVILLE"	"GREENVILLE 21"	481	278	777	454	300	774
"SC"	2004	"GREENVILLE"	"GREENVILLE 22"	993	354	1367	930	389	1347
"SC"	2004	"GREENVILLE"	"GREENVILLE 23"	991	204	1207	941	258	1204
"SC"	2004	"GREENVILLE"	"GREENVILLE 24"	536	373	916	494	400	907
"SC"	2004	"GREENVILLE"	"GREENVILLE 25"	443	325	775	419	328	760
"SC"	2004	"GREENVILLE"	"GREENVILLE 26"	314	455	779	301	453	772
"SC"	2004	"GREENVILLE"	"GREENVILLE 27"	753	74	837	752	76	837
"SC"	2004	"GREENVILLE"	"GREENVILLE 28"	350	174	531	340	178	528
"SC"	2004	"GREENVILLE"	"GREENVILLE 29"	169	566	743	149	560	724
"SC"	2004	"GREENVILLE"	"GROVE"	289	488	788	265	490	775
"SC"	2004	"GREENVILLE"	"HIGHLAND CREEK"	1083	421	1514	1002	465	1492
"SC"	2004	"GREENVILLE"	"HILLCREST"	1280	471	1760	1221	487	1739
"SC"	2004	"GREENVILLE"	"JENNINGS MILL"	532	159	706	504	164	693
"SC"	2004	"GREENVILLE"	"LAKEVIEW"	762	433	1211	709	444	1190
"SC"	2004	"GREENVILLE"	"LAUREL RIDGE"	876	403	1293	832	417	1280
"SC"	2004	"GREENVILLE"	"LEAWOOD"	587	433	1035	561	440	1028
"SC"	2004	"GREENVILLE"	"LONG CREEK"	892	336	1247	846	351	1229
"SC"	2004	"GREENVILLE"	"MAPLE CREEK"	645	308	963	605	306	948
"SC"	2004	"GREENVILLE"	"MARIDELL"	652	255	934	605	277	919
"SC"	2004	"GREENVILLE"	"MAULDIN 1"	591	382	983	551	399	966
"SC"	2004	"GREENVILLE"	"MAULDIN 2"	907	361	1293	846	396	1274
"SC"	2004	"GREENVILLE"	"MAULDIN 3"	618	700	1330	587	702	1307
"SC"	2004	"GREENVILLE"	"MAULDIN 4"	1016	480	1511	969	496	1489
"SC"	2004	"GREENVILLE"	"MAULDIN 5"	708	332	1048	671	338	1027
"SC"	2004	"GREENVILLE"	"MAULDIN 6"	835	499	1354	781	527	1336
"SC"	2004	"GREENVILLE"	"MAULDIN 7"	1577	487	2088	1490	540	2075
"SC"	2004	"GREENVILLE"	"MISSION"	1131	367	1510	1089	383	1491
"SC"	2004	"GREENVILLE"	"MONAVIEW"	518	372	913	474	384	892
"SC"	2004	"GREENVILLE"	"MOUNTAIN CREEK"	1054	255	1322	1019	275	1311
"SC"	2004	"GREENVILLE"	"MOUNTAIN VIEW"	971	236	1220	916	250	1202
"SC"	2004	"GREENVILLE"	"NEELY FARMS"	969	269	1245	920	298	1240
"SC"	2004	"GREENVILLE"	"NORTHWOOD"	941	316	1274	904	323	1256
"SC"	2004	"GREENVILLE"	"OAKVIEW"	1165	335	1512	1093	388	1507
"SC"	2004	"GREENVILLE"	"ONEAL"	1204	327	1558	1129	343	1519
"SC"	2004	"GREENVILLE"	"PALMETTO"	657	259	931	620	279	919
"SC"	2004	"GREENVILLE"	"PARIS MOUNTAIN"	648	202	859	623	217	856
"SC"	2004	"GREENVILLE"	"PEBBLE CREEK"	907	224	1147	877	242	1140
"SC"	2004	"GREENVILLE"	"PELHAM FALLS"	537	163	706	505	188	705
"SC"	2004	"GREENVILLE"	"PIEDMONT"	919	452	1391	836	489	1371
"SC"	2004	"GREENVILLE"	"PINEVIEW"	438	116	560	411	125	553
"SC"	2004	"GREENVILLE"	"POINSETT"	918	348	1284	852	393	1272
"SC"	2004	"GREENVILLE"	"PROVISIONAL BALLOT"		6	22	13	9	23
"SC"	2004	"GREENVILLE"	"RAINTREE"	575	205	788	526	246	786
"SC"	2004	"GREENVILLE"	"REEDY FORK"	420	441	869	391	430	851
"SC"	2004	"GREENVILLE"	"RIVER WALK"	1080	323	1415	1034	349	1405
"SC"	2004	"GREENVILLE"	"RIVERSIDE"	1071	308	1393	993	369	1382
"SC"	2004	"GREENVILLE"	"ROCK HILL"	853	378	1247	811	410	1245
"SC"	2004	"GREENVILLE"	"ROCKY CREEK"	414	133	558	397	141	551
"SC"	2004	"GREENVILLE"	"ROLLING GREEN"	743	246	994	727	240	979
"SC"	2004	"GREENVILLE"	"ROYAL OAKS"	125	644	780	105	639	764
"SC"	2004	"GREENVILLE"	"SALUDA"	618	232	857	569	243	841
"SC"	2004	"GREENVILLE"	"SANDY FLAT"	998	233	1248	952	260	1237
"SC"	2004	"GREENVILLE"	"SEVIER"	1186	349	1549	1115	383	1526
"SC"	2004	"GREENVILLE"	"SILVERLEAF"	946	290	1243	892	335	1234
"SC"	2004	"GREENVILLE"	"SIMPSONVILLE 1"	791	373	1182	726	399	1162
"SC"	2004	"GREENVILLE"	"SIMPSONVILLE 2"	589	306	907	531	330	898
"SC"	2004	"GREENVILLE"	"SIMPSONVILLE 3"	1048	285	1345	986	325	1341
"SC"	2004	"GREENVILLE"	"SIMPSONVILLE 4"	725	409	1149	689	418	1136
"SC"	2004	"GREENVILLE"	"SIMPSONVILLE 5"	237	197	441	222	204	437
"SC"	2004	"GREENVILLE"	"SIMPSONVILLE 6"	845	373	1228	799	390	1221
"SC"	2004	"GREENVILLE"	"SKYLAND"	918	166	1096	863	192	1086
"SC"	2004	"GREENVILLE"	"SLATER MARIETTA"	1186	342	1548	1114	351	1517
"SC"	2004	"GREENVILLE"	"SOUTHSIDE"	712	607	1330	683	625	1324
"SC"	2004	"GREENVILLE"	"SPRING FOREST"	666	346	1022	593	381	1008
"SC"	2004	"GREENVILLE"	"STANDING SPRINGS"	1049	453	1519	976	499	1507
"SC"	2004	"GREENVILLE"	"STONE VALLEY"	511	303	830	489	312	821
"SC"	2004	"GREENVILLE"	"STONEHAVEN"	825	235	1071	789	262	1069
"SC"	2004	"GREENVILLE"	"SUBER MILL"	949	315	1272	897	335	1248
"SC"	2004	"GREENVILLE"	"SUGAR CREEK"	1178	394	1594	1138	425	1588
"SC"	2004	"GREENVILLE"	"SULPHUR SPRINGS"	870	294	1178	796	323	1150
"SC"	2004	"GREENVILLE"	"SYCAMORE"	532	98	637	507	108	628
"SC"	2004	"GREENVILLE"	"TANGLEWOOD"	741	511	1261	674	535	1235
"SC"	2004	"GREENVILLE"	"TAYLORS"	678	480	1176	636	474	1158
"SC"	2004	"GREENVILLE"	"THORNBLADE"	1067	344	1419	1016	371	1403
"SC"	2004	"GREENVILLE"	"TIGERVILLE"	865	197	1075	817	209	1061
"SC"	2004	"GREENVILLE"	"TIMBERLAKE"	1164	390	1570	1079	430	1539
"SC"	2004	"GREENVILLE"	"TRADE"	583	400	1003	533	417	992
"SC"	2004	"GREENVILLE"	"TRAVELERS REST"	1205	481	1706	1159	491	1690
"SC"	2004	"GREENVILLE"	"TUBBS MOUNTAIN"	818	209	1033	761	240	1025
"SC"	2004	"GREENVILLE"	"TYGER RIVER"	1192	332	1548	1116	376	1527
"SC"	2004	"GREENVILLE"	"WADE HAMPTON"	954	330	1305	903	345	1287
"SC"	2004	"GREENVILLE"	"WALNUT SPRINGS"	608	215	832	591	213	826
"SC"	2004	"GREENVILLE"	"WARE PLACE"	1185	508	1711	1105	542	1689
"SC"	2004	"GREENVILLE"	"WELCOME"	551	495	1067	509	501	1044
"SC"	2004	"GREENVILLE"	"WELLINGTON"	766	241	1023	728	252	1003
"SC"	2004	"GREENVILLE"	"WESTCLIFFE"	640	316	968	586	335	952
"SC"	2004	"GREENVILLE"	"WESTSIDE"	761	391	1174	705	414	1154
"SC"	2004	"GREENVILLE"	"WOODMONT"	562	568	1137	529	575	1128
"SC"	2004	"GREENWOOD"	"ABSENTEE TOTAL"	1856	984	2856	1702	1110	2867
"SC"	2004	"GREENWOOD"	"AIRPORT"	862	284	1148	794	324	1134
"SC"	2004	"GREENWOOD"	"BRADLEY"	68	66	139	60	73	135
"SC"	2004	"GREENWOOD"	"CALLISON"	311	132	445	286	142	437
"SC"	2004	"GREENWOOD"	"CIVIC CENTER"	213	350	572	195	349	552
"SC"	2004	"GREENWOOD"	"COKESBURY"	202	356	560	183	357	551
"SC"	2004	"GREENWOOD"	"CORONACA"	815	241	1067	732	296	1056
"SC"	2004	"GREENWOOD"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"GREENWOOD"	"County Totals"			0			0
"SC"	2004	"GREENWOOD"	"EMERALD"	259	470	736	223	471	712
"SC"	2004	"GREENWOOD"	"EMERALD HIGH"	887	176	1071	798	240	1056
"SC"	2004	"GREENWOOD"	"EPWORTH"	264	104	373	234	113	356
"SC"	2004	"GREENWOOD"	"FAIL SAFE"	115	206	322	118	194	316
"SC"	2004	"GREENWOOD"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"GREENWOOD"	"GEORGETOWN"	631	227	861	557	274	845
"SC"	2004	"GREENWOOD"	"GLENDALE"	695	140	842	646	179	836
"SC"	2004	"GREENWOOD"	"GREENWOOD HIGH"	685	278	971	609	331	954
"SC"	2004	"GREENWOOD"	"GREENWOOD MILL"	271	81	355	245	93	347
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 1"	46	276	330	38	259	307
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 2"	30	471	511	28	470	507
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 3"	341	211	561	308	231	550
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 4"	293	221	519	254	246	513
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 5"	58	190	253	51	185	245
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 6"	361	273	641	320	302	627
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 7"	193	270	471	169	271	453
"SC"	2004	"GREENWOOD"	"GREENWOOD NO. 8"	278	335	620	263	336	611
"SC"	2004	"GREENWOOD"	"HARRIS"	588	165	761	546	198	750
"SC"	2004	"GREENWOOD"	"HODGES"	489	197	688	433	221	669
"SC"	2004	"GREENWOOD"	"LACO"	450	279	739	421	277	714
"SC"	2004	"GREENWOOD"	"NEW MARKET"	443	353	807	399	355	778
"SC"	2004	"GREENWOOD"	"NINETY-SIX"	631	325	968	576	361	957
"SC"	2004	"GREENWOOD"	"NINETY-SIX MILL"	532	264	805	462	294	774
"SC"	2004	"GREENWOOD"	"PROVISIONAL BALLOT"	108	80	190	79	79	162
"SC"	2004	"GREENWOOD"	"RILEY"	62	65	127	48	65	120
"SC"	2004	"GREENWOOD"	"SANDRIDGE"	276	91	370	245	101	358
"SC"	2004	"GREENWOOD"	"SHOALS JUNCTION"	96	35	133	82	47	133
"SC"	2004	"GREENWOOD"	"TROY"	59	26	85	49	34	85
"SC"	2004	"GREENWOOD"	"VERDERY"	368	395	770	345	390	743
"SC"	2004	"GREENWOOD"	"WARE SHOALS"	428	337	775	361	364	749
"SC"	2004	"HAMPTON"	"ABSENTEE TOTAL"	283	689	974	247	734	994
"SC"	2004	"HAMPTON"	"BLACK CREEK"	99	45	148	83	43	133
"SC"	2004	"HAMPTON"	"BONNETT"	244	144	394	218	147	375
"SC"	2004	"HAMPTON"	"BRUNSON"	191	198	394	165	203	386
"SC"	2004	"HAMPTON"	"CROCKET-MILEY"	130	142	274	113	143	262
"SC"	2004	"HAMPTON"	"CUMMINGS"	169	319	492	157	310	474
"SC"	2004	"HAMPTON"	"CURBSIDE/EMERGENCY"	2	19	21	9	33	42
"SC"	2004	"HAMPTON"	"County Totals"	3097	4832	8016	2659	4855	7714
"SC"	2004	"HAMPTON"	"EARLY BRANCH"	95	191	289	86	172	264
"SC"	2004	"HAMPTON"	"ESTILL"	277	826	1123	246	778	1059
"SC"	2004	"HAMPTON"	"FAIL SAFE"	10	10	20	7	10	18
"SC"	2004	"HAMPTON"	"FAIL SAFE CHALLENGE"	2	2	4	2	2	4
"SC"	2004	"HAMPTON"	"FURMAN"	70	142	214	61	138	205
"SC"	2004	"HAMPTON"	"GARNETT"	10	75	85	6	72	80
"SC"	2004	"HAMPTON"	"GIFFORD"	21	186	211	14	187	206
"SC"	2004	"HAMPTON"	"HAMPTON CTHSE 2"	457	321	786	368	369	752
"SC"	2004	"HAMPTON"	"HAMPTON NO. 1"	275	319	599	226	329	573
"SC"	2004	"HAMPTON"	"HOPEWELL"	103	38	142	92	38	137
"SC"	2004	"HAMPTON"	"HORSE GALL"	33	18	51	28	22	50
"SC"	2004	"HAMPTON"	"PROVISIONAL BALLOT"	2	16	18	4	21	25
"SC"	2004	"HAMPTON"	"RIVERS MILL"	20	32	53	16	29	48
"SC"	2004	"HAMPTON"	"SCOTIA"	34	176	211	30	169	202
"SC"	2004	"HAMPTON"	"VARNVILLE"	396	596	1001	333	597	954
"SC"	2004	"HAMPTON"	"YEMASSEE"	174	328	512	148	309	471
"SC"	2004	"HORRY"	"ABSENTEE TOTAL"	3631	2296	6141	3666	2672	6456
"SC"	2004	"HORRY"	"ADRIAN"	423	201	640	392	200	613
"SC"	2004	"HORRY"	"ALLSBROOK"	227	59	290	207	60	277
"SC"	2004	"HORRY"	"ATLANTIC BEACH"	6	108	118	9	100	114
"SC"	2004	"HORRY"	"AYNOR"	512	216	732	460	234	701
"SC"	2004	"HORRY"	"BAYBORO"	257	194	458	219	204	432
"SC"	2004	"HORRY"	"BROOKSVILLE"	742	549	1310	563	558	1142
"SC"	2004	"HORRY"	"BROWNWAY"	444	111	562	405	131	546
"SC"	2004	"HORRY"	"BURGESS"	1641	838	2509	1446	924	2418
"SC"	2004	"HORRY"	"CAROLINA FOREST"	750	379	1140	708	384	1110
"SC"	2004	"HORRY"	"CEDAR GROVE"	273	82	357	249	90	347
"SC"	2004	"HORRY"	"CHERRY GROVE #1"	466	223	702	411	233	665
"SC"	2004	"HORRY"	"CHERRY GROVE #2"	534	249	799	477	276	777
"SC"	2004	"HORRY"	"COASTAL CAROLINA"	544	290	842	500	310	829
"SC"	2004	"HORRY"	"COASTAL LANE #1"	86	440	537	78	416	510
"SC"	2004	"HORRY"	"COASTAL LANE #2"	181	300	487	162	284	458
"SC"	2004	"HORRY"	"COOL SPRINGS"	163	58	223	145	69	218
"SC"	2004	"HORRY"	"CRESCENT"	491	300	812	444	309	784
"SC"	2004	"HORRY"	"CURBSIDE/EMERGENCY"	108	98	231	273	286	568
"SC"	2004	"HORRY"	"County Totals"	50447	29547	81347	45819	31478	79260
"SC"	2004	"HORRY"	"DAISY"	317	131	457	301	122	437
"SC"	2004	"HORRY"	"DEERFIELD"	968	524	1521	872	552	1455
"SC"	2004	"HORRY"	"DOGBLUFF"	321	87	411	285	100	396
"SC"	2004	"HORRY"	"DOGWOOD"	230	221	457	204	214	434
"SC"	2004	"HORRY"	"DUNES #1"	714	216	945	648	244	910
"SC"	2004	"HORRY"	"DUNES #2"	544	260	816	504	268	793
"SC"	2004	"HORRY"	"DUNES #3"	374	205	583	325	226	561
"SC"	2004	"HORRY"	"EAST CONWAY"	394	185	584	340	203	553
"SC"	2004	"HORRY"	"EAST LORIS"	708	397	1122	632	410	1076
"SC"	2004	"HORRY"	"EBENEZER"	400	194	603	375	189	579
"SC"	2004	"HORRY"	"EMERALD FOREST"	757	472	1245	671	485	1193
"SC"	2004	"HORRY"	"ENTERPRISE"	500	250	759	453	272	738
"SC"	2004	"HORRY"	"FAIL SAFE"	62	54	123	125	119	247
"SC"	2004	"HORRY"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"HORRY"	"FLOYDS"	158	71	231	137	80	221
"SC"	2004	"HORRY"	"FORESTBROOK"	909	466	1392	827	496	1361
"SC"	2004	"HORRY"	"FOUR MILE"	390	146	542	349	153	521
"SC"	2004	"HORRY"	"GALIVANTS FERRY"	64	29	94	54	33	89
"SC"	2004	"HORRY"	"GARDEN CITY #1"	615	374	1006	532	395	963
"SC"	2004	"HORRY"	"GARDEN CITY #2"	588	205	807	541	236	789
"SC"	2004	"HORRY"	"GARDEN CITY #3"	506	356	881	469	363	859
"SC"	2004	"HORRY"	"GARDEN CITY #4"	440	329	790	390	334	759
"SC"	2004	"HORRY"	"GLENNS BAY"	724	433	1171	641	466	1134
"SC"	2004	"HORRY"	"GREEN SEA"	246	172	421	209	182	396
"SC"	2004	"HORRY"	"GURLEY"	67	42	109	56	49	108
"SC"	2004	"HORRY"	"HICKORY GROVE"	432	130	572	389	149	551
"SC"	2004	"HORRY"	"HICKORY HILL"	75	14	89	62	24	88
"SC"	2004	"HORRY"	"HOMEWOOD"	312	185	508	283	194	493
"SC"	2004	"HORRY"	"HORRY"	386	60	450	367	67	442
"SC"	2004	"HORRY"	"INLAND"	139	89	232	131	88	229
"SC"	2004	"HORRY"	"JACKSON BLUFF"	182	107	297	168	113	289
"SC"	2004	"HORRY"	"JAMESTOWN"	571	426	1013	504	441	966
"SC"	2004	"HORRY"	"JERNIGANS CROSS ROADS"	202	67	271	177	77	257
"SC"	2004	"HORRY"	"JET PORT"	762	508	1288	684	524	1241
"SC"	2004	"HORRY"	"JORDANVILLE"	214	20	236	185	34	224
"SC"	2004	"HORRY"	"JOYNER SWAMP"	109	50	159	93	62	155
"SC"	2004	"HORRY"	"JUNIPER BAY"	497	142	646	439	163	614
"SC"	2004	"HORRY"	"LAKE PARK"	980	563	1566	881	576	1508
"SC"	2004	"HORRY"	"LEON"	137	341	488	118	335	462
"SC"	2004	"HORRY"	"LITTLE RIVER #1"	520	238	770	462	252	729
"SC"	2004	"HORRY"	"LITTLE RIVER #2"	1277	668	1973	1164	689	1898
"SC"	2004	"HORRY"	"LIVE OAK"	92	59	151	73	62	141
"SC"	2004	"HORRY"	"MAPLE"	374	165	545	336	187	529
"SC"	2004	"HORRY"	"MARLOWE"	1171	743	1941	1041	797	1881
"SC"	2004	"HORRY"	"METHODIST REHOBETH"	224	19	243	196	36	235
"SC"	2004	"HORRY"	"MILL SWAMP"	123	25	149	116	24	142
"SC"	2004	"HORRY"	"MT OLIVE"	116	73	191	109	73	183
"SC"	2004	"HORRY"	"MT VERNON"	212	68	281	190	70	269
"SC"	2004	"HORRY"	"MYRTLEWOOD #1"	397	254	662	341	266	626
"SC"	2004	"HORRY"	"MYRTLEWOOD #2"	654	341	1012	576	391	983
"SC"	2004	"HORRY"	"MYRTLEWOOD #3"	710	253	977	645	282	938
"SC"	2004	"HORRY"	"NIXONS CROSS RD #1"	698	629	1345	624	622	1281
"SC"	2004	"HORRY"	"NIXONS CROSS RD #2"	381	297	692	356	288	660
"SC"	2004	"HORRY"	"NORTH CONWAY #1"	208	168	378	187	165	363
"SC"	2004	"HORRY"	"NORTH CONWAY #2"	484	134	634	431	165	614
"SC"	2004	"HORRY"	"NORTON"	59	15	74	46	19	65
"SC"	2004	"HORRY"	"OCEAN DRIVE #1"	572	285	865	509	306	833
"SC"	2004	"HORRY"	"OCEAN DRIVE #2"	831	380	1235	741	419	1193
"SC"	2004	"HORRY"	"OCEAN FOREST #1"	455	235	700	418	245	680
"SC"	2004	"HORRY"	"OCEAN FOREST #3"	368	251	632	310	282	608
"SC"	2004	"HORRY"	"OCEAN FOREST#2"	467	221	698	425	244	685
"SC"	2004	"HORRY"	"PAWLEYS SWAMP"	193	49	243	166	60	233
"SC"	2004	"HORRY"	"PLEASANT VIEW"	82	51	133	68	54	127
"SC"	2004	"HORRY"	"POPLAR HILL"	302	71	377	278	80	368
"SC"	2004	"HORRY"	"PORT HARRELSON"	28	427	464	22	412	449
"SC"	2004	"HORRY"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"HORRY"	"RACEPATH #1"	103	306	415	95	302	405
"SC"	2004	"HORRY"	"RACEPATH #2"	45	661	716	35	649	700
"SC"	2004	"HORRY"	"RED BLUFF"	110	204	315	97	207	306
"SC"	2004	"HORRY"	"RED HILL #1"	279	113	401	254	122	392
"SC"	2004	"HORRY"	"RED HILL #2"	1472	816	2326	1348	841	2241
"SC"	2004	"HORRY"	"SALEM"	489	171	678	448	169	649
"SC"	2004	"HORRY"	"SEA OATS #1"	467	301	784	407	317	749
"SC"	2004	"HORRY"	"SEA OATS #2"	372	324	709	346	320	687
"SC"	2004	"HORRY"	"SEA WINDS"	723	374	1107	647	421	1085
"SC"	2004	"HORRY"	"SHELL"	293	84	382	267	93	364
"SC"	2004	"HORRY"	"SOCASTEE #1"	866	425	1314	767	457	1266
"SC"	2004	"HORRY"	"SOCASTEE #2"	506	184	703	450	210	686
"SC"	2004	"HORRY"	"SOCASTEE #3"	1084	520	1629	930	549	1538
"SC"	2004	"HORRY"	"SPRING BRANCH"	87	54	142	72	59	134
"SC"	2004	"HORRY"	"SURFSIDE #1"	767	428	1218	684	468	1184
"SC"	2004	"HORRY"	"SURFSIDE #2"	400	220	628	349	239	602
"SC"	2004	"HORRY"	"SURFSIDE #3"	533	274	815	483	284	791
"SC"	2004	"HORRY"	"SURFSIDE #4"	748	374	1137	698	390	1109
"SC"	2004	"HORRY"	"SWEET HOME"	160	195	358	133	200	340
"SC"	2004	"HORRY"	"TAYLORSVILLE"	173	42	216	155	50	207
"SC"	2004	"HORRY"	"TILLY SWAMP"	170	66	240	158	64	228
"SC"	2004	"HORRY"	"TODDVILLE"	289	109	405	265	111	386
"SC"	2004	"HORRY"	"WAMPEE"	163	573	747	157	556	729
"SC"	2004	"HORRY"	"WEST CONWAY"	195	135	340	179	137	326
"SC"	2004	"HORRY"	"WEST LORIS"	127	298	430	116	289	416
"SC"	2004	"HORRY"	"WHITE OAK"	219	86	311	202	83	297
"SC"	2004	"HORRY"	"WILD WING"	547	272	826	475	308	800
"SC"	2004	"HORRY"	"WINDY HILL"	589	307	915	537	315	874
"SC"	2004	"KERSHAW"	"ABSENTEE TOTAL"	1168	823	2008	1073	907	2020
"SC"	2004	"KERSHAW"	"AIRPORT"	511	206	725	447	246	705
"SC"	2004	"KERSHAW"	"ANTIOCH"	286	129	421	240	152	402
"SC"	2004	"KERSHAW"	"BETHUNE"	410	305	725	383	301	702
"SC"	2004	"KERSHAW"	"BUFFALO"	360	120	482	312	148	474
"SC"	2004	"KERSHAW"	"CAMDEN NO 1"	164	362	530	143	360	511
"SC"	2004	"KERSHAW"	"CAMDEN NO 2"	117	78	197	104	84	193
"SC"	2004	"KERSHAW"	"CAMDEN NO 3"	276	126	408	233	155	397
"SC"	2004	"KERSHAW"	"CAMDEN NO 4"	428	264	694	373	305	686
"SC"	2004	"KERSHAW"	"CAMDEN NO 5"	342	158	506	298	195	501
"SC"	2004	"KERSHAW"	"CAMDEN NO 5-A"	135	219	360	117	234	356
"SC"	2004	"KERSHAW"	"CAMDEN NO 6"	118	90	211	104	97	208
"SC"	2004	"KERSHAW"	"CASSATT"	365	250	624	327	267	612
"SC"	2004	"KERSHAW"	"CHARLOTTE THOMP"	536	431	974	480	465	958
"SC"	2004	"KERSHAW"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"KERSHAW"	"County Totals"	14160	8515	22915	12634	9354	22428
"SC"	2004	"KERSHAW"	"DOBY'S MILL"	435	240	676	391	260	662
"SC"	2004	"KERSHAW"	"E CAMDEN-HERMITAGE"	191	85	280	161	98	268
"SC"	2004	"KERSHAW"	"ELGIN NO 1"	1224	452	1685	1070	527	1637
"SC"	2004	"KERSHAW"	"ELGIN NO 2"	1229	615	1868	1082	710	1832
"SC"	2004	"KERSHAW"	"FAIL SAFE"	8	12	20	8	12	20
"SC"	2004	"KERSHAW"	"FAIL SAFE CHALLENGE"			0			0
"SC"	2004	"KERSHAW"	"GATES FORD"	136	31	168	123	37	162
"SC"	2004	"KERSHAW"	"LIBERTY HILL"	143	120	268	134	126	264
