state	year	county	cd	ld	sd	countyprecinct_code	precinct_code	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MS"	2004	"PEARL RIVER"	4	108	40	"109-270"	"270"	"Picayune 2"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-440"	"440"	"Picayune 4 West"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-450"	"450"	"Picayune 4 East"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-550"	"550"	"Picayune 5"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-140"	"140"	"Picayune 1 Eastside"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-410"	"410"	"Pine Grove 4"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-150"	"150"	"Poplarville 1"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-220"	"220"	"Poplarville 2"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-360"	"360"	"Poplarville 3"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-350"	"350"	"Progress 3"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-430"	"430"	"Salem 4"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-330"	"330"	"Savannah 3"						
"MS"	2004	"PEARL RIVER"	4	93	45	"109-340"	"340"	"Steep Hollow 3"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-525"	"525"	"Sycamore 5"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-290"	"290"	"Whitesand 2"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-110"	"110"	"Whitesand 1"						
"MS"	2004	"PERRY"	4	105	45	"111-4100"	"4100"	"Arlington 4100"						
"MS"	2004	"PERRY"	4	105	45	"111-1030"	"1030"	"Beaumont  1 1030"						
"MS"	2004	"PERRY"	4	105	45	"111-5120"	"5120"	"Beaumont Sr 5120"						
"MS"	2004	"PERRY"	4	105	45	"111-5110"	"5110"	"Courthouse 5110"						
"MS"	2004	"PERRY"	4	105	45	"111-5150"	"5150"	"Deep Creek 5150"						
"MS"	2004	"PERRY"	4	105	45	"111-4090"	"4090"	"Hintonville 4090"						
"MS"	2004	"PERRY"	4	88	45	"111-1010"	"1010"	"Indian Sprs 1010"						
"MS"	2004	"PERRY"	4	105	45	"111-5140"	"5140"	"Janice 5140"						
"MS"	2004	"PERRY"	4	105	45	"111-1020"	"1020"	"New Augusta Cte 1020"						
"MS"	2004	"PERRY"	4	88	45	"111-2050"	"2050"	"Prospect 2050"						
"MS"	2004	"PERRY"	4	86	44	"111-3070"	"3070"	"Richton City Hall 3070"						
"MS"	2004	"PERRY"	4	86	44	"111-3060"	"3060"	"Richton Holly St 3060"						
"MS"	2004	"PERRY"	4	105	44	"111-4080"	"4080"	"Richton Multi 4080"						
"MS"	2004	"PERRY"	4	88	44	"111-2040"	"2040"	"Runnelstown 2040"						
"MS"	2004	"PERRY"	4	105	45	"111-5130"	"5130"	"Thompson Hill 5130"						
"MS"	2004	"PIKE"	3	98	38	"113-01"	"1"	"Progress Library 1"						
"MS"	2004	"PIKE"	3											
"MS"	2004	"PIKE"	3	98	38	"113-02"	"2"	"St James Church 2"						
"MS"	2004	"PIKE"	3											
"MS"	2004	"PIKE"	3	97	38	"113-03"	"3"	"Pike Baptist Assn 3"						
"MS"	2004	"PIKE"	3											
"MS"	2004	"PIKE"	3	99	38	"113-04"	"4"	"Mepa Hwy 98 E 4"						
"MS"	2004	"PIKE"	3	98	38	"113-05"	"5"	"Fire Sta 3  5"						
"MS"	2004	"PIKE"	3	98	38	"113-06"	"6"	"Mc Law Enf 6"						
"MS"	2004	"PIKE"	3	98	38	"113-07"	"7"	"S Pike Center 7"						
"MS"	2004	"PIKE"	3	97	38	"113-08"	"8"	"Alpha Center 8"						
"MS"	2004	"PIKE"	3	98	38	"113-09"	"9"	"Fernwood School 9"						
"MS"	2004	"PIKE"	3	98	38	"113-10"	"10"	"Magnolia Center 10"						
"MS"	2004	"PIKE"	3	98	38	"113-11"	"11"	"Courthouse 11"						
"MS"	2004	"PIKE"	3	96	38	"113-12"	"12"	"Courthouse 12"						
"MS"	2004	"PIKE"	3	98	38	"113-13"	"13"	"Holmesville 13"						
"MS"	2004	"PIKE"	3	99	38	"113-14"	"14"	"Calvary Baptist 14"						
"MS"	2004	"PIKE"	3											
"MS"	2004	"PIKE"	3	97	37	"113-15"	"15"	"Old Jones School 15"						
"MS"	2004	"PIKE"	3	98	38	"113-16"	"16"	"New Hope Baptist 16"						
"MS"	2004	"PIKE"	3	97	37	"113-17"	"17"	"Entergy 17"						
"MS"	2004	"PIKE"	3	98	38	"113-18"	"18"	"Summit Learn 18"						
"MS"	2004	"PIKE"	3	97	37	"113-19"	"19"	"Summit City Hall 19"						
"MS"	2004	"PIKE"	3	53	37	"113-20"	"20"	"SW BSU Bldg 20"						
"MS"	2004	"PIKE"	3											
"MS"	2004	"PIKE"	3	97	37	"113-21"	"21"	"Johnston Methodist 21"						
"MS"	2004	"PIKE"	3	97	37	"113-22"	"22"	"Pisgah Methodist 22"						
"MS"	2004	"PIKE"	3	97	37	"113-23"	"23"	"Legacy Motors 23"						
"MS"	2004	"PIKE"	3	98	38	"113-24"	"24"	"MLK Center 24"						
"MS"	2004	"PIKE"	3	97	37	"113-25"	"25"	"Pike Nat Bank 25"						
"MS"	2004	"PIKE"	3	97	37	"113-26"	"26"	"American Legion 26"						
"MS"	2004	"PIKE"	3	97	37	"113-27"	"27"	"Storehouse Ch 27"						
"MS"	2004	"PIKE"	3											
"MS"	2004	"PIKE"	3	98	37	"113-28"	"28"	"Ch of Christ 28"						
"MS"	2004	"PIKE"	3											
"MS"	2004	"PIKE"	3	97	38	"113-29"	"29"	"Joe's Tractor 29"						
"MS"	2004	"PIKE"	3	96	38	"113-30"	"30"	"Chatawa P.O. 30"						
"MS"	2004	"PIKE"	3	98	38	"113-31"	"31"	"Osyka City Hall 31"						
"MS"	2004	"PIKE"	3	98	38	"113-32"	"32"	"Old Cent School 32"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-AL"	"AL"	"Algoma AL"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-BA"	"BA"	"Bankhead BA"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-BEC"	"BEC"	"Beckham BEC"						
"MS"	2004	"PONTOTOC"	1	15	6	"115-BE"	"BE"	"Bethel Endville BE"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-BU"	"BU"	"Buchanan BU"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-CC"	"CC"	"Cherry Creek CC"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-EC"	"EC"	"Ecru EC"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-FR"	"FR"	"Friendship FR"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-HO"	"HO"	"Hoyle HO"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-HU"	"HU"	"Hurricane HU"						
"MS"	2004	"PONTOTOC"	1	22	3	"115-JU"	"JU"	"Judah JU"						
"MS"	2004	"PONTOTOC"	1	15	6	"115-LO"	"LO"	"Longview LO"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-NR"	"NR"	"N Randolph NR"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-OH"	"OH"	"Oakhill OH"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-P1"	"P1"	"Pontotoc 1 P1"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-P2"	"P2"	"Pontotoc 2 P2"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-P3"	"P3"	"Pontotoc 3 P3"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-P4"	"P4"	"Pontotoc 4 P4"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-P5"	"P5"	"Pontotoc 5 P5"						
"MS"	2004	"PONTOTOC"	1	22	3	"115-RO"	"RO"	"Robbs RO"						
"MS"	2004	"PONTOTOC"	1	15	6	"115-SH"	"SH"	"Sherman SH"						
"MS"	2004	"PONTOTOC"	1	22	3	"115-SR"	"SR"	"S Randolph SR"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-SP"	"SP"	"Springville SP"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-TH"	"TH"	"Thaxton TH"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-TO"	"TO"	"Toccopola TO"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-TR"	"TR"	"Troy TR"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-TU"	"TU"	"Turnpike TU"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-WO"	"WO"	"Woodside WO"						
"MS"	2004	"PONTOTOC"	1	15	3	"115-Z"	"Z"	"Zion Z"						
"MS"	2004	"PRENTISS"	1	18	5	"117-2BLD"	"2BLD"	"Baldwyn"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2BLK"	"2BLK"	"Blackland"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2BOO"	"2BOO"	"Booneville"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2CR"	"2CR"	"Cross Roads"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2EB"	"2EB"	"Booneville E"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2HC/NH"	"2HC/NH"	"Hillsi Chapel"						
"MS"	2004	"PRENTISS"	1	18	5	"117-2ING"	"2ING"	"Ingram"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2MAR"	"2-Mar"	"Marietta"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2NS"	"2NS"	"New Site"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2NB"	"2NB"	"Booneville N"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2OH"	"2OH"	"Odom Hill"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2THR"	"2THR"	"Thrasher"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2TUS/NC"	"2TUS/NC"	"Tuscumbia"						
"MS"	2004	"PRENTISS"	1	3	5	"117-2WB"	"2WB"	"Booneville W"						
"MS"	2004	"PRENTISS"	1	18	5	"117-2WH"	"2WH"	"Wheeler"						
"MS"	2004	"QUITMAN"	2	9	11	"119-5"	"5"	"Belen"						
"MS"	2004	"QUITMAN"	2	9	11	"119-1"	"1"	"Crenshaw"						
"MS"	2004	"QUITMAN"	2	26	11	"119-13"	"13"	"Crowder"						
"MS"	2004	"QUITMAN"	2	9	11	"119-3"	"3"	"Darling"						
"MS"	2004	"QUITMAN"	2	9	11	"119-6"	"6"	"Dist 3 N"						
"MS"	2004	"QUITMAN"	2	26	11	"119-8"	"8"	"Dist 3 S"						
"MS"	2004	"QUITMAN"	2	30	11	"119-12"	"12"	"Lambert"						
"MS"	2004	"QUITMAN"	2	9	11	"119-7"	"7"	"NW Marks"						
"MS"	2004	"QUITMAN"	2	9	11	"119-9"	"9"	"SW Marks"						
"MS"	2004	"QUITMAN"	2	9	11	"119-2"	"2"	"Sledge"						
"MS"	2004	"QUITMAN"	2	26	11	"119-10"	"10"	"W Lambert"						
"MS"	2004	"RANKIN"	3	60	30	"121-306"	"306"	"Antioch"						
"MS"	2004	"RANKIN"	3	74	20	"121-215"	"215"	"Castlewoods E"						
"MS"	2004	"RANKIN"	3	74	20	"121-216"	"216"	"Castlewoods W"						
"MS"	2004	"RANKIN"	3	60	30	"121-310"	"310"	"Cato"						
"MS"	2004	"RANKIN"	3	62	35	"121-110"	"110"	"Clear Branch"						
"MS"	2004	"RANKIN"	3	62	35	"121-111"	"111"	"Cleary"						
"MS"	2004	"RANKIN"	3	61	30	"121-512"	"512"	"Crest Park"						
"MS"	2004	"RANKIN"	3	60	30	"121-410"	"410"	"Crossroads"						
"MS"	2004	"RANKIN"	3	61	30	"121-510"	"510"	"Cunningham Hts"						
"MS"	2004	"RANKIN"	3	60	35	"121-312"	"312"	"Dry Creek"						
"MS"	2004	"RANKIN"	3	74	30	"121-309"	"309"	"Brandon E"						
"MS"	2004	"RANKIN"	3	74	20	"121-413"	"413"	"Crossgates E"						
"MS"	2004	"RANKIN"	3	62	35	"121-112"	"112"	"Steen Creek E"						
"MS"	2004	"RANKIN"	3	61	30	"121-508"	"508"	"Eldorado"						
"MS"	2004	"RANKIN"	3	74	20	"121-212"	"212"	"Fannin"						
"MS"	2004	"RANKIN"	3	61	20	"121-511"	"511"	"Flowood"						
"MS"	2004	"RANKIN"	3	59	20	"121-209"	"209"	"Grant's Ferry"						
"MS"	2004	"RANKIN"	3	59	20	"121-214"	"214"	"Holbrook"						
"MS"	2004	"RANKIN"	3	60	30	"121-308"	"308"	"Johns"						
"MS"	2004	"RANKIN"	3	74	20	"121-411"	"411"	"Leesburg"						
"MS"	2004	"RANKIN"	3	61	30	"121-509"	"509"	"Liberty"						
"MS"	2004	"RANKIN"	3	60	30	"121-307"	"307"	"Mayton"						
"MS"	2004	"RANKIN"	3	60	35	"121-313"	"313"	"Monterey"						
"MS"	2004	"RANKIN"	3	62	35	"121-113"	"113"	"Mountain Creek"						
"MS"	2004	"RANKIN"	3	74	20	"121-507"	"507"	"Mullins"						
"MS"	2004	"RANKIN"	3	60	30	"121-412"	"412"	"Brandon N"						
"MS"	2004	"RANKIN"	3	61	30	"121-514"	"514"	"McLaurin N"						
"MS"	2004	"RANKIN"	3	61	30	"121-521"	"521"	"Pearson N"						
"MS"	2004	"RANKIN"	3	60	30	"121-114"	"114"	"Richland N"						
"MS"	2004	"RANKIN"	3	74	20	"121-419"	"419"	"Brandon NE"						
"MS"	2004	"RANKIN"	3	74	20	"121-220"	"220"	"Northshore"						
"MS"	2004	"RANKIN"	3	74	20	"121-408"	"408"	"Oakdale"						
"MS"	2004	"RANKIN"	3	61	30	"121-322"	"322"	"Park Place"						
"MS"	2004	"RANKIN"	3	61	30	"121-522"	"522"	"Patton Place"						
"MS"	2004	"RANKIN"	3	61	30	"121-513"	"513"	"Pearl"						
"MS"	2004	"RANKIN"	3	74	20	"121-414"	"414"	"Pelahatchie"						
"MS"	2004	"RANKIN"	3	45	20	"121-407"	"407"	"Pisgah"						
"MS"	2004	"RANKIN"	3	77	30	"121-318"	"318"	"Puckett"						
"MS"	2004	"RANKIN"	3	59	20	"121-218"	"218"	"Reservoir E"						
"MS"	2004	"RANKIN"	3	59	20	"121-219"	"219"	"Reservoir W"						
"MS"	2004	"RANKIN"	3	60	30	"121-409"	"409"	"Shiloh"						
"MS"	2004	"RANKIN"	3	60	30	"121-321"	"321"	"Brandon S"						
"MS"	2004	"RANKIN"	3	59	30	"121-415"	"415"	"Crossgates S"						
"MS"	2004	"RANKIN"	3	61	30	"121-515"	"515"	"McLaurin S"						
"MS"	2004	"RANKIN"	3	60	30	"121-520"	"520"	"Pearson S"						
"MS"	2004	"RANKIN"	3	62	30	"121-115"	"115"	"Richland S"						
"MS"	2004	"RANKIN"	3	61	30	"121-516"	"516"	"Springhill"						
"MS"	2004	"RANKIN"	3	60	35	"121-116"	"116"	"Star"						
"MS"	2004	"RANKIN"	3	60	30	"121-320"	"320"	"Brandon W"						
"MS"	2004	"RANKIN"	3	59	30	"121-418"	"418"	"Crossgates W"						
"MS"	2004	"RANKIN"	3	61	30	"121-109"	"109"	"Pearl W"						
"MS"	2004	"RANKIN"	3	62	35	"121-118"	"118"	"Steen Creek W"						
"MS"	2004	"SCOTT"	3	45	31	"123-1-02"	"2-Jan"	"Harpersville 1"						
"MS"	2004	"SCOTT"	3	75	31	"123-1-03"	"3-Jan"	"Hillsboro 1"						
"MS"	2004	"SCOTT"	3	75	31	"123-1-01"	"1-Jan"	"N Forest 1"						
"MS"	2004	"SCOTT"	3	75	31	"123-2-03"	"3-Feb"	"High Hill 2"						
"MS"	2004	"SCOTT"	3	75	34	"123-2-02"	"2-Feb"	"Homewood 2"						
"MS"	2004	"SCOTT"	3	75	31	"123-2-04"	"4-Feb"	"Lake 2"						
"MS"	2004	"SCOTT"	3	75	31	"123-2-01"	"1-Feb"	"S Forest 2"						
"MS"	2004	"SCOTT"	3	78	31	"123-2-05"	"5-Feb"	"Usry 2"						
"MS"	2004	"SCOTT"	3	75	34	"123-3-05"	"5-Mar"	"Cooperville 3"						
"MS"	2004	"SCOTT"	3	75	34	"123-3-02"	"2-Mar"	"Morton 3"						
"MS"	2004	"SCOTT"	3	75	31	"123-3-01"	"1-Mar"	"NW Forest 3"						
"MS"	2004	"SCOTT"	3	75	34	"123-3-03"	"3-Mar"	"Pulaski 3"						
"MS"	2004	"SCOTT"	3	75	34	"123-3-04"	"4-Mar"	"Springfield 3"						
"MS"	2004	"SCOTT"	3	75	31	"123-5-01"	"1-May"							
"MS"	2004	"SCOTT"	3	75	34	"123-4-05"	"5-Apr"	"Clinton 4"						
"MS"	2004	"SCOTT"	3	45	34	"123-4-06"	"6-Apr"	"Contrell 4"						
"MS"	2004	"SCOTT"	3	75	34	"123-4-03"	"3-Apr"	"Forkville 4"						
"MS"	2004	"SCOTT"	3	75	34	"123-4-02"	"2-Apr"	"Liberty 4"						
"MS"	2004	"SCOTT"	3	45	34	"123-4-04"	"4-Apr"	"Ludlow 4"						
"MS"	2004	"SCOTT"	3	75	34	"123-4-01"	"1-Apr"	"Morton N 4"						
"MS"	2004	"SCOTT"	3	75	31	"123-5-05"	"5-May"	"Langs Mill 5"						
"MS"	2004	"SCOTT"	3	78	31	"123-5-02"	"2-May"	"Salem 5"						
"MS"	2004	"SCOTT"	3	78	31	"123-5-03"	"3-May"	"Sebastopol 5"						
"MS"	2004	"SCOTT"	3	75	31	"123-5-04"	"4-May"	"Steele 5"						
"MS"	2004	"SHARKEY"	2	51	22	"125-5ANG"	"5ANG"	"Anguilla 5"						
"MS"	2004	"SHARKEY"	2	51	22	"125-4ANG"	"4ANG"	"Anguilla 4"						
"MS"	2004	"SHARKEY"	2	51	22	"125-2CAR"	"2CAR"	"Cary 2"						
"MS"	2004	"SHARKEY"	2	51	22	"125-5DC"	"5DC"	"Delta City 5"						
"MS"	2004	"SHARKEY"	2	54	22	"125-1RF"	"1RF"	"Rolling Fork 1"						
"MS"	2004	"SHARKEY"	2	51	22	"125-4RF"	"4RF"	"Rolling Fork 4"						
"MS"	2004	"SHARKEY"	2	51	22	"125-2RF"	"2RF"	"Rolling Fork 2"						
"MS"	2004	"SHARKEY"	2	51	22	"125-3RF"	"3RF"	"Rolling Fork 3"						
"MS"	2004	"SHARKEY"	2	51	22	"125-1SF"	"1SF"	"Spanish Fort 1"						
"MS"	2004	"SHARKEY"	2	51	22	"125-4STB"	"4STB"	"Straight Bayou 4"						
"MS"	2004	"SIMPSON"	3	90	39	"127-BOWIE"	"BOWIE"	"Bowie"						
"MS"	2004	"SIMPSON"	3	77	35	"127-BRAXTON"	"BRAXTON"	"Braxton"						
"MS"	2004	"SIMPSON"	3	91	39	"127-BRDGPRT"	"BRDGPRT"	"Bridgeport"						
"MS"	2004	"SIMPSON"	3	77	35	"127-D'LO"	"D'LO"	"D'Lo"						
"MS"	2004	"SIMPSON"	3	77	35	"127-DRYCREK"	"DRYCREK"	"Dry Creek"						
"MS"	2004	"SIMPSON"	3	91	35	"127-FORKCHR"	"FORKCHR"	"Fork Church"						
"MS"	2004	"SIMPSON"	3	77	35	"127-HRSVILE"	"HRSVILE"	"Harrisville"						
"MS"	2004	"SIMPSON"	3	60	35	"127-JUPITER"	"JUPITER"	"Jupitor"						
"MS"	2004	"SIMPSON"	3	77	35	"127-MAGEE1"	"MAGEE1"	"Magee 1"						
"MS"	2004	"SIMPSON"	3	77	35	"127-MAGEE2"	"MAGEE2"	"Magee 2"						
"MS"	2004	"SIMPSON"	3	77	39	"127-MAGEE4N"	"MAGEE4N"	"Magee N 4"						
"MS"	2004	"SIMPSON"	3	77	39	"127-MAGEE4S"	"MAGEE4S"	"Magee S 4"						
"MS"	2004	"SIMPSON"	3	77	35	"127-MHALL3"	"MHALL3"	"Mendenhall 3"						
"MS"	2004	"SIMPSON"	3	77	35	"127-MHALL1"	"MHALL1"	"Mendenhall 1"						
"MS"	2004	"SIMPSON"	3	77	35	"127-MERIT"	"MERIT"	"Merit"						
"MS"	2004	"SIMPSON"	3	90	35	"127-NEWHOPE"	"NEWHOPE"	"New Hope"						
"MS"	2004	"SIMPSON"	3	77	39	"127-OAKGROV"	"OAKGROV"	"Oak Grove"						
"MS"	2004	"SIMPSON"	3	77	35	"127-PEARL"	"PEARL"	"Pearl"						
"MS"	2004	"SIMPSON"	3	77	39	"127-PINOLA"	"PINOLA"	"Pinola"						
"MS"	2004	"SIMPSON"	3	90	35	"127-SARATOG"	"SARATOG"	"Saratoga"						
"MS"	2004	"SIMPSON"	3	77	39	"127-SHIVERS"	"SHIVERS"	"Shivers"						
"MS"	2004	"SIMPSON"	3	77	35	"127-SUMRALL"	"SUMRALL"	"Sumrall"						
"MS"	2004	"SIMPSON"	3	77	35	"127-WTHRSBY"	"WTHRSBY"	"Weathersby"						
"MS"	2004	"SMITH"	3	79	34	"129-01"	"1"	"Ag-Complex"						
"MS"	2004	"SMITH"	3	79	34	"129-16"	"16"	"Burns"						
"MS"	2004	"SMITH"	3	79	34	"129-05"	"5"	"Cedar Grove"						
"MS"	2004	"SMITH"	3	79	34	"129-02"	"2"	"Center Ridge"						
"MS"	2004	"SMITH"	3	79	34	"129-17"	"17"	"Clear Springs"						
"MS"	2004	"SMITH"	3	79	34	"129-18"	"18"	"Lorena"						
"MS"	2004	"SMITH"	3	79	34	"129-03"	"3"	"Mize"						
"MS"	2004	"SMITH"	3	79	34	"129-19"	"19"	"North Raleigh"						
"MS"	2004	"SMITH"	3	77	34	"129-11"	"11"	"Polkville 77"						
"MS"	2004	"SMITH"	3	79	34	"129-12"	"12"	"Polkville 79"						
"MS"	2004	"SMITH"	3	79	34	"129-13"	"13"	"Shady Grove"						
"MS"	2004	"SMITH"	3	79	34	"129-06"	"6"	"Summerland"						
"MS"	2004	"SMITH"	3	79	34	"129-04"	"4"	"Sylvarena"						
"MS"	2004	"SMITH"	3	79	34	"129-09"	"9"	"Taylorsville"						
"MS"	2004	"SMITH"	3	79	34	"129-07"	"7"	"Union"						
"MS"	2004	"SMITH"	3	79	34	"129-08"	"8"	"Warren Hill"						
"MS"	2004	"SMITH"	3	79	34	"129-14"	"14"	"West Raleigh"						
"MS"	2004	"SMITH"	3	77	34	"129-15"	"15"	"White Oak"						
"MS"	2004	"SMITH"	3	79	34	"129-10"	"10"	"Zion Hill"						
"MS"	2004	"STONE"	4	93	47	"131-22"	"22"	"American Legion"						
"MS"	2004	"STONE"	4	107	43	"131-54"	"54"	"Big Level"						
"MS"	2004	"STONE"	4	107	45	"131-12"	"12"	"Bond"						
"MS"	2004	"STONE"	4											
"MS"	2004	"STONE"	4	107	45	"131-17"	"17"	"Courthouse"						
"MS"	2004	"STONE"	4	93	47	"131-38"	"38"	"Elarbee"						
"MS"	2004	"STONE"	4	107	45	"131-52"	"52"	"Flint Creek"						
"MS"	2004	"STONE"	4	93	47	"131-35"	"35"	"Magnolia"						
"MS"	2004	"STONE"	4	93	47	"131-48"	"48"	"McHenry Fire"						
"MS"	2004	"STONE"	4	107	47	"131-37"	"37"	"McHenry Library"						
"MS"	2004	"STONE"	4	93	47	"131-16"	"16"	"Old Hospital"						
"MS"	2004	"STONE"	4	93	47	"131-32"	"32"	"Parkinston"						
"MS"	2004	"STONE"	4	107	43	"131-55"	"55"	"Pleasant Hill"						
"MS"	2004	"STONE"	4	93	47	"131-23"	"23"	"Project Road"						
"MS"	2004	"STONE"	4											
"MS"	2004	"STONE"	4	107	47	"131-43"	"43"	"Ten Mile"						
"MS"	2004	"STONE"	4	107	43	"131-41"	"41"	"Tuxechana"						
"MS"	2004	"STONE"	4											
"MS"	2004	"STONE"	4											
"MS"	2004	"STONE"	4											
"MS"	2004	"SUNFLOWER"	2	31	13	"133-11"	"11"	"Inverness 1-1"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-12"	"12"	"Moorhead 1-2"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-13"	"13"	"Indianola 1 SE 1-3"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-21"	"21"	"Indianola 2 W 2-1"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-22"	"22"	"Indianola 2 E 2-2"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-31"	"31"	"Indianola 3 S 3-1"						
"MS"	2004	"SUNFLOWER"	2	28	13	"133-32"	"32"	"Indianola 3 N 3-2"						
"MS"	2004	"SUNFLOWER"	2	28	13	"133-33"	"33"	"Indianola 3 NE 3-3"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-34"	"34"	"Sunflower 3 3-4"						
"MS"	2004	"SUNFLOWER"	2	28	13	"133-41"	"41"	"Fairview 4-1"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-42"	"42"	"Boyer-Linn 4-2"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-43"	"43"	"Doddsville 4-3"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-44"	"44"	"Ruleville 4-4"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-45"	"45"	"Sunflower 4 4-5"						
"MS"	2004	"SUNFLOWER"	2	30	13	"133-51"	"51"	"Ruleville N 5-1"						
"MS"	2004	"SUNFLOWER"	2	31	13	"133-52"	"52"	"Sunflower Plantat 5-2"						
"MS"	2004	"SUNFLOWER"	2	30	13	"133-53"	"53"	"Rome 5-3"						
"MS"	2004	"SUNFLOWER"	2	30	13	"133-54"	"54"	"Drew 5-4"						
"MS"	2004	"TALLAHATCHIE"	2	30	9	"135-405"	"405"	"Blue Cane"						
"MS"	2004	"TALLAHATCHIE"	2	30	9	"135-202"	"202"	"Brazil"						
"MS"	2004	"TALLAHATCHIE"	2	33	14	"135-304"	"304"	"Cascilla"						
"MS"	2004	"TALLAHATCHIE"	2	33	9	"135-104"	"104"	"Charleston 1"						
"MS"	2004	"TALLAHATCHIE"	2	33	9	"135-201"	"201"	"Charleston 2"						
"MS"	2004	"TALLAHATCHIE"	2	33	24	"135-301"	"301"	"Charleston 3"						
"MS"	2004	"TALLAHATCHIE"	2	33	9	"135-102"	"102"	"Enid"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-403"	"403"	"Glendora"						
"MS"	2004	"TALLAHATCHIE"	2	33	24	"135-303"	"303"	"Leverette"						
"MS"	2004	"TALLAHATCHIE"	2	33	24	"135-305"	"305"	"Murphreesboro"						
"MS"	2004	"TALLAHATCHIE"	2	33	24	"135-302"	"302"	"Paynes"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-402"	"402"	"Phillip"						
"MS"	2004	"TALLAHATCHIE"	2	33	14	"135-306"	"306"	"Rosenbloom"						
"MS"	2004	"TALLAHATCHIE"	2	33	24	"135-103"	"103"	"Springhill"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-204"	"204"	"Summer 2"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-502"	"502"	"Summer 5"						
"MS"	2004	"TALLAHATCHIE"	2	10	9	"135-101"	"101"	"Teasdale"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-401"	"401"	"Tippo"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-503"	"503"	"Tutwiler"						
"MS"	2004	"TALLAHATCHIE"	2	30	9	"135-203"	"203"	"Webb 2"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-404"	"404"	"Webb 4"						
"MS"	2004	"TALLAHATCHIE"	2	30	24	"135-501"	"501"	"Webb 5"						
"MS"	2004	"TATE"	1	9	11	"137-ARK"	"ARK"	"Arkahurta"						
"MS"	2004	"TATE"	1	9	10	"137-CW3"	"CW3"	"Coldwater 3"						
