state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USS_dv	g2008_USS_rv	g2008_USH_dv	g2008_USH_rv	g2008_STS_dv	g2008_STS_rv	g2008_STH_dv	g2008_STH_rv	g2008_USP_tv	g2008_USS_tv	g2008_USH_tv	g2008_STS_tv	g2008_STH_tv
"NM"	2008	2	"183"	602	242	352	96	308	137	667		597	234	858	448	445		831
"NM"	2008	2	"183"	602	242	352	96	308	137	667		597	234	858	448	445		831
"NM"	2008	2	"184"	343	111	1784	668	1618	817	362		308	134	456	2452	2435		442
"NM"	2008	2	"184"	343	111	1784	668	1618	817	362		308	134	456	2452	2435		442
"NM"	2008	2	"184"	343	111	1784	668	1618	817	362		308	134	456	2452	2435		442
"NM"	2008	2	"184"	343	111	1784	668	1618	817	362		308	134	456	2452	2435		442
"NM"	2008	2	"184"	343	111	1784	668	1618	817	362		308	134	456	2452	2435		442
"NM"	2008	2	"185"	618	265	1215	393	1090	507	684		581	269	892	1608	1597		850
"NM"	2008	2	"185"	618	265	1215	393	1090	507	684		581	269	892	1608	1597		850
"NM"	2008	2	"185"	618	265	1215	393	1090	507	684		581	269	892	1608	1597		850
"NM"	2008	2	"185"	618	265	1215	393	1090	507	684		581	269	892	1608	1597		850
"NM"	2008	2	"185"	618	265	1215	393	1090	507	684		581	269	892	1608	1597		850
"NM"	2008	2	"186"	636	180	878	312	796	386	680		672		829	1190	1182		
"NM"	2008	2	"186"	636	180	878	312	796	386	680		672		829	1190	1182		
"NM"	2008	2	"186"	636	180	878	312	796	386	680		672		829	1190	1182		
"NM"	2008	2	"186"	636	180	878	312	796	386	680		672		829	1190	1182		
"NM"	2008	2	"186"	636	180	878	312	796	386	680		672		829	1190	1182		
"NM"	2008	2	"187"	511	136	1206	756	1027	923	531		508		655	1962	1950		
"NM"	2008	2	"187"	511	136	1206	756	1027	923	531		508		655	1962	1950		
"NM"	2008	2	"187"	511	136	1206	756	1027	923	531		508		655	1962	1950		
"NM"	2008	2	"187"	511	136	1206	756	1027	923	531		508		655	1962	1950		
"NM"	2008	2	"187"	511	136	1206	756	1027	923	531		508		655	1962	1950		
"NM"	2008	2	"19"	689	693	136	60	118	80		887		896	1406	196	198		
"NM"	2008	2	"19"	689	693	136	60	118	80		887		896	1406	196	198		
"NM"	2008	2	"19"	689	693	136	60	118	80		887		896	1406	196	198		
"NM"	2008	2	"19"	689	693	136	60	118	80		887		896	1406	196	198		
"NM"	2008	2	"19"	689	693	136	60	118	80		887		896	1406	196	198		
"NM"	2008	2	"191"	288	99	1192	385	1075	495	301		269	102	390	1577	1570		371
"NM"	2008	2	"191"	288	99	1192	385	1075	495	301		269	102	390	1577	1570		371
"NM"	2008	2	"191"	288	99	1192	385	1075	495	301		269	102	390	1577	1570		371
"NM"	2008	2	"191"	288	99	1192	385	1075	495	301		269	102	390	1577	1570		371
"NM"	2008	2	"191"	288	99	1192	385	1075	495	301		269	102	390	1577	1570		371
"NM"	2008	2	"192"	366	100	983	322	896	400	397		367	93	475	1305	1296		460
"NM"	2008	2	"192"	366	100	983	322	896	400	397		367	93	475	1305	1296		460
"NM"	2008	2	"192"	366	100	983	322	896	400	397		367	93	475	1305	1296		460
"NM"	2008	2	"192"	366	100	983	322	896	400	397		367	93	475	1305	1296		460
"NM"	2008	2	"192"	366	100	983	322	896	400	397		367	93	475	1305	1296		460
"NM"	2008	2	"193"	298	123	378	55	321	111	335		308	108	427	433	432		416
"NM"	2008	2	"193"	298	123	378	55	321	111	335		308	108	427	433	432		416
"NM"	2008	2	"193"	298	123	378	55	321	111	335		308	108	427	433	432		416
"NM"	2008	2	"193"	298	123	378	55	321	111	335		308	108	427	433	432		416
"NM"	2008	2	"193"	298	123	378	55	321	111	335		308	108	427	433	432		416
"NM"	2008	2	"194"	358	125	287	71	264	95	391		352	120	486	358	359		472
"NM"	2008	2	"194"	358	125	287	71	264	95	391		352	120	486	358	359		472
"NM"	2008	2	"194"	358	125	287	71	264	95	391		352	120	486	358	359		472
"NM"	2008	2	"194"	358	125	287	71	264	95	391		352	120	486	358	359		472
"NM"	2008	2	"194"	358	125	287	71	264	95	391		352	120	486	358	359		472
"NM"	2008	2	"195"	257	85	258	58	246	69	284		265	74	349	316	315		339
"NM"	2008	2	"195"	257	85	258	58	246	69	284		265	74	349	316	315		339
"NM"	2008	2	"195"	257	85	258	58	246	69	284		265	74	349	316	315		339
"NM"	2008	2	"195"	257	85	258	58	246	69	284		265	74	349	316	315		339
"NM"	2008	2	"195"	257	85	258	58	246	69	284		265	74	349	316	315		339
"NM"	2008	2	"196"	240	75	234	27	208	50	256		255		320	261	258		
"NM"	2008	2	"196"	240	75	234	27	208	50	256		255		320	261	258		
"NM"	2008	2	"196"	240	75	234	27	208	50	256		255		320	261	258		
"NM"	2008	2	"196"	240	75	234	27	208	50	256		255		320	261	258		
"NM"	2008	2	"196"	240	75	234	27	208	50	256		255		320	261	258		
"NM"	2008	2	"197"	292	95	420	113	378	151	305		304		392	533	529		
"NM"	2008	2	"197"	292	95	420	113	378	151	305		304		392	533	529		
"NM"	2008	2	"197"	292	95	420	113	378	151	305		304		392	533	529		
"NM"	2008	2	"197"	292	95	420	113	378	151	305		304		392	533	529		
"NM"	2008	2	"197"	292	95	420	113	378	151	305		304		392	533	529		
"NM"	2008	2	"2"	351	380	410	132	364	173		472		461	738	542	537		
"NM"	2008	2	"2"	351	380	410	132	364	173		472		461	738	542	537		
"NM"	2008	2	"2"	351	380	410	132	364	173		472		461	738	542	537		
"NM"	2008	2	"2"	351	380	410	132	364	173		472		461	738	542	537		
"NM"	2008	2	"2"	351	380	410	132	364	173		472		461	738	542	537		
"NM"	2008	2	"20"	593	381	583	107	533	151		592		584	985	690	684		
"NM"	2008	2	"20"	593	381	583	107	533	151		592		584	985	690	684		
"NM"	2008	2	"20"	593	381	583	107	533	151		592		584	985	690	684		
"NM"	2008	2	"20"	593	381	583	107	533	151		592		584	985	690	684		
"NM"	2008	2	"20"	593	381	583	107	533	151		592		584	985	690	684		
"NM"	2008	2	"21"	817	621	618	470	522	563	871	511	725	638	1452	1088	1085	1382	1363
"NM"	2008	2	"21"	817	621	618	470	522	563	871	511	725	638	1452	1088	1085	1382	1363
"NM"	2008	2	"21"	817	621	618	470	522	563	871	511	725	638	1452	1088	1085	1382	1363
"NM"	2008	2	"21"	817	621	618	470	522	563	871	511	725	638	1452	1088	1085	1382	1363
"NM"	2008	2	"21"	817	621	618	470	522	563	871	511	725	638	1452	1088	1085	1382	1363
"NM"	2008	2	"211"	189	60	737	393	627	493	206		205		252	1130	1120		
"NM"	2008	2	"211"	189	60	737	393	627	493	206		205		252	1130	1120		
"NM"	2008	2	"211"	189	60	737	393	627	493	206		205		252	1130	1120		
"NM"	2008	2	"211"	189	60	737	393	627	493	206		205		252	1130	1120		
"NM"	2008	2	"211"	189	60	737	393	627	493	206		205		252	1130	1120		
"NM"	2008	2	"212"	351	60	565	171	514	217	353		353		416	736	731		
"NM"	2008	2	"212"	351	60	565	171	514	217	353		353		416	736	731		
"NM"	2008	2	"212"	351	60	565	171	514	217	353		353		416	736	731		
"NM"	2008	2	"212"	351	60	565	171	514	217	353		353		416	736	731		
"NM"	2008	2	"212"	351	60	565	171	514	217	353		353		416	736	731		
"NM"	2008	2	"214"	350	74	306	63	271	86	332		331		438	369	357		
"NM"	2008	2	"214"	350	74	306	63	271	86	332		331		438	369	357		
"NM"	2008	2	"214"	350	74	306	63	271	86	332		331		438	369	357		
"NM"	2008	2	"214"	350	74	306	63	271	86	332		331		438	369	357		
"NM"	2008	2	"214"	350	74	306	63	271	86	332		331		438	369	357		
"NM"	2008	2	"215"	275	48	602	284	523	353	260		254		326	886	876		
"NM"	2008	2	"215"	275	48	602	284	523	353	260		254		326	886	876		
"NM"	2008	2	"215"	275	48	602	284	523	353	260		254		326	886	876		
"NM"	2008	2	"215"	275	48	602	284	523	353	260		254		326	886	876		
"NM"	2008	2	"215"	275	48	602	284	523	353	260		254		326	886	876		
"NM"	2008	2	"216"	351	130	352	130	319	158	370		369		487	482	477		
"NM"	2008	2	"216"	351	130	352	130	319	158	370		369		487	482	477		
"NM"	2008	2	"216"	351	130	352	130	319	158	370		369		487	482	477		
"NM"	2008	2	"216"	351	130	352	130	319	158	370		369		487	482	477		
"NM"	2008	2	"216"	351	130	352	130	319	158	370		369		487	482	477		
"NM"	2008	2	"217"	83	36	266	79	226	115	84		82		119	345	341		
"NM"	2008	2	"217"	83	36	266	79	226	115	84		82		119	345	341		
"NM"	2008	2	"217"	83	36	266	79	226	115	84		82		119	345	341		
"NM"	2008	2	"217"	83	36	266	79	226	115	84		82		119	345	341		
"NM"	2008	2	"217"	83	36	266	79	226	115	84		82		119	345	341		
"NM"	2008	2	"22"	450	335	323	148	288	180	486	286	399	360	797	471	468	772	759
"NM"	2008	2	"22"	450	335	323	148	288	180	486	286	399	360	797	471	468	772	759
"NM"	2008	2	"22"	450	335	323	148	288	180	486	286	399	360	797	471	468	772	759
"NM"	2008	2	"22"	450	335	323	148	288	180	486	286	399	360	797	471	468	772	759
"NM"	2008	2	"22"	450	335	323	148	288	180	486	286	399	360	797	471	468	772	759
"NM"	2008	2	"221"	533	99	368	416	314	184	512		514		638	784	498		
"NM"	2008	2	"221"	533	99	368	416	314	184	512		514		638	784	498		
"NM"	2008	2	"221"	533	99	368	416	314	184	512		514		638	784	498		
"NM"	2008	2	"221"	533	99	368	416	314	184	512		514		638	784	498		
"NM"	2008	2	"221"	533	99	368	416	314	184	512		514		638	784	498		
"NM"	2008	2	"223"	347	46	636	410	519	519	307		302		398	1046	1038		
"NM"	2008	2	"223"	347	46	636	410	519	519	307		302		398	1046	1038		
"NM"	2008	2	"223"	347	46	636	410	519	519	307		302		398	1046	1038		
"NM"	2008	2	"223"	347	46	636	410	519	519	307		302		398	1046	1038		
"NM"	2008	2	"223"	347	46	636	410	519	519	307		302		398	1046	1038		
"NM"	2008	2	"224"	225	43	722	561	568	736	217		215		276	1283	1304		
"NM"	2008	2	"224"	225	43	722	561	568	736	217		215		276	1283	1304		
"NM"	2008	2	"224"	225	43	722	561	568	736	217		215		276	1283	1304		
"NM"	2008	2	"224"	225	43	722	561	568	736	217		215		276	1283	1304		
"NM"	2008	2	"224"	225	43	722	561	568	736	217		215		276	1283	1304		
"NM"	2008	2	"225"	113	22	776	473	648	515	119		113		137	1249	1163		
"NM"	2008	2	"225"	113	22	776	473	648	515	119		113		137	1249	1163		
"NM"	2008	2	"225"	113	22	776	473	648	515	119		113		137	1249	1163		
"NM"	2008	2	"225"	113	22	776	473	648	515	119		113		137	1249	1163		
"NM"	2008	2	"225"	113	22	776	473	648	515	119		113		137	1249	1163		
"NM"	2008	2	"226"	183	17	578	187	445	531	174		169		202	765	976		
"NM"	2008	2	"226"	183	17	578	187	445	531	174		169		202	765	976		
"NM"	2008	2	"226"	183	17	578	187	445	531	174		169		202	765	976		
"NM"	2008	2	"226"	183	17	578	187	445	531	174		169		202	765	976		
"NM"	2008	2	"226"	183	17	578	187	445	531	174		169		202	765	976		
"NM"	2008	2	"23"	586	399	580	605	466	568	658	298	686		999	1185	1034	956	
"NM"	2008	2	"23"	586	399	580	605	466	568	658	298	686		999	1185	1034	956	
"NM"	2008	2	"23"	586	399	580	605	466	568	658	298	686		999	1185	1034	956	
"NM"	2008	2	"23"	586	399	580	605	466	568	658	298	686		999	1185	1034	956	
"NM"	2008	2	"23"	586	399	580	605	466	568	658	298	686		999	1185	1034	956	
"NM"	2008	2	"24"	812	520	806	521	677	636		782	907		1342	1327	1313		
"NM"	2008	2	"24"	812	520	806	521	677	636		782	907		1342	1327	1313		
"NM"	2008	2	"24"	812	520	806	521	677	636		782	907		1342	1327	1313		
"NM"	2008	2	"24"	812	520	806	521	677	636		782	907		1342	1327	1313		
"NM"	2008	2	"24"	812	520	806	521	677	636		782	907		1342	1327	1313		
"NM"	2008	2	"241"	350	38	648	478	555	433	326		329		395	1126	988		
"NM"	2008	2	"241"	350	38	648	478	555	433	326		329		395	1126	988		
"NM"	2008	2	"241"	350	38	648	478	555	433	326		329		395	1126	988		
"NM"	2008	2	"241"	350	38	648	478	555	433	326		329		395	1126	988		
"NM"	2008	2	"241"	350	38	648	478	555	433	326		329		395	1126	988		
"NM"	2008	2	"242"	408	60	900	851	742	828	379		376		481	1751	1570		
"NM"	2008	2	"242"	408	60	900	851	742	828	379		376		481	1751	1570		
"NM"	2008	2	"242"	408	60	900	851	742	828	379		376		481	1751	1570		
"NM"	2008	2	"242"	408	60	900	851	742	828	379		376		481	1751	1570		
"NM"	2008	2	"242"	408	60	900	851	742	828	379		376		481	1751	1570		
"NM"	2008	2	"243"	497	45	419	135	373	231	464		462		556	554	604		
"NM"	2008	2	"243"	497	45	419	135	373	231	464		462		556	554	604		
"NM"	2008	2	"243"	497	45	419	135	373	231	464		462		556	554	604		
"NM"	2008	2	"243"	497	45	419	135	373	231	464		462		556	554	604		
"NM"	2008	2	"243"	497	45	419	135	373	231	464		462		556	554	604		
"NM"	2008	2	"244"	511	99	832	506	722	599	502		484		626	1338	1321		
"NM"	2008	2	"244"	511	99	832	506	722	599	502		484		626	1338	1321		
"NM"	2008	2	"244"	511	99	832	506	722	599	502		484		626	1338	1321		
"NM"	2008	2	"244"	511	99	832	506	722	599	502		484		626	1338	1321		
"NM"	2008	2	"244"	511	99	832	506	722	599	502		484		626	1338	1321		
"NM"	2008	2	"245"	416	63	356	148	327	176	412		409		492	504	503		
"NM"	2008	2	"245"	416	63	356	148	327	176	412		409		492	504	503		
"NM"	2008	2	"245"	416	63	356	148	327	176	412		409		492	504	503		
"NM"	2008	2	"245"	416	63	356	148	327	176	412		409		492	504	503		
"NM"	2008	2	"245"	416	63	356	148	327	176	412		409		492	504	503		
"NM"	2008	2	"246"	242	66	794	599	692	688	265		258		315	1393	1380		
"NM"	2008	2	"246"	242	66	794	599	692	688	265		258		315	1393	1380		
"NM"	2008	2	"246"	242	66	794	599	692	688	265		258		315	1393	1380		
"NM"	2008	2	"246"	242	66	794	599	692	688	265		258		315	1393	1380		
"NM"	2008	2	"246"	242	66	794	599	692	688	265		258		315	1393	1380		
"NM"	2008	2	"25"	551	457	574	168	490	246	561	403	630		1022	742	736	964	
"NM"	2008	2	"25"	551	457	574	168	490	246	561	403	630		1022	742	736	964	
"NM"	2008	2	"25"	551	457	574	168	490	246	561	403	630		1022	742	736	964	
"NM"	2008	2	"25"	551	457	574	168	490	246	561	403	630		1022	742	736	964	
"NM"	2008	2	"25"	551	457	574	168	490	246	561	403	630		1022	742	736	964	
"NM"	2008	2	"251"	324	66	529	259	429	350	320		319		397	788	779		
"NM"	2008	2	"251"	324	66	529	259	429	350	320		319		397	788	779		
"NM"	2008	2	"251"	324	66	529	259	429	350	320		319		397	788	779		
"NM"	2008	2	"251"	324	66	529	259	429	350	320		319		397	788	779		
"NM"	2008	2	"251"	324	66	529	259	429	350	320		319		397	788	779		
"NM"	2008	2	"252"	351	91	499	119	357	299	363		352		447	618	656		
"NM"	2008	2	"252"	351	91	499	119	357	299	363		352		447	618	656		
"NM"	2008	2	"252"	351	91	499	119	357	299	363		352		447	618	656		
"NM"	2008	2	"252"	351	91	499	119	357	299	363		352		447	618	656		
"NM"	2008	2	"252"	351	91	499	119	357	299	363		352		447	618	656		
"NM"	2008	2	"253"	560	135	170	32	487	112	529		522		703	202	599		
"NM"	2008	2	"253"	560	135	170	32	487	112	529		522		703	202	599		
"NM"	2008	2	"253"	560	135	170	32	487	112	529		522		703	202	599		
"NM"	2008	2	"253"	560	135	170	32	487	112	529		522		703	202	599		
"NM"	2008	2	"253"	560	135	170	32	487	112	529		522		703	202	599		
"NM"	2008	2	"254"	484	141	479	82	151	47	468		465		638	561	198		
"NM"	2008	2	"254"	484	141	479	82	151	47	468		465		638	561	198		
"NM"	2008	2	"254"	484	141	479	82	151	47	468		465		638	561	198		
"NM"	2008	2	"254"	484	141	479	82	151	47	468		465		638	561	198		
"NM"	2008	2	"254"	484	141	479	82	151	47	468		465		638	561	198		
"NM"	2008	2	"255"	530	98	423	242	234	59	513		516		641	665	293		
"NM"	2008	2	"255"	530	98	423	242	234	59	513		516		641	665	293		
"NM"	2008	2	"255"	530	98	423	242	234	59	513		516		641	665	293		
"NM"	2008	2	"255"	530	98	423	242	234	59	513		516		641	665	293		
"NM"	2008	2	"255"	530	98	423	242	234	59	513		516		641	665	293		
"NM"	2008	2	"256"	375	103	289	41	333	239	372		373		483	330	572		
"NM"	2008	2	"256"	375	103	289	41	333	239	372		373		483	330	572		
"NM"	2008	2	"256"	375	103	289	41	333	239	372		373		483	330	572		
"NM"	2008	2	"256"	375	103	289	41	333	239	372		373		483	330	572		
"NM"	2008	2	"256"	375	103	289	41	333	239	372		373		483	330	572		
"NM"	2008	2	"257"	2	3	598	283	512	359	1		2		5	881	871		
"NM"	2008	2	"257"	2	3	598	283	512	359	1		2		5	881	871		
"NM"	2008	2	"257"	2	3	598	283	512	359	1		2		5	881	871		
"NM"	2008	2	"257"	2	3	598	283	512	359	1		2		5	881	871		
"NM"	2008	2	"257"	2	3	598	283	512	359	1		2		5	881	871		
"NM"	2008	2	"258"	156	202	518	148	472	187	228		231		361	666	659		
"NM"	2008	2	"258"	156	202	518	148	472	187	228		231		361	666	659		
"NM"	2008	2	"258"	156	202	518	148	472	187	228		231		361	666	659		
"NM"	2008	2	"258"	156	202	518	148	472	187	228		231		361	666	659		
"NM"	2008	2	"258"	156	202	518	148	472	187	228		231		361	666	659		
"NM"	2008	2	"26"	707	346	536	224	483	279	747	295	807		1067	760	762	1042	
"NM"	2008	2	"26"	707	346	536	224	483	279	747	295	807		1067	760	762	1042	
"NM"	2008	2	"26"	707	346	536	224	483	279	747	295	807		1067	760	762	1042	
"NM"	2008	2	"26"	707	346	536	224	483	279	747	295	807		1067	760	762	1042	
"NM"	2008	2	"26"	707	346	536	224	483	279	747	295	807		1067	760	762	1042	
"NM"	2008	2	"27"	443	213	391	189	463	92	470	176	508		670	580	555	646	
"NM"	2008	2	"27"	443	213	391	189	463	92	470	176	508		670	580	555	646	
"NM"	2008	2	"27"	443	213	391	189	463	92	470	176	508		670	580	555	646	
"NM"	2008	2	"27"	443	213	391	189	463	92	470	176	508		670	580	555	646	
"NM"	2008	2	"27"	443	213	391	189	463	92	470	176	508		670	580	555	646	
"NM"	2008	2	"271"	419	108	264	29	278	51	427		427		538	293	329		
"NM"	2008	2	"271"	419	108	264	29	278	51	427		427		538	293	329		
"NM"	2008	2	"271"	419	108	264	29	278	51	427		427		538	293	329		
"NM"	2008	2	"271"	419	108	264	29	278	51	427		427		538	293	329		
"NM"	2008	2	"271"	419	108	264	29	278	51	427		427		538	293	329		
"NM"	2008	2	"272"	329	89	386	68	358	91	323		327		425	454	449		
"NM"	2008	2	"272"	329	89	386	68	358	91	323		327		425	454	449		
"NM"	2008	2	"272"	329	89	386	68	358	91	323		327		425	454	449		
"NM"	2008	2	"272"	329	89	386	68	358	91	323		327		425	454	449		
"NM"	2008	2	"272"	329	89	386	68	358	91	323		327		425	454	449		
"NM"	2008	2	"273"	471	174	137	18	126	29	484		486		655	155	155		
"NM"	2008	2	"273"	471	174	137	18	126	29	484		486		655	155	155		
"NM"	2008	2	"273"	471	174	137	18	126	29	484		486		655	155	155		
"NM"	2008	2	"273"	471	174	137	18	126	29	484		486		655	155	155		
"NM"	2008	2	"273"	471	174	137	18	126	29	484		486		655	155	155		
"NM"	2008	2	"274"	311	78	197	15	181	28	308		317		395	212	209		
"NM"	2008	2	"274"	311	78	197	15	181	28	308		317		395	212	209		
"NM"	2008	2	"274"	311	78	197	15	181	28	308		317		395	212	209		
"NM"	2008	2	"274"	311	78	197	15	181	28	308		317		395	212	209		
"NM"	2008	2	"274"	311	78	197	15	181	28	308		317		395	212	209		
"NM"	2008	2	"275"	670	213	527	77	513	89	710		703		902	604	602		
"NM"	2008	2	"275"	670	213	527	77	513	89	710		703		902	604	602		
"NM"	2008	2	"275"	670	213	527	77	513	89	710		703		902	604	602		
"NM"	2008	2	"275"	670	213	527	77	513	89	710		703		902	604	602		
"NM"	2008	2	"275"	670	213	527	77	513	89	710		703		902	604	602		
"NM"	2008	2	"278"	236	156	167	174	385	103	268		275		400	341	488		
"NM"	2008	2	"278"	236	156	167	174	385	103	268		275		400	341	488		
"NM"	2008	2	"278"	236	156	167	174	385	103	268		275		400	341	488		
"NM"	2008	2	"278"	236	156	167	174	385	103	268		275		400	341	488		
"NM"	2008	2	"278"	236	156	167	174	385	103	268		275		400	341	488		
"NM"	2008	2	"28"	359	155	30	9	140	201	382	116	406		518	39	341	498	
"NM"	2008	2	"28"	359	155	30	9	140	201	382	116	406		518	39	341	498	
"NM"	2008	2	"28"	359	155	30	9	140	201	382	116	406		518	39	341	498	
"NM"	2008	2	"28"	359	155	30	9	140	201	382	116	406		518	39	341	498	
"NM"	2008	2	"28"	359	155	30	9	140	201	382	116	406		518	39	341	498	
"NM"	2008	2	"281"	320	118	432	271	26	13	315		328		446	703	39		
"NM"	2008	2	"281"	320	118	432	271	26	13	315		328		446	703	39		
"NM"	2008	2	"281"	320	118	432	271	26	13	315		328		446	703	39		
"NM"	2008	2	"281"	320	118	432	271	26	13	315		328		446	703	39		
"NM"	2008	2	"281"	320	118	432	271	26	13	315		328		446	703	39		
"NM"	2008	2	"282"	487	146	712	413	327	362	496		499		646	1125	689		
"NM"	2008	2	"282"	487	146	712	413	327	362	496		499		646	1125	689		
"NM"	2008	2	"282"	487	146	712	413	327	362	496		499		646	1125	689		
"NM"	2008	2	"282"	487	146	712	413	327	362	496		499		646	1125	689		
"NM"	2008	2	"282"	487	146	712	413	327	362	496		499		646	1125	689		
"NM"	2008	2	"283"	192	75	420	73	601	515	208		204		272	493	1116		
"NM"	2008	2	"283"	192	75	420	73	601	515	208		204		272	493	1116		
"NM"	2008	2	"283"	192	75	420	73	601	515	208		204		272	493	1116		
"NM"	2008	2	"283"	192	75	420	73	601	515	208		204		272	493	1116		
"NM"	2008	2	"283"	192	75	420	73	601	515	208		204		272	493	1116		
"NM"	2008	2	"284"	273	169	678	518	529	643	320		322		449	1196	1172		
"NM"	2008	2	"284"	273	169	678	518	529	643	320		322		449	1196	1172		
"NM"	2008	2	"284"	273	169	678	518	529	643	320		322		449	1196	1172		
"NM"	2008	2	"284"	273	169	678	518	529	643	320		322		449	1196	1172		
"NM"	2008	2	"284"	273	169	678	518	529	643	320		322		449	1196	1172		
"NM"	2008	2	"285"	239	127	403	291	335	354	262		270		377	694	689		
"NM"	2008	2	"285"	239	127	403	291	335	354	262		270		377	694	689		
"NM"	2008	2	"285"	239	127	403	291	335	354	262		270		377	694	689		
"NM"	2008	2	"285"	239	127	403	291	335	354	262		270		377	694	689		
"NM"	2008	2	"285"	239	127	403	291	335	354	262		270		377	694	689		
"NM"	2008	2	"286"	572	169	865	849	709	993	589		562	140	750	1714	1702		702
"NM"	2008	2	"286"	572	169	865	849	709	993	589		562	140	750	1714	1702		702
"NM"	2008	2	"286"	572	169	865	849	709	993	589		562	140	750	1714	1702		702
"NM"	2008	2	"286"	572	169	865	849	709	993	589		562	140	750	1714	1702		702
"NM"	2008	2	"286"	572	169	865	849	709	993	589		562	140	750	1714	1702		702
"NM"	2008	2	"287"	257	111	1657	1458	1434	1340	281		263	90	373	3115	2774		353
"NM"	2008	2	"287"	257	111	1657	1458	1434	1340	281		263	90	373	3115	2774		353
"NM"	2008	2	"287"	257	111	1657	1458	1434	1340	281		263	90	373	3115	2774		353
"NM"	2008	2	"287"	257	111	1657	1458	1434	1340	281		263	90	373	3115	2774		353
"NM"	2008	2	"287"	257	111	1657	1458	1434	1340	281		263	90	373	3115	2774		353
"NM"	2008	2	"289"	536	612	1080	913	895	1104	416	687		750	1159	1993	1999	1103	
"NM"	2008	2	"289"	536	612	1080	913	895	1104	416	687		750	1159	1993	1999	1103	
"NM"	2008	2	"289"	536	612	1080	913	895	1104	416	687		750	1159	1993	1999	1103	
"NM"	2008	2	"289"	536	612	1080	913	895	1104	416	687		750	1159	1993	1999	1103	
"NM"	2008	2	"289"	536	612	1080	913	895	1104	416	687		750	1159	1993	1999	1103	
"NM"	2008	2	"29"	440	209	892	839	756	778		357		351	658	1731	1534		
"NM"	2008	2	"29"	440	209	892	839	756	778		357		351	658	1731	1534		
