state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USS_dv	g2004_USS_rv	g2004_USH_dv	g2004_USH_rv	g2004_STS_dv	g2004_STS_rv	g2004_STH_dv	g2004_STH_rv	ld	sd	cd	g2004_USP_tv	g2004_USS_tv	g2004_USH_tv	g2004_STS_tv	g2004_STH_tv
"IA"	2004	"Bremer"	"East Polk Douglas"	107	169	52	229	90	187			0	224	17		1	278.0	283.0	281.0	0.0	228.0
"IA"	2004	"Bremer"	"Franklin Maxfield City Of Readlyn"	310	465	138	635	217	543			284	480	18		1	780.0	779.0	767.0	0.0	764.0
"IA"	2004	"Bremer"	"Frederika Leroy City Of Frederika"	130	130	66	193	98	159			123	133	18		1	261.0	262.0	259.0	0.0	256.0
"IA"	2004	"Bremer"	"Jackson Twp (part)"	135	142	55	219	97	173			0	213	17		1	279.0	277.0	274.0	0.0	223.0
"IA"	2004	"Bremer"	"Jefferson Twp"	257	359	103	508	187	421			0	482	17		1	619.0	617.0	613.0	0.0	488.0
"IA"	2004	"Bremer"	"Lafayette Warren"	257	277	101	431	201	320			0	397	17		1	537.0	536.0	529.0	0.0	410.0
"IA"	2004	"Bremer"	"Sumner 2 City Of Sumner"	405	577	141	839	273	696			366	614	18		1	989.0	987.0	980.0	0.0	980.0
"IA"	2004	"Bremer"	"Waverly Ward 1"	423	414	212	618	341	490			0	616	17		1	842.0	841.0	838.0	0.0	642.0
"IA"	2004	"Bremer"	"Waverly Ward 2"	363	389	153	598	262	481			0	578	17		1	758.0	759.0	753.0	0.0	613.0
"IA"	2004	"Bremer"	"Waverly Ward 3"	289	236	134	372	203	290			0	356	17		1	533.0	519.0	504.0	0.0	386.0
"IA"	2004	"Bremer"	"Waverly Ward 4 Washington Jackson"	542	596	216	904	385	717			0	871	17		1	1148.0	1143.0	1121.0	0.0	918.0
"IA"	2004	"Bremer"	"Waverly Ward 5"	355	446	154	630	254	525			0	594	17		1	806.0	790.0	783.0	0.0	630.0
"IA"	2004	"Bremer"	"West Polk City Of Plainfield"	120	157	68	208	85	186			0	199	17		1	279.0	280.0	276.0	0.0	201.0
"IA"	2004	"Bremer Total"		6025	6665	2779	9761	4442	7965	0	0	1971	8614				12779.0	12704.0	12564.0	0.0	10853.0
"IA"	2004	"Buchanan"	"Absentee and Special Ballots"	1608	1110	996	1679	1266	1391	1618	1030	1339	1335	23	12	1	2733.0	2707.0	2694.0	2651.0	2678.0
"IA"	2004	"Buchanan"	"Aurora"	104	93	44	154	73	120	120	77	80	113	23	12	1	200.0	200.0	200.0	197.0	193.0
"IA"	2004	"Buchanan"	"Brandon"	179	135	79	233	130	185	159	153	128	181	23	12	1	319.0	319.0	319.0	312.0	309.0
"IA"	2004	"Buchanan"	"Fairbank"	260	196	126	328	193	256	264	187	283	171	23	12	1	457.0	459.0	455.0	451.0	454.0
"IA"	2004	"Buchanan"	"Hazleton"	274	193	134	325	190	263	268	189	235	221	23	12	1	471.0	469.0	468.0	459.0	457.0
"IA"	2004	"Buchanan"	"Independence 1 Washington"	421	412	188	632	320	495	428	385	280	539	23	12	1	839.0	836.0	826.0	813.0	820.0
"IA"	2004	"Buchanan"	"Independence 2"	200	218	84	325	141	266	210	200	134	278	23	12	1	421.0	416.0	417.0	410.0	412.0
"IA"	2004	"Buchanan"	"Independence 3"	249	269	139	372	183	322	255	253	188	327	23	12	1	519.0	517.0	511.0	509.0	515.0
"IA"	2004	"Buchanan"	"Independence 4"	242	178	127	293	177	243	241	179	172	250	23	12	1	422.0	429.0	428.0	421.0	422.0
"IA"	2004	"Buchanan"	"Independence 5"	226	190	123	289	168	241	222	190	164	247	23	12	1	420.0	416.0	414.0	412.0	411.0
"IA"	2004	"Buchanan"	"Jesup"	442	459	203	694	307	580	460	427	399	476	23	12	1	905.0	908.0	900.0	887.0	875.0
"IA"	2004	"Buchanan"	"Lamont"	133	118	60	193	105	149	167	92	124	129	23	12	1	252.0	256.0	257.0	259.0	253.0
"IA"	2004	"Buchanan"	"Perry Westburg"	243	219	109	355	184	278	238	218	205	250	23	12	1	467.0	472.0	469.0	456.0	456.0
"IA"	2004	"Buchanan"	"Quasqueton"	413	385	167	621	272	507	393	393	260	534	23	12	1	805.0	798.0	791.0	786.0	794.0
"IA"	2004	"Buchanan"	"Rowley"	315	335	146	500	221	419	305	336	186	459	23	12	1	654.0	655.0	653.0	642.0	645.0
"IA"	2004	"Buchanan"	"Winthrop"	299	287	114	470	191	388	332	251	215	367	23	12	1	591.0	593.0	586.0	583.0	582.0
"IA"	2004	"Buchanan Total"		5608	4797	2839	7463	4121	6103	5680	4560	4392	5877				10475.0	10450.0	10388.0	10248.0	10276.0
"IA"	2004	"Buena Vista"	"Absentee and Special Ballots"	826	939	489	1233	720	989	0	1219	0	1335	52	26	5	1789.0	1751.0	1711.0	1232.0	1348.0
"IA"	2004	"Buena Vista"	"Alta Nokomis"	322	532	136	702	251	581	0	676	0	729	52	26	5	866.0	849.0	832.0	681.0	733.0
"IA"	2004	"Buena Vista"	"Brooke"	16	51	5	62	14	48	0	53	0	54	52	26	5	67.0	67.0	62.0	53.0	54.0
"IA"	2004	"Buena Vista"	"Elk"	33	63	12	83	28	67	0	81	0	83	52	26	5	98.0	95.0	95.0	82.0	84.0
"IA"	2004	"Buena Vista"	"Fairfield Coon"	160	330	52	435	108	375	0	406	0	437	52	26	5	494.0	492.0	483.0	410.0	438.0
"IA"	2004	"Buena Vista"	"Grant Providence"	72	196	26	239	52	213	0	222	0	232	52	26	5	272.0	271.0	265.0	222.0	232.0
"IA"	2004	"Buena Vista"	"Hayes Maple Valley"	148	294	54	380	96	333	0	358	0	387	52	26	5	443.0	438.0	430.0	359.0	387.0
"IA"	2004	"Buena Vista"	"Lakeside"	77	102	37	135	57	116	0	129	0	139	52	26	5	179.0	173.0	173.0	131.0	141.0
"IA"	2004	"Buena Vista"	"Lee"	189	214	89	309	158	221	0	259	0	285	52	26	5	409.0	401.0	382.0	262.0	289.0
"IA"	2004	"Buena Vista"	"Lincoln Scott"	72	128	25	172	57	136	0	148	0	160	52	26	5	201.0	198.0	193.0	149.0	161.0
"IA"	2004	"Buena Vista"	"Linn Grove"	50	109	20	134	44	106	0	127	0	132	52	26	5	161.0	156.0	150.0	128.0	133.0
"IA"	2004	"Buena Vista"	"Newell"	195	283	84	385	159	306	0	358	0	385	52	26	5	479.0	474.0	465.0	360.0	386.0
"IA"	2004	"Buena Vista"	"Poland"	90	106	40	148	71	116	0	139	0	147	52	26	5	196.0	191.0	187.0	143.0	150.0
"IA"	2004	"Buena Vista"	"Rembrandt"	71	61	27	102	50	72	0	92	0	98	52	26	5	132.0	129.0	122.0	92.0	98.0
"IA"	2004	"Buena Vista"	"Storm Lake 1"	306	349	153	486	252	396	0	464	0	494	52	26	5	661.0	645.0	648.0	465.0	497.0
"IA"	2004	"Buena Vista"	"Storm Lake 2"	231	176	115	275	189	211	0	274	0	294	52	26	5	414.0	398.0	400.0	277.0	295.0
"IA"	2004	"Buena Vista"	"Storm Lake 3"	353	566	159	733	277	605	0	708	0	751	52	26	5	925.0	900.0	886.0	712.0	756.0
"IA"	2004	"Buena Vista"	"Storm Lake 4"	227	255	117	347	196	272	0	342	0	375	52	26	5	488.0	469.0	468.0	346.0	377.0
"IA"	2004	"Buena Vista"	"Truesdale"	82	133	42	169	66	145	0	168	0	173	52	26	5	216.0	213.0	211.0	168.0	174.0
"IA"	2004	"Buena Vista Total"		3520	4887	1682	6529	2845	5308	0	6223	0	6690				8490.0	8310.0	8163.0	6272.0	6733.0
"IA"	2004	"Butler"	"Absentee and Special Ballots"	683	1051	350	1333	507	1154			0	1349	17		1	1743.0	1698.0	1679.0	0.0	1422.0
"IA"	2004	"Butler"	"Albion"	317	507	125	691	237	570			0	658	17		1	831.0	822.0	814.0	0.0	681.0
"IA"	2004	"Butler"	"Beaver"	241	254	76	415	180	308			0	382	17		1	498.0	496.0	492.0	0.0	397.0
"IA"	2004	"Butler"	"Bennezzette"	39	80	15	101	24	89			0	94	17		1	120.0	119.0	117.0	0.0	99.0
"IA"	2004	"Butler"	"Coldwater"	324	292	154	453	225	376			0	429	17		1	622.0	617.0	611.0	0.0	508.0
"IA"	2004	"Butler"	"Dayton Fremont"	85	127	30	181	55	155			0	180	17		1	214.0	213.0	213.0	0.0	190.0
"IA"	2004	"Butler"	"Jackson Butler"	390	427	164	648	292	503			0	649	17		1	821.0	820.0	806.0	0.0	686.0
"IA"	2004	"Butler"	"Jefferson Shell Rock"	385	433	176	629	283	510			0	612	17		1	826.0	820.0	811.0	0.0	667.0
"IA"	2004	"Butler"	"Madison Ripley Washington"	81	204	24	261	56	224			0	246	17		1	288.0	287.0	283.0	0.0	248.0
"IA"	2004	"Butler"	"Monroe"	138	482	63	552	102	508			0	536	17		1	623.0	620.0	615.0	0.0	550.0
"IA"	2004	"Butler"	"Pittsford"	136	209	58	279	78	254			0	290	17		1	347.0	341.0	336.0	0.0	290.0
"IA"	2004	"Butler"	"West Point Allison"	145	314	53	405	94	361			0	388	17		1	464.0	463.0	458.0	0.0	399.0
"IA"	2004	"Butler"	"West Point Bristow"	37	73	14	94	26	82			0	89	17		1	114.0	111.0	111.0	0.0	96.0
"IA"	2004	"Butler Total"		3001	4453	1302	6042	2159	5094	0	0	0	5902				7511.0	7427.0	7346.0	0.0	6233.0
"IA"	2004	"Calhoun"	"Absentee and Special Ballots"	505	740	302	928	398	827			0	940	50		4	1255.0	1245.0	1225.0	0.0	944.0
"IA"	2004	"Calhoun"	"Precinct 1"	181	254	87	349	145	291			0	319	50		4	444.0	443.0	436.0	0.0	319.0
"IA"	2004	"Calhoun"	"Precinct 10"	326	489	141	653	223	580			0	648	50		4	821.0	811.0	803.0	0.0	653.0
"IA"	2004	"Calhoun"	"Precinct 11"	98	151	36	206	69	175			0	211	50		4	250.0	245.0	244.0	0.0	211.0
"IA"	2004	"Calhoun"	"Precinct 12"	298	426	131	576	209	486			0	539	50		4	725.0	710.0	695.0	0.0	544.0
"IA"	2004	"Calhoun"	"Precinct 13"	59	155	21	192	45	166			0	183	50		4	215.0	214.0	211.0	0.0	183.0
"IA"	2004	"Calhoun"	"Precinct 14"	103	135	46	190	72	159			0	191	50		4	240.0	239.0	231.0	0.0	192.0
"IA"	2004	"Calhoun"	"Precinct 2"	54	98	19	131	32	119			0	133	50		4	152.0	151.0	151.0	0.0	134.0
"IA"	2004	"Calhoun"	"Precinct 3"	64	88	27	120	44	107			0	130	50		4	156.0	152.0	151.0	0.0	130.0
"IA"	2004	"Calhoun"	"Precinct 4"	71	154	22	199	46	173			0	171	50		4	228.0	223.0	219.0	0.0	171.0
"IA"	2004	"Calhoun"	"Precinct 5"	31	45	10	61	20	56			0	65	50		4	76.0	76.0	76.0	0.0	65.0
"IA"	2004	"Calhoun"	"Precinct 6"	40	55	17	80	32	61			0	71	50		4	96.0	97.0	93.0	0.0	71.0
"IA"	2004	"Calhoun"	"Precinct 7"	53	60	32	80	41	71			0	85	50		4	115.0	114.0	112.0	0.0	86.0
"IA"	2004	"Calhoun"	"Precinct 8"	326	371	128	563	211	476			0	553	50		4	701.0	698.0	688.0	0.0	556.0
"IA"	2004	"Calhoun"	"Precinct 9"	34	34	12	54	28	36			0	38	50		4	68.0	66.0	64.0	0.0	38.0
"IA"	2004	"Calhoun Total"		2243	3255	1031	4382	1615	3783	0	0	0	4277				5542.0	5484.0	5399.0	0.0	4297.0
"IA"	2004	"Carroll"	"Absentee and Special Ballots"	1230	1242	765	1613	1109	1216	0	1566	0	1658	51	26	5	2493.0	2409.0	2329.0	1591.0	1674.0
"IA"	2004	"Carroll"	"Arcadia"	115	158	67	195	112	147	0	203	0	214	51	26	5	274.0	265.0	259.0	204.0	215.0
"IA"	2004	"Carroll"	"Carroll 1"	433	639	180	867	376	636	0	808	0	868	51	26	5	1075.0	1058.0	1013.0	813.0	872.0
"IA"	2004	"Carroll"	"Carroll 2 North 1/2 Of Maple River Twp"	491	632	256	833	430	620	0	804	0	846	51	26	5	1126.0	1101.0	1050.0	811.0	855.0
"IA"	2004	"Carroll"	"Carroll 3 South 1/2 Of Maple River Twp"	418	530	209	709	358	531	0	648	0	694	51	26	5	955.0	937.0	890.0	654.0	701.0
"IA"	2004	"Carroll"	"Carroll 4"	329	367	166	506	293	374	0	512	0	558	51	26	5	703.0	691.0	667.0	517.0	564.0
"IA"	2004	"Carroll"	"Eden"	115	143	55	196	98	135	0	171	0	203	51	26	5	260.0	251.0	233.0	172.0	205.0
"IA"	2004	"Carroll"	"Ewoldt"	292	364	129	502	253	379	0	482	0	504	51	26	5	661.0	649.0	632.0	485.0	507.0
"IA"	2004	"Carroll"	"Glidden"	250	376	104	515	220	373	0	475	0	491	51	26	5	629.0	623.0	593.0	476.0	492.0
"IA"	2004	"Carroll"	"Jasper"	55	73	21	103	45	72	0	84	0	89	51	26	5	130.0	126.0	117.0	85.0	91.0
"IA"	2004	"Carroll"	"Newton"	94	109	42	153	85	96	0	141	0	156	51	26	5	204.0	197.0	181.0	141.0	156.0
"IA"	2004	"Carroll"	"Pleasant Valley-richland"	86	112	41	156	78	111	0	148	0	154	51	26	5	200.0	198.0	189.0	149.0	155.0
"IA"	2004	"Carroll"	"Sheridan-grant"	108	196	45	243	92	193	0	200	0	229	51	26	5	307.0	292.0	285.0	200.0	229.0
"IA"	2004	"Carroll"	"Union"	321	352	145	505	276	346	0	461	0	485	51	26	5	676.0	661.0	623.0	463.0	487.0
"IA"	2004	"Carroll"	"Washington-roselle"	164	215	70	311	151	204	0	266	0	302	51	26	5	385.0	383.0	355.0	266.0	302.0
"IA"	2004	"Carroll"	"Wheatland-kniest"	188	254	80	354	149	273	0	338	0	352	51	26	5	446.0	437.0	423.0	339.0	353.0
"IA"	2004	"Carroll Total"		4689	5762	2375	7761	4125	5706	0	7307	0	7803				10524.0	10278.0	9839.0	7366.0	7858.0
"IA"	2004	"Cass"	"Absentee and Special Ballots"	732	1202	404	1444	670	1134			112	1435				1947.0	1886.0	1804.0	0.0	1561.0
"IA"	2004	"Cass"	"Atlantic Ward 1"	158	248	76	313	146	240			0	332	57			409.0	405.0	386.0	0.0	333.0
"IA"	2004	"Cass"	"Atlantic Ward 2 And Grove"	171	230	82	306	157	226			0	326	57			403.0	401.0	383.0	0.0	327.0
"IA"	2004	"Cass"	"Atlantic Ward 3"	163	356	73	434	172	323			0	445	57			522.0	512.0	495.0	0.0	447.0
"IA"	2004	"Cass"	"Atlantic Ward 4"	198	387	88	491	184	385			0	503	57			594.0	588.0	569.0	0.0	506.0
"IA"	2004	"Cass"	"Atlantic Ward 5"	215	381	96	498	192	375			0	498	57			600.0	598.0	567.0	0.0	500.0
"IA"	2004	"Cass"	"Bear Grove And Noble Twps"	66	186	24	224	53	192			0	231	57			254.0	253.0	245.0	0.0	232.0
"IA"	2004	"Cass"	"Benton Twp"	17	56	5	68	20	47			16	48	58			75.0	74.0	67.0	0.0	64.0
"IA"	2004	"Cass"	"Brighton Twp And Marne"	50	108	21	127	44	96			0	128	57			159.0	151.0	140.0	0.0	129.0
"IA"	2004	"Cass"	"Cass Twp And Lewis"	84	202	35	242	75	203			0	254	57			289.0	282.0	278.0	0.0	255.0
"IA"	2004	"Cass"	"Edna Twp"	12	43	11	45	18	38			0	49	57			56.0	56.0	56.0	0.0	50.0
"IA"	2004	"Cass"	"Franklin Twp And Wiota"	55	105	23	129	58	92			48	102	58			161.0	156.0	150.0	0.0	150.0
"IA"	2004	"Cass"	"Grant And Lincoln Twps And Anita"	280	315	106	479	256	306			217	361	58			600.0	592.0	562.0	0.0	578.0
"IA"	2004	"Cass"	"Grove 1 Pymosa Washington Twps"	92	232	29	289	89	220			0	395	57			328.0	324.0	309.0	0.0	395.0
"IA"	2004	"Cass"	"Massena Twp And City"	102	177	39	231	87	166			73	196	58			280.0	274.0	253.0	0.0	269.0
"IA"	2004	"Cass"	"Pleasant Twp And Griswold"	164	399	79	475	155	383			0	493	57			568.0	559.0	538.0	0.0	494.0
"IA"	2004	"Cass"	"Union Twp And Cumberland"	82	124	34	170	79	120			0	169	57			215.0	212.0	199.0	0.0	169.0
"IA"	2004	"Cass"	"Victoria Twp"	38	45	14	64	31	46			32	49	58			83.0	82.0	77.0	0.0	81.0
"IA"	2004	"Cass Total"		2679	4796	1239	6029	2486	4592	0	0	498	6014				7543.0	7405.0	7078.0	0.0	6540.0
"IA"	2004	"Cedar"	"Absentee and Special Ballots"	1504	1225	933	1725	1053	1601	1510	1152	1438	1231	79	40	2	2743.0	2703.0	2677.0	2664.0	2671.0
"IA"	2004	"Cedar"	"Cass Red Oak"	94	87	50	127	55	119	89	87	86	88	79	40	2	182.0	180.0	176.0	176.0	174.0
"IA"	2004	"Cedar"	"Center"	125	179	37	260	63	224	113	178	103	193	79	40	2	305.0	302.0	292.0	291.0	296.0
"IA"	2004	"Cedar"	"Dayton Fairfield"	260	350	107	491	143	451	260	348	230	367	79	40	2	617.0	609.0	601.0	608.0	597.0
"IA"	2004	"Cedar"	"Farmington Durant"	336	509	143	680	171	644	304	520	240	590	79	40	2	850.0	841.0	830.0	824.0	831.0
"IA"	2004	"Cedar"	"Fremont Stanwood"	158	232	62	325	79	294	156	225	158	222	79	40	2	394.0	391.0	378.0	381.0	380.0
"IA"	2004	"Cedar"	"Gower Springdale"	682	517	363	791	413	742	646	522	812	384	79	40	2	1207.0	1192.0	1178.0	1168.0	1197.0
"IA"	2004	"Cedar"	"Inland Bennett"	136	195	63	265	83	235	115	213	97	233	79	40	2	338.0	336.0	326.0	328.0	330.0
"IA"	2004	"Cedar"	"Iowa Rochester Sugar Creek"	230	322	105	438	128	404	200	343	197	357	79	40	2	559.0	553.0	542.0	543.0	554.0
"IA"	2004	"Cedar"	"Linn Pioneer"	428	413	222	602	280	529	407	411	387	430	79	40	2	853.0	842.0	828.0	820.0	817.0
"IA"	2004	"Cedar"	"Massillon Springfield"	271	316	135	444	145	426	262	313	240	337	79	40	2	593.0	590.0	580.0	576.0	577.0
"IA"	2004	"Cedar"	"Tipton 1"	161	152	68	241	85	216	160	147	137	173	79	40	2	316.0	317.0	309.0	307.0	310.0
"IA"	2004	"Cedar"	"Tipton 2"	156	148	75	215	95	192	139	154	139	151	79	40	2	306.0	296.0	293.0	293.0	290.0
"IA"	2004	"Cedar"	"Tipton 3"	206	224	70	347	105	312	191	219	168	251	79	40	2	431.0	425.0	419.0	410.0	419.0
"IA"	2004	"Cedar Total"		4747	4869	2433	6951	2898	6389	4552	4832	4432	5007				9694.0	9577.0	9429.0	9389.0	9443.0
"IA"	2004	"Cerro Gordo"	"Absentee and Special Ballots"	5484	3467	3382	5394	4668	4155	1192	1142				6	4	9008.0	8921.0	8830.0	2335.0	0.0
"IA"	2004	"Cerro Gordo"	"Absentee and Special Ballots HD 12"									906	1434	12			0.0	0.0	0.0	0.0	2340.0
"IA"	2004	"Cerro Gordo"	"Absentee and Special Ballots HD 13"									3364	2935	13			0.0	0.0	0.0	0.0	6304.0
"IA"	2004	"Cerro Gordo"	"Absentee and Special Ballots HD 14"									155	0	14			0.0	0.0	0.0	0.0	155.0
"IA"	2004	"Cerro Gordo"	"Clear Lake Grant Union"	361	526	168	704	284	589	385	488	220	657	12	6	4	896.0	886.0	873.0	873.0	877.0
"IA"	2004	"Cerro Gordo"	"Clear Lake Pct 1"	412	581	176	796	281	701	397	558	237	732	12	6	4	1000.0	990.0	982.0	955.0	969.0
"IA"	2004	"Cerro Gordo"	"Clear Lake Pct 2"	467	557	221	780	354	658	452	551	274	733	12	6	4	1030.0	1018.0	1012.0	1003.0	1007.0
"IA"	2004	"Cerro Gordo"	"Clear Lake Pct 3"	500	583	216	851	373	692	498	559	294	753	12	6	4	1088.0	1081.0	1067.0	1058.0	1047.0
"IA"	2004	"Cerro Gordo"	"Dougherty"	53	48	23	81	44	58	61	42	41	58	12	6	4	103.0	104.0	102.0	103.0	99.0
"IA"	2004	"Cerro Gordo"	"Falls Plymouth Lime Creek Mason N Twps Pct 265"	210	4	325	8	255	0	194	0	273	0	6	4		350.0	545.0	509.0	381.0	285.0
"IA"	2004	"Cerro Gordo"	"Falls Twp Rock Falls Pct"	115	85	52	148	94	105	107	86	74	120	12	6	4	202.0	202.0	199.0	193.0	194.0
"IA"	2004	"Cerro Gordo"	"Geneseo Bath"	376	289	137	523	273	385	359	306	203	451	12	6	4	672.0	667.0	658.0	666.0	654.0
"IA"	2004	"Cerro Gordo"	"Grimes East"	109	115	41	186	68	161	117	110	64	160	12	6	4	231.0	233.0	229.0	227.0	224.0
"IA"	2004	"Cerro Gordo"	"Grimes West"	51	82	25	105	32	102	57	73	26	105	12	6	4	137.0	134.0	134.0	130.0	131.0
"IA"	2004	"Cerro Gordo"	"Lake Lincoln"	83	162	49	188	66	173	88	147	64	174	12	6	4	245.0	241.0	239.0	236.0	238.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 1 Pct 1"	299	190	129	340	240	244			231	258	13	6	4	493.0	486.0	484.0	0.0	491.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 1 Pct 2"	525	395	256	651	414	486			389	527	13	6	4	927.0	919.0	901.0	0.0	918.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 1 Pct 3"	336	444	139	626	242	524			229	546	13	6	4	782.0	775.0	766.0	0.0	775.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 2 Pct 1"	341	223	155	391	261	297			248	315	13	6	4	574.0	566.0	559.0	0.0	565.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 2 Pct 2"	414	490	196	689	324	561			314	582	13	6	4	907.0	896.0	885.0	0.0	897.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 2 Pct 3"	417	231	233	400	360	275			343	299	13	6	4	652.0	645.0	636.0	0.0	642.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 3 Pct 1"	356	324	177	487	278	388			285	394	13	6	4	686.0	676.0	666.0	0.0	679.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 3 Pct 2"	436	265	192	495	360	338			339	363	13	6	4	711.0	708.0	702.0	0.0	705.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 3 Pct 3"	412	443	156	689	310	541			284	572	13	6	4	863.0	859.0	851.0	0.0	857.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 4 Pct 1"	364	202	186	360	289	267			289	277	13	6	4	573.0	565.0	556.0	0.0	566.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 4 Pct 2"	451	308	205	536	355	378			367	385	13	6	4	764.0	753.0	734.0	0.0	752.0
"IA"	2004	"Cerro Gordo"	"Mason City Ward 4 Pct 3"	417	350	179	566	310	442			300	457	13	6	4	769.0	758.0	752.0	0.0	759.0
"IA"	2004	"Cerro Gordo"	"Mason Twp South"	160	191	69	279	124	224			222	0	14	6	4	353.0	349.0	348.0	0.0	224.0
"IA"	2004	"Cerro Gordo"	"Mt Vernon Pleasant Valley"	151	187	77	259	114	220	190	150	88	246	12	6	4	341.0	338.0	334.0	340.0	334.0
"IA"	2004	"Cerro Gordo"	"Portland N"	17	12	5	23	15	14			21	0	14	6	4	30.0	30.0	29.0	0.0	21.0
"IA"	2004	"Cerro Gordo Total"		13372	10960	6980	16872	10745	13233	4156	4406	10057	13806				24516.0	24269.0	23996.0	8567.0	23883.0
"IA"	2004	"Cherokee"	"Absentee and Special Ballots"	670	759	0	1075	734	795			575	838	53		5	1443.0	1098.0	1530.0	0.0	1413.0
"IA"	2004	"Cherokee"	"Afton Diamond Pitcher City Aurelia"	300	424	97	606	228	469			169	556	53		5	728.0	721.0	697.0	0.0	725.0
"IA"	2004	"Cherokee"	"Amherst Marcus City Of Marcus"	236	473	73	619	196	486			292	407	53		5	712.0	704.0	682.0	0.0	699.0
"IA"	2004	"Cherokee"	"Cedar Spring City Of Larrabee"	110	147	37	216	82	163			81	173	53		5	260.0	255.0	245.0	0.0	254.0
"IA"	2004	"Cherokee"	"Cherokee Twp"	140	214	63	286	107	242			107	245	53		5	356.0	357.0	349.0	0.0	352.0
"IA"	2004	"Cherokee"	"Cherokee Ward 1"	335	404	146	582	281	439			296	437	53		5	744.0	738.0	721.0	0.0	734.0
"IA"	2004	"Cherokee"	"Cherokee Ward 2"	350	304	142	497	283	357			300	356	53		5	663.0	657.0	640.0	0.0	656.0
"IA"	2004	"Cherokee"	"Cherokee Ward 3"	307	327	111	506	249	358			250	382	53		5	641.0	633.0	607.0	0.0	632.0
"IA"	2004	"Cherokee"	"Grand Meadow Tilden"	59	117	15	160	45	131			78	97	53		5	176.0	175.0	176.0	0.0	175.0
"IA"	2004	"Cherokee"	"Liberty Sheridan Cleghorn Meriden"	193	247	64	369	142	282			199	230	53		5	441.0	437.0	424.0	0.0	429.0
"IA"	2004	"Cherokee"	"Pilot Rock"	94	120	37	172	67	139			89	123	53		5	215.0	213.0	206.0	0.0	212.0
"IA"	2004	"Cherokee"	"Silver Willow Cities Quimby Washta"	194	222	79	331	143	262			189	228	53		5	417.0	417.0	405.0	0.0	417.0
"IA"	2004	"Cherokee Total"		2988	3758	864	5419	2557	4123	0	0	2625	4072				6796.0	6405.0	6682.0	0.0	6698.0
"IA"	2004	"Chickasaw"	"Absentee and Special Ballots"	1130	772	553	1330	948	903	875	944	1283	618	15	8	4	1922.0	1915.0	1853.0	1821.0	1904.0
"IA"	2004	"Chickasaw"	"Bradford"	452	328	199	563	340	414	330	410	350	425	15	8	4	785.0	771.0	754.0	740.0	775.0
"IA"	2004	"Chickasaw"	"Chickasaw"	136	95	51	179	112	116	121	100	135	100	15	8	4	236.0	236.0	228.0	221.0	235.0
"IA"	2004	"Chickasaw"	"Dayton"	57	64	22	96	54	63	45	73	84	38	15	8	4	122.0	122.0	117.0	118.0	122.0
"IA"	2004	"Chickasaw"	"Deerfield"	124	82	55	143	99	99	92	98	135	68	15	8	4	207.0	205.0	198.0	190.0	203.0
"IA"	2004	"Chickasaw"	"Dresden"	58	84	24	118	52	89	45	98	79	65	15	8	4	146.0	146.0	141.0	143.0	144.0
"IA"	2004	"Chickasaw"	"Fredericksburg"	257	291	86	458	199	322	164	356	322	219	15	8	4	553.0	548.0	522.0	520.0	543.0
"IA"	2004	"Chickasaw"	"Jacksonville"	76	82	25	124	63	85	55	95	118	38	15	8	4	159.0	156.0	148.0	150.0	156.0
"IA"	2004	"Chickasaw"	"New Hampton 1"	171	153	73	240	145	172	121	186	237	84	15	8	4	325.0	320.0	317.0	307.0	321.0
"IA"	2004	"Chickasaw"	"New Hampton 2"	159	133	54	231	139	137	110	171	208	82	15	8	4	293.0	291.0	277.0	282.0	291.0
"IA"	2004	"Chickasaw"	"New Hampton 3"	201	145	78	260	166	166	143	185	257	86	15	8	4	348.0	345.0	332.0	328.0	343.0
"IA"	2004	"Chickasaw"	"New Hampton 4"	196	189	86	298	171	202	150	221	286	100	15	8	4	386.0	386.0	374.0	372.0	388.0
"IA"	2004	"Chickasaw"	"New Hampton Twp"	108	165	42	229	104	159	89	175	184	87	15	8	4	273.0	271.0	263.0	264.0	271.0
"IA"	2004	"Chickasaw"	"Richland"	73	84	29	125	54	96	55	96	81	76	15	8	4	160.0	156.0	151.0	151.0	157.0
"IA"	2004	"Chickasaw"	"Stapleton"	176	120	70	221	164	114	141	134	215	76	15	8	4	299.0	291.0	278.0	275.0	291.0
"IA"	2004	"Chickasaw"	"Utica"	95	96	37	147	88	93	68	115	113	74	15	8	4	191.0	186.0	181.0	183.0	187.0
"IA"	2004	"Chickasaw"	"Washington 1"	116	62	49	123	75	94	83	83	131	45	15	8	4	181.0	175.0	169.0	166.0	176.0
"IA"	2004	"Chickasaw"	"Washington 2"	123	95	44	168	93	113	96	108	168	50	15	8	4	220.0	215.0	207.0	204.0	218.0
