state	year	precinct	ward	cd	ld_name	ld_code	sd	mcd	mcd_code	vtd	fips	g2004_BALL_tv	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USH_rv	g2004_USH_dv	g2004_USH_tv	g2004_STH_rv	g2004_STH_dv	g2004_STH_tv
"MN"	2004	"LAKEFIELD P-2"		1	"22B"	44	22	"Lakefield city"	75	95	34316	483	234	235	483	244	174	448	215	256	472
"MN"	2004	"MIDDLETOWN TWP."		1	"22B"	44	22	"Middletown township"	80	100	41948	131	70	57	131	76	48	129	48	82	130
"MN"	2004	"MINNEOTA TWP."		1	"22B"	44	22	"Minneota township"	85	105	43108	164	85	78	163	85	61	156	73	90	163
"MN"	2004	"OKABENA"		1	"22B"	44	22	"Okabena city"	90	110	48184	109	51	51	108	55	44	104	43	64	107
"MN"	2004	"PETERSBURG TWP."		1	"22B"	44	22	"Petersburg township"	95	115	50578	162	114	39	163	117	34	158	95	64	159
"MN"	2004	"ROST TWP."		1	"22B"	44	22	"Rost township"	100	120	55996	122	66	48	130	74	35	115	63	58	121
"MN"	2004	"ROUND LAKE TWP."		1	"22B"	44	22	"Round Lake township"	105	125	56068	102	51	47	102	53	35	99	47	53	100
"MN"	2004	"SIOUX VALLEY TWP."		1	"22B"	44	22	"Sioux Valley township"	110	130	60574	149	73	49	128	77	33	115	63	56	119
"MN"	2004	"WEIMER TWP."		1	"22B"	44	22	"Weimer township"	115	135	69016	90	61	27	92	58	21	88	55	35	90
"MN"	2004	"WEST HERON LAKE TWP."		1	"22B"	44	22	"West Heron Lake township"	120	140	69484	107	59	47	108	57	43	105	44	63	107
"MN"	2004	"WILDER"		1	"22B"	44	22	"Wilder city"	125	145	70258	35	10	25	35	15	14	34	17	18	35
"MN"	2004	"WISCONSIN TWP."		1	"22B"	44	22	"Wisconsin township"	130	150	71212	144	87	53	146	103	33	144	83	60	143
"MN"	2004	"BEAVER BAY"		8	"06A"	11	6	"Beaver Bay city"	4	5	4456	111	52	56	114	31	74	107	35	70	107
"MN"	2004	"BEAVER BAY TWP. P-1"		8	"06A"	11	6	"Beaver Bay township"	5	10	4474	179	87	87	180	52	117	175	46	118	171
"MN"	2004	"BEAVER BAY TWP. P-4"		8	"06A"	11	6	"Beaver Bay township"	5	20	4474	176	76	96	176	59	106	173	49	110	165
"MN"	2004	"CRYSTAL BAY P-1"		8	"06A"	11	6	"Crystal Bay township"	15	25	14194	315	100	210	314	40	238	293	35	229	304
"MN"	2004	"UNORG TERR NO1"		8	"06A"	11	6	"Unorganized Terr. #1"	17	110	34180	88	37	48	87	22	58	85	24	57	85
"MN"	2004	"FALL LAKE TWP."		8	"06A"	11	6	"Fall Lake township"	20	35	20456	454	256	191	455	162	266	438	182	235	435
"MN"	2004	"SILVER BAY P-1"		8	"06A"	11	6	"Silver Bay city"	25	40	60250	396	141	244	394	70	296	377	97	280	380
"MN"	2004	"SILVER BAY P-2"		8	"06A"	11	6	"Silver Bay city"	25	50	60250	880	413	450	886	221	607	836	224	622	852
"MN"	2004	"SILVER CREEK"		8	"06A"	11	6	"Silver Creek township"	30	60	60304	805	317	471	812	206	536	777	230	525	779
"MN"	2004	"STONY RIVER TWP."		8	"06A"	11	6	"Stony River township"	33	65	62995	109	63	42	107	41	56	101	28	68	102
"MN"	2004	"TWO HARBORS W-1"	1	8	"06A"	11	6	"Two Harbors city"	35	70	65956	579	203	356	575	125	409	550	151	390	552
"MN"	2004	"TWO HARBORS W-2"	2	8	"06A"	11	6	"Two Harbors city"	35	80	65956	479	139	333	485	76	373	463	104	342	451
"MN"	2004	"TWO HARBORS W-3"	3	8	"06A"	11	6	"Two Harbors city"	35	90	65956	596	191	397	594	100	447	562	129	428	565
"MN"	2004	"TWO HARBORS W-4"	4	8	"06A"	11	6	"Two Harbors city"	35	105	65956	615	175	430	611	104	480	592	135	449	590
"MN"	2004	"UNORG TERR NO2 PREC 1"		8	"06A"	11	6	"36 Two Harbors Unorganized"	36	115	34185	214	65	138	218	51	144	211	52	141	200
"MN"	2004	"UNORG TERR NO2 PREC 2"		8	"06A"	11	6	"36 Two Harbors Unorganized"	36	120	34185	405	154	244	408	111	271	391	138	235	390
"MN"	2004	"UNORG TERR NO2 PREC 3"		8	"06A"	11	6	"36 Two Harbors Unorganized"	36	125	34185	655	249	391	656	129	473	630	145	469	627
"MN"	2004	"UNORG TERR NO2 PREC 4"		8	"06A"	11	6	"36 Two Harbors Unorganized"	36	130	34185	79	51	28	79	39	38	77	41	34	77
"MN"	2004	"CLEVELAND"		2	"25A"	49	25	"Cleveland city"	4	5	11872	372	201	159	374	185	156	360	221	144	365
"MN"	2004	"CLEVELAND TWP."		2	"25A"	49	25	"Cleveland township"	5	10	11890	432	224	191	440	202	191	414	227	184	412
"MN"	2004	"CORDOVA TWP."		2	"25A"	49	25	"Cordova township"	15	15	13204	297	149	143	298	144	136	291	184	107	291
"MN"	2004	"DERRYNANE TWP."		2	"25A"	49	25	"Derrynane township"	20	20	15760	318	186	123	323	196	109	314	212	101	313
"MN"	2004	"ELYSIAN"		1	"25A"	49	25	"Elysian city"	24	25	19160	339	180	145	340	195	110	328	213	115	328
"MN"	2004	"ELYSIAN TWP. - P1"		1	"25A"	49	25	"Elysian township"	25	30	19178	53	27	24	52	28	20	52	32	21	53
"MN"	2004	"ELYSIAN TWP. - P2"		2	"25A"	49	25	"Elysian township"	25	32	19178	573	332	227	572	313	235	565	363	202	565
"MN"	2004	"HEIDELBERG"		2	"25A"	49	25	"Heidelberg city"	35	35	28214	81	41	39	82	49	29	79	55	26	81
"MN"	2004	"KASOTA"		2	"25A"	49	25	"Kasota city"	39	40	32462	382	159	213	385	146	192	363	170	195	367
"MN"	2004	"KASOTA TWP."		2	"25A"	49	25	"Kasota township"	40	45	32480	964	489	462	968	445	453	934	506	421	927
"MN"	2004	"KILKENNY"		2	"25A"	49	25	"Kilkenny city"	49	50	33110	99	41	55	97	41	49	93	46	47	93
"MN"	2004	"KILKENNY TWP."		2	"25A"	49	25	"Kilkenny township"	50	55	33128	229	127	95	226	121	98	225	133	94	227
"MN"	2004	"LANESBURGH TWP."		2	"25A"	49	25	"Lanesburgh township"	60	62	35468	1149	701	429	1158	688	395	1124	805	321	1127
"MN"	2004	"LE CENTER P-1"	1	2	"25A"	49	25	"Le Center city"	65	65	36134	630	351	266	629	337	249	608	393	228	621
"MN"	2004	"LE CENTER P-2"	2	2	"25A"	49	25	"Le Center city"	65	70	36134	441	234	192	439	241	171	430	257	174	431
"MN"	2004	"LE SUEUR W-1"	1	2	"25A"	49	25	"Le Sueur city"	70	75	36746	1186	616	542	1178	606	496	1140	564	598	1163
"MN"	2004	"LE SUEUR W-2"	2	2	"25A"	49	25	"Le Sueur city"	70	80	36746	823	442	360	825	414	346	791	379	414	793
"MN"	2004	"LEXINGTON TWP."		2	"25A"	49	25	"Lexington township"	75	85	36872	427	249	165	428	234	170	421	260	162	422
"MN"	2004	"MONTGOMERY"		2	"25A"	49	25	"Montgomery city"	80	90	43738	1452	645	758	1445	705	658	1407	780	633	1414
"MN"	2004	"MONTGOMERY TWP."		2	"25A"	49	25	"Montgomery township"	85	100	43756	373	199	168	371	202	150	358	225	137	362
"MN"	2004	"NEW PRAGUE"		2	"25A"	49	25	"New Prague city"	90	105	45808	1068	618	435	1075	629	385	1041	752	298	1052
"MN"	2004	"OTTAWA TWP."		2	"25A"	49	25	"Ottawa township"	95	110	49174	177	95	77	178	98	68	171	93	83	176
"MN"	2004	"SHARON TWP."		2	"25A"	49	25	"Sharon township"	100	115	59386	389	213	167	391	210	154	383	217	167	385
"MN"	2004	"TYRONE TWP."		2	"25A"	49	25	"Tyrone township"	105	120	66100	348	190	146	347	193	133	338	184	156	340
"MN"	2004	"WASHINGTON TWP."		2	"25A"	49	25	"Washington township"	110	125	68350	524	314	200	530	308	190	512	331	185	517
"MN"	2004	"WATERVILLE"		2	"25A"	49	25	"Waterville city"	115	130	68584	993	467	491	993	460	441	947	570	385	956
"MN"	2004	"WATERVILLE TWP."		2	"25A"	49	25	"Waterville township"	120	140	68602	454	256	194	454	240	194	444	284	164	448
"MN"	2004	"AMIRET TWP"		7	"21A"	41	21	"Amiret township"	5	5	1432	138	91	42	143	69	62	131	102	35	137
"MN"	2004	"BALATON"		7	"21A"	41	21	"Balaton city"	10	10	3250	332	185	140	327	133	180	313	174	153	327
"MN"	2004	"CLIFTON TWP"		7	"21A"	41	21	"Clifton township"	15	15	11926	132	81	49	132	56	72	128	77	54	131
"MN"	2004	"COON CREEK TWP"		7	"21A"	41	21	"Coon Creek township"	20	20	13078	134	78	55	135	45	86	131	70	62	132
"MN"	2004	"COTTONWOOD"		7	"21A"	41	21	"Cottonwood city"	25	25	13564	637	330	293	637	227	381	609	381	249	630
"MN"	2004	"CUSTER TWP"		7	"21A"	41	21	"Custer township"	30	30	14392	114	63	47	116	48	58	107	62	50	112
"MN"	2004	"EIDSVOLD TWP"		7	"21A"	41	21	"Eidsvold township"	35	35	18332	125	61	59	126	45	73	118	79	45	124
"MN"	2004	"FAIRVIEW TWP"		7	"21A"	41	21	"Fairview township"	40	40	20384	247	159	78	245	115	125	240	163	82	245
"MN"	2004	"FLORENCE"		7	"21A"	41	21	"Florence city"	45	45	21410	19	11	7	20	9	7	16	9	7	16
"MN"	2004	"GARVIN"		7	"21A"	41	21	"Garvin city"	50	50	23228	70	24	41	71	19	44	63	25	42	67
"MN"	2004	"GHENT"		7	"21A"	41	21	"Ghent city"	55	55	23660	158	71	82	155	50	99	149	86	69	155
"MN"	2004	"GRANDVIEW TWP"		7	"21A"	41	21	"Grandview township"	60	60	25154	151	105	45	152	72	72	144	111	40	151
"MN"	2004	"ISLAND LAKE TWP"		7	"21A"	41	21	"Island Lake township"	65	65	31400	127	82	43	125	61	54	115	80	45	125
"MN"	2004	"LAKE MARSHALL TWP"		7	"21A"	41	21	"Lake Marshall township"	70	70	34712	342	216	118	341	177	157	335	232	107	340
"MN"	2004	"LUCAS TWP"		7	"21A"	41	21	"Lucas township"	75	75	38438	123	90	31	123	51	67	118	92	31	123
"MN"	2004	"LYND"		7	"21A"	41	21	"Lynd city"	79	80	38708	155	92	59	153	66	81	147	90	64	154
"MN"	2004	"LYND TWP"		7	"21A"	41	21	"Lynd township"	80	85	38726	256	162	85	262	119	127	247	175	79	254
"MN"	2004	"LYONS TWP"		7	"21A"	41	21	"Lyons township"	90	90	38834	105	68	37	105	48	52	100	70	35	105
"MN"	2004	"MINNEOTA"		7	"21A"	41	21	"Minneota city"	100	125	43126	738	416	299	731	296	392	688	451	278	730
"MN"	2004	"MONROE TWP"		7	"21A"	41	21	"Monroe township"	105	130	43666	129	73	51	124	62	62	124	75	54	129
"MN"	2004	"NORDLAND TWP"		7	"21A"	41	21	"Nordland township"	110	135	46564	125	82	41	126	51	71	122	87	38	125
"MN"	2004	"ROCK LAKE TWP"		7	"21A"	41	21	"Rock Lake township"	115	140	55042	152	100	44	157	80	58	139	103	44	148
"MN"	2004	"RUSSELL"		7	"21A"	41	21	"Russell city"	120	145	56428	207	103	100	207	74	120	194	90	116	206
"MN"	2004	"SHELBURNE TWP"		7	"21A"	41	21	"Shelburne township"	125	150	59440	100	64	30	98	44	53	97	60	40	100
"MN"	2004	"SODUS TWP"		7	"21A"	41	21	"Sodus township"	130	155	61042	150	102	45	149	68	75	143	104	46	150
"MN"	2004	"STANLEY TWP"		7	"21A"	41	21	"Stanley township"	135	160	62392	146	99	44	149	71	71	142	99	45	145
"MN"	2004	"TAUNTON"		7	"21A"	41	21	"Taunton city"	140	165	64264	86	22	60	86	12	66	78	25	59	84
"MN"	2004	"TRACY W-1"		7	"21A"	41	21	"Tracy city"	145	170	65308	989	486	475	996	364	541	908	518	444	965
"MN"	2004	"VALLERS TWP"		7	"21A"	41	21	"Vallers township"	150	180	66496	123	72	49	125	39	80	119	79	44	123
"MN"	2004	"WESTERHEIM TWP"		7	"21A"	41	21	"Westerheim township"	155	185	69412	140	87	51	141	57	81	138	92	48	140
"MN"	2004	"CEDAR TWP."		1	"24A"	47	24	"Cedar township"	5	5	10378	142	96	43	143	101	37	140	90	49	139
"MN"	2004	"CENTER CREEK TWP."		1	"24A"	47	24	"Center Creek township"	10	10	10594	133	80	49	131	87	36	127	76	52	128
"MN"	2004	"CEYLON"		1	"24A"	47	24	"Ceylon city"	15	15	10792	181	71	103	180	86	71	171	87	91	178
"MN"	2004	"DUNNELL"		1	"24A"	47	24	"Dunnell city"	20	20	17180	104	65	35	104	64	23	96	56	40	96
"MN"	2004	"EAST CHAIN TWP."		1	"24A"	47	24	"East Chain township"	25	25	17522	183	135	42	184	141	29	176	136	44	180
"MN"	2004	"ELM CREEK TWP."		1	"24A"	47	24	"Elm Creek township"	30	30	18854	104	57	47	104	62	38	100	69	33	102
"MN"	2004	"FAIRMONT W-1 P-1"	1	1	"24A"	47	24	"Fairmont city"	35	35	20330	687	430	241	675	424	182	631	445	218	663
"MN"	2004	"FAIRMONT W-1 P-2"	1	1	"24A"	47	24	"Fairmont city"	35	40	20330	900	551	333	901	573	229	846	597	288	885
"MN"	2004	"FAIRMONT W-2 P-1"	2	1	"24A"	47	24	"Fairmont city"	35	50	20330	753	424	312	752	455	236	725	444	300	744
"MN"	2004	"FAIRMONT W-2 P-2"	2	1	"24A"	47	24	"Fairmont city"	35	55	20330	896	543	336	903	596	226	867	576	318	895
"MN"	2004	"FAIRMONT W-3 P-1"	3	1	"24A"	47	24	"Fairmont city"	35	65	20330	542	270	264	542	297	191	513	303	226	530
"MN"	2004	"FAIRMONT W-3 P-2"	3	1	"24A"	47	24	"Fairmont city"	35	70	20330	536	260	258	526	291	192	505	286	243	529
"MN"	2004	"FAIRMONT W-4 P-1"	4	1	"24A"	47	24	"Fairmont city"	35	80	20330	596	335	248	597	352	175	565	352	238	590
"MN"	2004	"FAIRMONT W-4 P-2"	4	1	"24A"	47	24	"Fairmont city"	35	85	20330	532	236	274	522	269	200	499	277	240	517
"MN"	2004	"FAIRMONT TWP."		1	"24A"	47	24	"Fairmont township"	40	95	20348	174	111	58	171	120	39	163	113	57	170
"MN"	2004	"FOX LAKE TWP."		1	"24A"	47	24	"Fox Lake township"	45	100	22256	170	104	58	173	108	46	165	110	58	168
"MN"	2004	"FRASER TWP."		1	"24A"	47	24	"Fraser township"	50	105	22436	152	101	46	153	104	38	148	107	44	151
"MN"	2004	"GALENA TWP."		1	"24A"	47	24	"Galena township"	55	110	23030	144	76	65	141	95	43	144	93	50	143
"MN"	2004	"GRANADA"		1	"24A"	47	24	"Granada city"	60	115	24884	174	79	93	174	88	73	169	93	80	173
"MN"	2004	"JAY TWP."		1	"24A"	47	24	"Jay township"	65	120	31778	145	94	46	147	99	34	139	94	46	140
"MN"	2004	"LAKE BELT TWP."		1	"24A"	47	24	"Lake Belt township"	70	125	34082	123	68	54	124	72	39	115	75	48	123
"MN"	2004	"LAKE FREMONT TWP."		1	"24A"	47	24	"Lake Fremont township"	75	130	34334	113	75	36	111	78	23	107	74	34	108
"MN"	2004	"MANYASKA TWP."		1	"24A"	47	24	"Manyaska township"	80	135	40058	196	109	79	194	116	64	186	107	80	187
"MN"	2004	"NASHVILLE TWP."		1	"24A"	47	24	"Nashville township"	85	140	44962	125	75	46	126	81	36	122	84	39	123
"MN"	2004	"NORTHROP"		1	"24A"	47	24	"Northrop city"	90	145	47212	133	80	49	131	79	47	131	84	48	132
"MN"	2004	"ORMSBY"		1	"24A"	47	24	"Ormsby city"	95	150	48562	32	15	10	25	11	10	24	13	11	24
"MN"	2004	"PLEASANT PRAIRIE"		1	"24A"	47	24	"Pleasant Prairie township"	100	155	51622	148	74	67	145	89	47	145	93	50	143
"MN"	2004	"ROLLING GREEN TWP."		1	"24A"	47	24	"Rolling Green township"	105	160	55258	162	85	67	166	84	54	151	97	64	161
"MN"	2004	"RUTLAND TWP."		1	"24A"	47	24	"Rutland township"	110	165	56500	225	136	82	222	144	64	212	140	79	219
"MN"	2004	"SHERBURN"		1	"24A"	47	24	"Sherburn city"	115	170	59620	582	285	274	579	315	201	555	305	261	566
"MN"	2004	"SILVER LAKE TWP."		1	"24A"	47	24	"Silver Lake township"	120	175	60412	297	165	127	298	186	86	290	177	116	293
"MN"	2004	"TENHASSEN TWP."		1	"24A"	47	24	"Tenhassen township"	125	180	64372	156	99	56	156	109	38	152	97	57	154
"MN"	2004	"TRIMONT"		1	"24A"	47	24	"Trimont city"	130	185	65470	379	205	155	371	215	124	355	209	158	367
"MN"	2004	"TRUMAN"		1	"24A"	47	24	"Truman city"	135	195	65668	612	359	233	613	382	168	579	397	203	600
"MN"	2004	"WAVERLY TWP."		1	"24A"	47	24	"Waverly township"	140	200	68746	136	82	47	138	83	38	133	89	47	136
"MN"	2004	"WELCOME"		1	"24A"	47	24	"Welcome city"	145	205	69070	374	161	200	366	198	134	355	183	182	365
"MN"	2004	"WESTFORD TWP."		1	"24A"	47	24	"Westford township"	150	210	69466	186	120	57	185	118	51	179	117	61	178
"MN"	2004	"ACTON TOWNSHIP"		7	"18B"	36	18	"Acton township"	5	5	154	200	85	110	198	60	126	186	81	117	198
"MN"	2004	"CEDAR MILLS"		7	"18A"	35	18	"Cedar Mills city"	9	10	10468	32	17	13	30	14	15	29	13	18	31
"MN"	2004	"CEDAR MILLS TWP."		7	"18A"	35	18	"Cedar Mills township"	10	15	10486	257	159	94	258	99	150	249	142	109	251
"MN"	2004	"COLLINWOOD TWP."		7	"18A"	35	18	"Collinwood township"	20	20	12628	621	410	195	629	329	257	586	401	202	603
"MN"	2004	"COSMOS"		7	"18B"	36	18	"Cosmos city"	24	25	13420	300	133	154	299	80	209	289	151	145	296
"MN"	2004	"COSMOS TWP."		7	"18B"	36	18	"Cosmos township"	25	30	13438	120	67	49	118	48	66	114	74	44	118
"MN"	2004	"DANIELSON TWP."		7	"18B"	36	18	"Danielson township"	35	35	14698	197	115	75	196	59	128	187	95	99	194
"MN"	2004	"DARWIN"		7	"18B"	36	18	"Darwin city"	39	40	14842	165	78	79	161	57	94	151	75	88	163
"MN"	2004	"DARWIN TWP."		7	"18B"	36	18	"Darwin township"	40	45	14860	433	244	175	438	160	254	414	210	220	430
"MN"	2004	"DASSEL"		7	"18B"	36	18	"Dassel city"	49	50	14878	723	452	250	724	358	314	672	435	279	714
"MN"	2004	"DASSEL TWP."		7	"18B"	36	18	"Dassel township"	50	55	14896	912	589	302	923	465	382	847	571	318	889
"MN"	2004	"ELLSWORTH TWP."		7	"18B"	36	18	"Ellsworth township"	65	65	18818	542	342	189	548	268	243	511	329	202	531
"MN"	2004	"FOREST CITY TWP."		7	"18B"	36	18	"Forest City township"	70	70	21734	352	197	146	351	120	198	318	167	182	349
"MN"	2004	"FOREST PRAIRIE TWP."		7	"18B"	36	18	"Forest Prairie township"	75	75	21842	470	271	189	468	167	268	435	259	195	454
"MN"	2004	"GREENLEAF TWP."		7	"18B"	36	18	"Greenleaf township"	80	80	25730	466	269	187	462	172	251	423	224	237	461
"MN"	2004	"GROVE CITY"		7	"18B"	36	18	"Grove City city"	85	85	26126	331	137	182	339	98	215	313	150	179	329
"MN"	2004	"HARVEY TWP."		7	"18B"	36	18	"Harvey township"	90	90	27440	211	123	82	213	73	126	199	108	101	209
"MN"	2004	"KINGSTON"		7	"18B"	36	18	"Kingston city"	94	95	33344	88	54	31	89	41	42	83	45	40	85
"MN"	2004	"KINGSTON TWP."		7	"18B"	36	18	"Kingston township"	95	100	33362	676	383	264	687	303	339	642	387	276	663
"MN"	2004	"LITCHFIELD W-1"	1	7	"18B"	36	18	"Litchfield city"	100	105	37448	794	426	358	791	268	469	737	374	412	786
"MN"	2004	"LITCHFIELD W-2"	2	7	"18B"	36	18	"Litchfield city"	100	110	37448	621	285	323	618	173	406	579	265	348	613
"MN"	2004	"LITCHFIELD W-3"	3	7	"18B"	36	18	"Litchfield city"	100	115	37448	638	323	298	635	198	384	582	272	360	632
"MN"	2004	"LITCHFIELD W-4"	4	7	"18B"	36	18	"Litchfield city"	100	120	37448	772	376	377	763	248	471	719	362	402	764
"MN"	2004	"LITCHFIELD W-5"	5	7	"18B"	36	18	"Litchfield city"	100	125	37448	578	242	313	574	163	379	542	241	328	569
"MN"	2004	"LITCHFIELD TWP."		7	"18B"	36	18	"Litchfield township"	105	130	37466	517	303	202	515	212	284	496	254	259	513
"MN"	2004	"MANANNAH TWP."		7	"18B"	36	18	"Manannah township"	110	135	39698	279	160	109	283	92	169	261	151	119	270
"MN"	2004	"SWEDE GROVE TWP."		7	"18B"	36	18	"Swede Grove township"	115	140	63832	177	97	74	179	66	97	163	107	68	175
"MN"	2004	"UNION GROVE TWP."		7	"18B"	36	18	"Union Grove township"	120	145	66226	332	191	132	333	119	192	311	182	140	322
"MN"	2004	"WATKINS"		7	"18B"	36	18	"Watkins city"	125	150	68620	439	209	212	432	129	259	388	231	186	417
"MN"	2004	"BELGRADE TOWNSHIP"		1	"23A"	45	23	"Belgrade township"	5	5	4744	674	398	262	674	407	207	655	352	272	660
"MN"	2004	"BERNADOTTE TOWNSHIP"		1	"23A"	45	23	"Bernadotte township"	10	10	5410	190	110	78	188	119	55	185	105	75	188
"MN"	2004	"BRIGHTON TOWNSHIP"		1	"23A"	45	23	"Brighton township"	15	15	7732	90	62	26	91	59	23	87	54	31	89
"MN"	2004	"CITY OF COURTLAND"		1	"23A"	45	23	"Courtland city"	19	20	13582	320	202	106	325	208	86	310	187	116	315
"MN"	2004	"COURTLAND TOWNSHIP"		1	"23A"	45	23	"Courtland township"	20	25	13600	377	273	93	374	272	73	367	246	105	367
"MN"	2004	"GRANBY TOWNSHIP"		1	"23A"	45	23	"Granby township"	30	30	24902	162	110	49	164	111	41	159	110	45	162
"MN"	2004	"CITY OF LAFAYETTE"		1	"23A"	45	23	"Lafayette city"	34	35	33920	279	156	111	276	175	67	257	159	103	271
"MN"	2004	"LAFAYETTE TOWNSHIP"		1	"23A"	45	23	"Lafayette township"	35	40	33938	418	230	178	420	242	128	401	214	168	411
"MN"	2004	"LAKE PRAIRIE TOWNSHIP"		1	"23A"	45	23	"Lake Prairie township"	45	45	34856	408	240	158	407	246	130	398	237	158	404
"MN"	2004	"MANKATO W-2 P-30"	2	1	"23A"	45	23	"Mankato city"	47	50	39878	0	0	0	0	0	0	0	0	0	0
"MN"	2004	"NEW SWEDEN TOWNSHIP"		1	"23A"	45	23	"New Sweden township"	50	55	45988	194	115	73	196	123	48	184	115	67	190
"MN"	2004	"CITY OF NICOLLET"		1	"23A"	45	23	"Nicollet city"	54	60	46150	540	341	186	539	347	139	525	338	174	531
"MN"	2004	"NICOLLET TOWNSHIP"		1	"23A"	45	23	"Nicollet township"	55	65	46168	307	204	99	307	201	63	293	211	80	303
"MN"	2004	"N MANKATO P 1-A"		1	"23B"	46	23	"North Mankato city"	65	70	47068	371	156	203	375	174	165	357	136	229	365
"MN"	2004	"N MANKATO P 1-B"		1	"23A"	45	23	"North Mankato city"	65	75	47068	669	251	406	668	284	324	650	213	407	651
"MN"	2004	"N MANKATO P 2-A"		1	"23A"	45	23	"North Mankato city"	65	80	47068	717	296	400	725	325	326	689	253	417	699
"MN"	2004	"N MANKATO P 2-B"		1	"23A"	45	23	"North Mankato city"	65	85	47068	870	374	471	883	397	393	836	332	474	849
"MN"	2004	"N MANKATO P 3-A"		1	"23A"	45	23	"North Mankato city"	65	90	47068	968	480	473	961	535	352	932	429	477	941
"MN"	2004	"N MANKATO P 3-B"		1	"23A"	45	23	"North Mankato city"	65	95	47068	386	173	202	392	192	149	371	146	208	374
"MN"	2004	"N MANKATO P 4-A"		1	"23A"	45	23	"North Mankato city"	65	100	47068	838	420	395	839	440	310	794	394	396	813
"MN"	2004	"N MANKATO P 4-B"		1	"23A"	45	23	"North Mankato city"	65	105	47068	744	392	350	746	393	278	716	332	368	726
"MN"	2004	"N MANKATO P 5-A"		1	"23A"	45	23	"North Mankato city"	65	106	47068	68	44	24	68	45	16	64	41	20	63
"MN"	2004	"N MANKATO P 5-B"		1	"23A"	45	23	"North Mankato city"	65	107	47068	812	458	346	815	509	261	796	434	338	800
"MN"	2004	"N MANKATO P 6-A"		1	"23A"	45	23	"North Mankato city"	65	108	47068	821	429	378	824	444	306	802	381	391	803
"MN"	2004	"N MANKATO P 6-B"		1	"23A"	45	23	"North Mankato city"	65	109	47068	265	135	124	261	133	91	240	107	124	244
"MN"	2004	"OSHAWA TOWNSHIP"		1	"23A"	45	23	"Oshawa township"	70	110	48922	329	175	148	329	190	111	317	164	150	324
"MN"	2004	"RIDGELY TOWNSHIP"		1	"23A"	45	23	"Ridgely township"	75	115	54430	53	29	22	55	29	14	52	22	27	52
"MN"	2004	"ST PETER W-1 P-1"	1	1	"23A"	45	23	"St. Peter city"	80	120	58036	1511	664	812	1527	696	673	1454	584	844	1490
"MN"	2004	"ST PETER W-1 P-2"	1	1	"23A"	45	23	"St. Peter city"	80	125	58036	1150	506	623	1160	570	476	1113	432	668	1123
"MN"	2004	"ST PETER W-2 P-1"	2	1	"23A"	45	23	"St. Peter city"	80	130	58036	1538	460	1046	1554	463	816	1366	402	1023	1456
"MN"	2004	"ST PETER W-2 P-2"	2	1	"23A"	45	23	"St. Peter city"	80	135	58036	1330	520	784	1342	554	663	1261	443	810	1294
"MN"	2004	"TRAVERSE TOWNSHIP"		1	"23A"	45	23	"Traverse township"	85	140	65416	206	113	87	203	119	68	198	96	101	203
"MN"	2004	"WEST NEWTON TOWNSHIP"		1	"23A"	45	23	"West Newton township"	90	145	69556	260	173	84	260	180	62	256	166	79	258
"MN"	2004	"BATTLE PLAIN TWP"		1	"22A"	43	22	"Battle Plain township"	5	5	3988	99	71	26	101	68	22	97	75	24	99
"MN"	2004	"BEAVER CREEK"		1	"22A"	43	22	"Beaver Creek city"	9	10	4492	172	87	70	173	81	69	168	86	81	168
"MN"	2004	"BEAVER CREEK TWP"		1	"22A"	43	22	"Beaver Creek township"	10	15	4510	216	139	73	215	130	68	208	140	72	212
"MN"	2004	"CLINTON TWP"		1	"22A"	43	22	"Clinton township"	20	20	11998	149	111	37	148	104	27	140	109	32	141
"MN"	2004	"DENVER TWP"		1	"22A"	43	22	"Denver township"	25	25	15742	106	65	35	112	75	22	105	70	36	106
"MN"	2004	"HARDWICK"		1	"22A"	43	22	"Hardwick city"	30	30	27116	113	57	50	113	55	41	105	53	53	106
"MN"	2004	"HILLS"		1	"22A"	43	22	"Hills city"	35	35	29204	349	248	88	343	222	62	319	234	94	328
"MN"	2004	"JASPER"		1	"22A"	43	22	"Jasper city"	40	40	31760	26	11	15	26	13	10	26	11	15	26
"MN"	2004	"KANARANZI TWP"		1	"22A"	43	22	"Kanaranzi township"	45	45	32336	127	78	48	128	74	39	119	72	49	121
"MN"	2004	"KENNETH"		1	"22A"	43	22	"Kenneth city"	50	50	32750	41	23	17	42	20	14	39	28	12	40
"MN"	2004	"LUVERNE W-1 NE"	1	1	"22A"	43	22	"Luverne city"	55	55	38564	1084	596	458	1092	591	381	1028	591	457	1050
"MN"	2004	"LUVERNE W-1 NW"	1	1	"22A"	43	22	"Luverne city"	55	60	38564	358	208	142	360	207	121	343	203	147	350
"MN"	2004	"LUVERNE W-2 SE"	2	1	"22A"	43	22	"Luverne city"	55	65	38564	795	423	357	797	389	292	763	396	379	775
"MN"	2004	"LUVERNE W-2 SW"	2	1	"22A"	43	22	"Luverne city"	55	70	38564	304	171	121	304	180	84	284	185	108	293
"MN"	2004	"LUVERNE TWP P1"		1	"22A"	43	22	"Luverne township"	60	75	38582	176	120	53	177	124	34	168	126	47	173
"MN"	2004	"LUVERNE TWP P2"		1	"22A"	43	22	"Luverne township"	60	77	38582	110	66	42	110	64	39	109	74	34	108
