state	year	precinct_code	precinct	g2008_REG_tv	g2008_USP_tv	g2008_USP_dv	g2008_USP_rv	g2008_USS_tv	g2008_USS_dv	g2008_USS_rv	g2008_USH_tv	g2008_USH_dv	g2008_USH_rv	g2008_STS_tv	g2008_STS_dv	g2008_STS_rv	g2008_STH_tv	g2008_STH_dv	g2008_STH_rv
"AK"	2008	"38-806"	"38-806 Bethel #1"	580	260	136	114	260	154	102	259	139	114				235	214	
"AK"	2008	"38-808"	"38-808 Bethel #2"	1732	701	370	312	696	427	253	691	393	267				626	585	
"AK"	2008	"38-810"	"38-810 Bethel #3"	1108	433	239	180	435	279	141	434	254	168				405	382	
"AK"	2008	"38-812"	"38-812 Chefornak"	230	134	84	43	134	84	32	134	56	60				134	133	
"AK"	2008	"38-814"	"38-814 Eek"	164	91	37	50	92	56	34	93	30	56				89	87	
"AK"	2008	"38-816"	"38-816 Goodnews Bay"	171	88	33	53	88	60	27	88	32	51				76	76	
"AK"	2008	"38-818"	"38-818 Kalskag"	120	61	20	38	63	27	34	63	18	44				60	57	
"AK"	2008	"38-820"	"38-820 Kasigluk"	264	109	65	41	109	83	22	109	54	50				109	109	
"AK"	2008	"38-822"	"38-822 Kipnuk"	321	140	79	53	140	95	37	140	60	70				136	135	
"AK"	2008	"38-824"	"38-824 Kongiganak"	219	119	29	85	119	84	33	119	42	68				113	112	
"AK"	2008	"38-826"	"38-826 Kwethluk"	331	155	75	65	155	122	29	155	89	48				144	140	
"AK"	2008	"38-828"	"38-828 Kwigillongok"	183	104	51	50	104	69	34	102	49	49				98	98	
"AK"	2008	"38-830"	"38-830 Lower Kalskag"	165	91	37	45	92	53	36	91	32	52				82	78	
"AK"	2008	"38-832"	"38-832 Mekoryuk"	150	72	25	46	70	36	34	72	24	45				67	64	
"AK"	2008	"38-834"	"38-834 Napakiak"	189	80	49	31	80	56	20	79	23	49				79	77	
"AK"	2008	"38-836"	"38-836 Napaskiak"	204	105	63	37	105	71	31	105	49	51				102	101	
"AK"	2008	"38-838"	"38-838 Newtok"	173	105	53	37	105	62	32	105	39	50				105	102	
"AK"	2008	"38-840"	"38-840 Nightmute"	131	88	60	26	89	68	0	89	47	38				90	90	
"AK"	2008	"38-842"	"38-842 Nunapitchuk"	227	135	62	63	136	77	51	136	55	66				134	132	
"AK"	2008	"38-844"	"38-844 Quinhagak"	283	138	38	96	138	76	56	136	34	92				134	131	
"AK"	2008	"38-846"	"38-846 Toksook Bay"	305	165	120	37	165	109	51	164	84	60				164	160	
"AK"	2008	"38-848"	"38-848 Tuluksak"	210	96	50	34	96	65	22	96	39	45				96	95	
"AK"	2008	"38-850"	"38-850 Tuntutuliak"	199	99	34	62	100	73	25	100	39	50				98	97	
"AK"	2008	"38-852"	"38-852 Tununak"	172	87	61	20	88	60	25	88	36	38				87	86	
"AK"	2008	"39-000"	"District 39 - Absentee"	8388	375	198	166	364	192	153	360	176	163	315	305		314	298	
"AK"	2008	"39-000"	"District 39 - Early Voting"	8388	231	129	92	229	143	80	228	151	71	205	191		211	198	
"AK"	2008	"39-000"	"District 39 - Question"	8388	338	178	146	238	136	91	237	122	104	117	117		106	105	
"AK"	2008	"39-900"	"39-900 Alakanuk"	280	144	79	57	144	98	45	145	67	69	138	135		134	134	
"AK"	2008	"39-902"	"39-902 Brevig Mission"	190	114	52	58	113	73	32	113	39	69	112	111		112	109	
"AK"	2008	"39-904"	"39-904 Chevak"	378	176	121	53	177	132	42	177	93	79	169	168		169	167	
"AK"	2008	"39-906"	"39-906 Diomede"	80	27	23	4	27	20	4	27	14	10	26	26		26	26	
"AK"	2008	"39-908"	"39-908 Elim"	153	89	49	39	89	47	42	89	32	53	87	87		86	86	
"AK"	2008	"39-910"	"39-910 Emmonak"	403	219	124	86	221	140	78	221	97	112	211	211		205	204	
"AK"	2008	"39-912"	"39-912 Gambell"	269	150	75	70	151	96	49	150	69	74	144	142		140	138	
"AK"	2008	"39-914"	"39-914 Golovin"	100	64	37	27	64	28	35	64	21	42	64	64		62	61	
"AK"	2008	"39-916"	"39-916 Hooper Bay"	473	222	127	87	222	133	87	221	99	114	211	200		206	203	
"AK"	2008	"39-918"	"39-918 Kotlik"	261	152	106	40	152	117	31	151	70	72	152	151		151	149	
"AK"	2008	"39-920"	"39-920 Koyuk"	176	123	49	72	120	73	42	123	60	57	120	118		118	112	
"AK"	2008	"39-922"	"39-922 Mountain Village"	390	229	85	138	233	135	96	231	109	112	225	220		219	212	
"AK"	2008	"39-924"	"39-924 Nome #1"	1015	422	203	214	418	196	208	416	207	192	376	356		384	366	
"AK"	2008	"39-926"	"39-926 Nome #2"	1353	577	242	315	576	292	263	577	285	273	535	519		539	526	
"AK"	2008	"39-928"	"39-928 Nunam Iqua"	87	38	20	11	39	23	12	39	18	18	39	38		39	39	
"AK"	2008	"39-930"	"39-930 Pilot Station"	305	171	73	92	172	107	62	172	61	103	160	158		160	159	
"AK"	2008	"39-932"	"39-932 Pitkas Point"	55	28	8	16	27	15	10	28	11	16	28	26		26	25	
"AK"	2008	"39-934"	"39-934 Savoonga"	403	259	176	70	258	153	86	259	91	136	252	250		247	244	
"AK"	2008	"39-936"	"39-936 Scammon Bay"	229	99	59	39	99	53	40	98	39	58	95	94		96	95	
"AK"	2008	"39-938"	"39-938 Shaktoolik"	133	84	28	55	83	39	40	83	23	58	80	80		81	81	
"AK"	2008	"39-940"	"39-940 St. Mary's"	305	155	101	51	155	120	34	155	99	50	154	151		149	141	
"AK"	2008	"39-942"	"39-942 St. Michael"	192	84	35	45	85	43	35	84	28	51	79	79		77	75	
"AK"	2008	"39-944"	"39-944 Stebbins"	267	127	79	43	127	77	46	126	57	63	122	121		118	115	
"AK"	2008	"39-946"	"39-946 Teller"	155	85	33	52	85	45	37	85	31	52	82	80		83	82	
"AK"	2008	"39-948"	"39-948 Unalakleet"	497	248	111	135	250	141	105	246	119	122	238	229		235	222	
"AK"	2008	"39-950"	"39-950 Wales"	85	66	48	17	66	27	37	66	18	46	64	64		64	63	
"AK"	2008	"39-952"	"39-952 White Mountain"	154	88	47	33	88	64	22	89	48	35	84	83		84	84	
"AK"	2008	"40-000"	"District 40 - Absentee"	8666	531	245	276	455	239	198	450	236	192	357	350		361	355	
"AK"	2008	"40-000"	"District 40 - Early Voting"	8666	5	5	0	5	2	3	5	2	3	5	5		5	5	
"AK"	2008	"40-000"	"District 40 - Question"	8666	398	163	220	245	110	111	244	93	128	106	104		100	98	
"AK"	2008	"40-002"	"40-002 Ambler"	179	95	42	48	96	54	40	96	38	55	91	91		92	92	
"AK"	2008	"40-004"	"40-004 Anaktuvuk Pass"	250	94	48	44	93	66	15	94	52	36	83	82		89	85	
"AK"	2008	"40-007"	"40-007 Atqasuk"	135	57	25	31	56	30	23	56	25	28	53	53		56	56	
"AK"	2008	"40-008"	"40-008 Barrow"	1078	410	169	229	410	228	164	408	208	172	368	355		379	371	
"AK"	2008	"40-010"	"40-010 Browerville"	1606	741	349	368	737	403	303	738	362	337	678	656		679	659	
"AK"	2008	"40-012"	"40-012 Buckland"	219	104	50	45	105	75	24	105	59	38	103	103		104	103	
"AK"	2008	"40-014"	"40-014 Deering"	81	48	25	20	49	27	21	48	25	21	47	47		49	48	
"AK"	2008	"40-016"	"40-016 Kaktovik"	167	94	26	62	96	41	50	96	30	56	88	88		91	90	
"AK"	2008	"40-018"	"40-018 Kiana"	233	120	52	65	120	68	52	121	61	57	114	114		117	117	
"AK"	2008	"40-020"	"40-020 Kivalina"	203	111	26	76	111	71	34	110	46	50	107	106		109	109	
"AK"	2008	"40-022"	"40-022 Kobuk"	81	43	21	21	43	29	13	42	23	17	42	41		42	42	
"AK"	2008	"40-024"	"40-024 Kotzebue"	1862	819	356	435	817	513	287	816	446	346	731	711		752	732	
"AK"	2008	"40-026"	"40-026 Noatak"	253	151	58	83	152	104	44	152	77	65	141	139		144	144	
"AK"	2008	"40-028"	"40-028 Noorvik"	361	161	49	109	161	91	64	160	71	77	152	152		157	157	
"AK"	2008	"40-030"	"40-030 Nuiqsut"	250	109	56	46	109	69	37	109	43	54	99	97		108	107	
"AK"	2008	"40-032"	"40-032 Point Hope"	387	193	95	88	192	128	53	192	96	76	188	184		187	184	
"AK"	2008	"40-034"	"40-034 Point Lay"	114	50	14	34	50	15	34	50	13	32	47	47		47	47	
"AK"	2008	"40-038"	"40-038 Selawik"	402	192	58	131	193	123	66	194	87	97	183	181		188	186	
"AK"	2008	"40-040"	"40-040 Shishmaref"	313	208	117	87	206	108	96	203	98	99	201	195		198	195	
"AK"	2008	"40-042"	"40-042 Shungnak"	144	82	31	50	82	55	27	82	36	40	81	80		81	80	
"AK"	2008	"40-044"	"40-044 Wainwright"	348	184	57	118	182	90	84	184	73	97	179	175		177	174	
