state	year	parish	ward	precinct	g2010_LTG_rv	g2010_LTG_dv	g2010_LTG_tv	g2010_USS_dv	g2010_USS_rv	g2010_USS_tv	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	cd	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	cd2	g2010_USH_dv3	g2010_USH_rv3	g2010_USH_tv3	cd3
"LA"	2010	"Iberville"	"00"	"13"	130	43	173	50	110	173	31	140	171	6								
"LA"	2010	"West Baton Rouge"	"06"	"02"	49	74	123	74	45	127	72	51	123	6								
"LA"	2010	"Livingston"	"00"	"21"	546	127	673	98	540	674	76	595	671	6								
"LA"	2010	"East Baton Rouge"	"01"	"084 A"	27	388	415	386	8	414	359	28	387	6								
"LA"	2010	"East Baton Rouge"	"01"	"069 B"	321	135	456	182	236	454	134	307	441	6								
"LA"	2010	"Livingston"	"00"	"11A"	235	136	371	77	254	370	82	278	360	6								
"LA"	2010	"East Baton Rouge"	"03"	"038 B"	430	85	515	97	397	519	62	460	522	6								
"LA"	2010	"East Baton Rouge"	"03"	"047 A"	332	86	418	84	317	417	68	349	417	6								
"LA"	2010	"East Baton Rouge"	"01"	"100 A"	5	99	104	93	4	103	94	8	102	6								
"LA"	2010	"West Baton Rouge"	"02"	"01A"	527	213	740	222	467	732	162	560	722	6								
"LA"	2010	"East Feliciana"	"01"	"1"	314	89	403	83	285	401	56	337	393	6								
"LA"	2010	"East Baton Rouge"	"01"	"080 A"	316	146	462	142	286	458	117	340	457	6								
"LA"	2010	"East Baton Rouge"	"03"	"054"	63	123	186	125	54	191	124	63	187	6								
"LA"	2010	"East Baton Rouge"	"03"	"006 A"	322	72	394	68	303	398	54	337	391	6								
"LA"	2010	"East Feliciana"	"08"	"1A"	135	145	280	131	129	277	112	153	265	6								
"LA"	2010	"East Baton Rouge"	"02"	"008 A"	510	94	604	89	485	607	62	539	601	6								
"LA"	2010	"Ascension"	"00"	"12"	521	128	649	137	473	656	109	548	657	6								
"LA"	2010	"East Baton Rouge"	"03"	"033 B"	365	127	492	129	345	493	95	391	486	6								
"LA"	2010	"Ascension"	"00"	"07"	647	183	830	201	586	829	146	680	826	6								
"LA"	2010	"East Baton Rouge"	"01"	"047 B"	429	165	594	211	346	591	140	450	590	6								
"LA"	2010	"East Baton Rouge"	"01"	"041 B"	247	104	351	138	197	345	93	244	337	6								
"LA"	2010	"Livingston"	"00"	"09"	312	167	479	133	327	499	123	359	482	6								
"LA"	2010	"East Baton Rouge"	"02"	"016 A"	18	310	328	312	5	329	296	19	315	6								
"LA"	2010	"East Feliciana"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	6								
"LA"	2010	"East Baton Rouge"	"03"	"046"	568	75	643	68	550	649	43	611	654	6								
"LA"	2010	"West Baton Rouge"	"02"	"03"	167	33	200	42	144	197	22	175	197	6								
"LA"	2010	"Livingston"	"00"	"28A"	94	16	110	9	87	108	7	102	109	6								
"LA"	2010	"West Feliciana"	"01"	"01"	271	102	373	105	247	374	78	290	368	6								
"LA"	2010	"East Baton Rouge"	"03"	"023 B"	254	211	465	221	221	462	189	266	455	6								
"LA"	2010	"East Baton Rouge"	"01"	"103 A"	334	123	457	123	299	454	100	348	448	6								
"LA"	2010	"East Feliciana"	"05"	"1 A"	135	186	321	179	127	321	150	158	308	6								
"LA"	2010	"Iberville"	"00"	"06"	16	72	88	76	10	91	65	17	82	6								
"LA"	2010	"Livingston"	"00"	"27"	303	333	636	298	299	627	281	341	622	6								
"LA"	2010	"Pointe Coupee"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	6		0	0	5				
"LA"	2010	"Livingston"	"00"	"05B"	401	68	469	42	380	459	36	422	458	6								
"LA"	2010	"East Baton Rouge"	"03"	"033 A"	410	137	547	136	377	548	99	437	536	6								
"LA"	2010	"East Baton Rouge"	"02"	"004"	140	380	520	391	111	524	361	147	508	6								
"LA"	2010	"Ascension"	"00"	"06"	817	326	1143	328	748	1132	265	855	1120	6								
"LA"	2010	"East Baton Rouge"	"03"	"053 A"	249	63	312	69	232	315	55	257	312	6								
"LA"	2010	"East Baton Rouge"	"03"	"042"	75	108	183	112	60	181	94	75	169	6								
"LA"	2010	"St. Helena"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	6								
"LA"	2010	"Ascension"	"00"	"19 A"	407	136	543	151	364	542	120	417	537	6								
"LA"	2010	"East Baton Rouge"	"01"	"082 B"	94	267	361	278	71	358	255	95	350	6								
"LA"	2010	"East Baton Rouge"	"01"	"058 B"	36	154	190	163	16	192	151	31	182	6								
"LA"	2010	"East Baton Rouge"	"03"	"037"	370	105	475	97	354	479	73	396	469	6								
"LA"	2010	"Livingston"	"00"	"26A"	366	128	494	106	360	487	90	397	487	6								
"LA"	2010	"East Baton Rouge"	"03"	"013 B"	504	155	659	185	441	656	139	512	651	6								
"LA"	2010	"East Baton Rouge"	"01"	"041 A"	202	103	305	117	162	301	96	203	299	6								
"LA"	2010	"West Baton Rouge"	"07"	"03"	141	92	233	75	143	233	59	168	227	6								
"LA"	2010	"East Baton Rouge"	"01"	"078 A"	49	204	253	196	42	252	190	59	249	6								
"LA"	2010	"East Baton Rouge"	"03"	"035 B"	272	92	364	106	229	363	78	274	352	6								
"LA"	2010	"East Baton Rouge"	"03"	"034 B"	255	71	326	72	234	325	56	265	321	6								
"LA"	2010	"East Baton Rouge"	"01"	"042 B"	339	126	465	163	261	460	116	339	455	6								
"LA"	2010	"East Baton Rouge"	"02"	"009 B"	15	191	206	195	10	210	177	21	198	6								
"LA"	2010	"Iberville"	"00"	"07"	42	251	293	247	36	294	202	45	247	6								
"LA"	2010	"East Baton Rouge"	"03"	"020 A"	473	342	815	348	433	817	304	508	812	6								
"LA"	2010	"East Baton Rouge"	"01"	"104 A"	93	205	298	217	74	304	198	91	289	6								
"LA"	2010	"Ascension"	"00"	"16 A"	580	138	718	140	541	719	111	607	718	6								
"LA"	2010	"Livingston"	"00"	"13A"	147	60	207	34	162	211	31	176	207	6								
"LA"	2010	"East Baton Rouge"	"03"	"012 A"	245	150	395	136	231	395	113	263	376	6								
"LA"	2010	"Pointe Coupee"	"00"	"20A"	451	162	613	171	408	613	119	466	585	6								
"LA"	2010	"East Baton Rouge"	"03"	"038 A"	381	82	463	81	361	460	61	393	454	6								
"LA"	2010	"East Baton Rouge"	"01"	"006"	16	196	212	202	6	217	180	24	204	6								
"LA"	2010	"East Baton Rouge"	"02"	"019"	72	199	271	198	60	265	187	78	265	6								
"LA"	2010	"East Baton Rouge"	"01"	"024"	47	324	371	322	25	371	286	58	344	6								
"LA"	2010	"Livingston"	"00"	"06A"	248	100	348	73	255	350	59	285	344	6								
"LA"	2010	"East Baton Rouge"	"02"	"014 B"	121	161	282	168	98	274	138	129	267	6								
"LA"	2010	"East Baton Rouge"	"01"	"107"	178	198	376	205	141	371	176	193	369	6								
"LA"	2010	"East Baton Rouge"	"01"	"066 A"	178	126	304	142	134	297	122	171	293	6								
"LA"	2010	"Livingston"	"00"	"22"	203	63	266	41	214	265	32	228	260	6								
"LA"	2010	"East Baton Rouge"	"03"	"051"	225	92	317	105	205	322	81	234	315	6								
"LA"	2010	"Livingston"	"00"	"03"	720	137	857	101	686	853	80	765	845	6								
"LA"	2010	"East Baton Rouge"	"02"	"025 A"	153	342	495	334	134	492	313	166	479	6								
"LA"	2010	"East Baton Rouge"	"01"	"017"	21	117	138	123	14	142	105	29	134	6								
"LA"	2010	"East Feliciana"	"03"	"1A"	100	57	157	56	89	158	41	115	156	6								
"LA"	2010	"Livingston"	"00"	"24A"	148	38	186	35	141	183	28	154	182	6								
"LA"	2010	"East Baton Rouge"	"01"	"084 B"	22	428	450	399	17	434	402	33	435	6								
"LA"	2010	"East Baton Rouge"	"01"	"075 B"	293	75	368	116	233	367	71	288	359	6								
"LA"	2010	"East Baton Rouge"	"02"	"024"	22	297	319	305	3	327	284	26	310	6								
"LA"	2010	"East Baton Rouge"	"03"	"024 A"	60	422	482	425	44	481	406	60	466	6								
"LA"	2010	"St. Helena"	"06"	"2"	141	37	178	21	151	177	18	153	171	6								
"LA"	2010	"East Baton Rouge"	"02"	"018 C"	284	218	502	219	254	499	181	307	488	6								
"LA"	2010	"Ascension"	"00"	"10"	495	121	616	104	466	613	83	525	608	6								
"LA"	2010	"East Baton Rouge"	"01"	"080 B"	343	99	442	116	286	437	84	355	439	6								
"LA"	2010	"East Baton Rouge"	"02"	"011"	68	300	368	299	60	368	283	72	355	6								
"LA"	2010	"East Baton Rouge"	"01"	"060 B"	305	140	445	148	274	446	123	308	431	6								
"LA"	2010	"East Baton Rouge"	"03"	"047 B"	333	70	403	74	306	401	48	350	398	6								
"LA"	2010	"East Baton Rouge"	"01"	"002 A"	7	162	169	152	4	167	152	10	162	6								
"LA"	2010	"West Feliciana"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	6								
"LA"	2010	"St. Helena"	"Early Voting"		174	355	529	295	189	521	282	202	484	6								
"LA"	2010	"Livingston"	"00"	"18"	353	140	493	103	349	489	81	398	479	6								
"LA"	2010	"West Baton Rouge"	"03"	"02"	143	388	531	388	117	526	353	141	494	6								
"LA"	2010	"Livingston"	"00"	"01C"	393	37	430	33	383	430	16	410	426	6								
"LA"	2010	"East Baton Rouge"	"02"	"017 B"	71	127	198	120	65	195	109	80	189	6								
"LA"	2010	"East Baton Rouge"	"01"	"063 A"	10	231	241	215	1	233	210	10	220	6								
"LA"	2010	"East Baton Rouge"	"03"	"049 B"	297	133	430	146	264	427	108	313	421	6								
"LA"	2010	"West Baton Rouge"	"04"	"01"	90	72	162	73	75	161	54	106	160	6								
"LA"	2010	"Ascension"	"Early Voting"		2131	739	2870	771	1957	2836	184	1085	1269	6	327	951	1278	3				
"LA"	2010	"East Baton Rouge"	"03"	"041 A"	451	152	603	155	407	598	121	476	597	6								
"LA"	2010	"East Baton Rouge"	"01"	"090 A"	289	135	424	148	251	424	122	298	420	6								
"LA"	2010	"Iberville"	"Early Voting"		446	247	693	280	396	695	86	281	367	6		177	224	5				
"LA"	2010	"East Baton Rouge"	"01"	"087 B"	268	140	408	143	225	408	123	284	407	6								
"LA"	2010	"East Baton Rouge"	"02"	"001 A"	64	393	457	389	41	455	368	75	443	6								
"LA"	2010	"East Baton Rouge"	"03"	"005 B"	51	96	147	95	47	150	82	65	147	6								
"LA"	2010	"East Baton Rouge"	"Provisional Votes"		0	0	0	26	17	49	26	24	50	6								
"LA"	2010	"West Baton Rouge"	"02"	"01B"	180	40	220	38	170	217	22	199	221	6								
"LA"	2010	"Livingston"	"00"	"43"	55	14	69	9	50	66	5	62	67	6								
"LA"	2010	"East Baton Rouge"	"01"	"031 B"	23	202	225	199	13	224	185	32	217	6								
"LA"	2010	"East Baton Rouge"	"01"	"031 A"	21	235	256	239	9	257	222	25	247	6								
"LA"	2010	"East Baton Rouge"	"03"	"023 A"	270	259	529	283	218	524	224	285	509	6								
"LA"	2010	"East Baton Rouge"	"01"	"042 A"	338	115	453	151	266	444	95	352	447	6								
"LA"	2010	"East Baton Rouge"	"01"	"075 A"	342	116	458	145	285	459	101	349	450	6								
"LA"	2010	"East Baton Rouge"	"01"	"009"	402	214	616	244	337	622	206	405	611	6								
"LA"	2010	"East Baton Rouge"	"02"	"021 B"	369	159	528	149	342	528	142	371	513	6								
"LA"	2010	"Iberville"	"00"	"17A"	38	30	68	29	33	68	21	42	63	6								
"LA"	2010	"West Feliciana"	"Early Voting"		401	177	578	176	365	564	109	381	490	6								
"LA"	2010	"East Baton Rouge"	"01"	"098 B"	343	133	476	141	311	476	115	358	473	6								
"LA"	2010	"West Feliciana"	"07"	"04"	0	14	14	12	0	12	11	0	11	6								
"LA"	2010	"Iberville"	"00"	"25B"	47	15	62	15	43	61	9	51	60	6								
"LA"	2010	"East Baton Rouge"	"01"	"085 B"	15	310	325	306	6	325	277	27	304	6								
"LA"	2010	"East Baton Rouge"	"02"	"001 B"	66	330	396	325	57	395	305	80	385	6								
"LA"	2010	"East Baton Rouge"	"01"	"037 A"	82	200	282	193	65	281	172	101	273	6								
"LA"	2010	"East Baton Rouge"	"01"	"077 A"	30	384	414	396	9	415	372	28	400	6								
"LA"	2010	"East Baton Rouge"	"01"	"021"	15	195	210	190	7	215	171	27	198	6								
"LA"	2010	"Ascension"	"00"	"19 C"	374	172	546	183	334	549	151	392	543	6								
"LA"	2010	"East Feliciana"	"08"	"1B"	35	43	78	40	36	79	35	37	72	6								
"LA"	2010	"East Baton Rouge"	"03"	"006 B"	347	70	417	59	328	417	44	371	415	6								
"LA"	2010	"East Baton Rouge"	"01"	"069 A"	335	130	465	204	227	460	137	311	448	6								
"LA"	2010	"Iberville"	"00"	"02"	40	210	250	209	33	253	183	47	230	6								
"LA"	2010	"West Feliciana"	"04"	"03"	49	56	105	56	41	102	49	48	97	6								
"LA"	2010	"Livingston"	"00"	"33"	123	58	181	41	130	183	35	145	180	6								
"LA"	2010	"Ascension"	"00"	"15"	375	145	520	130	360	518	116	398	514	6								
"LA"	2010	"Livingston"	"00"	"12"	249	150	399	105	278	401	98	294	392	6								
"LA"	2010	"East Baton Rouge"	"02"	"025 B"	132	332	464	319	115	463	294	146	440	6								
"LA"	2010	"Iberville"	"00"	"15A"	15	5	20	3	18	21	3	17	20	6								
"LA"	2010	"East Baton Rouge"	"01"	"105 B"	368	85	453	109	324	456	71	384	455	6								
"LA"	2010	"East Baton Rouge"	"03"	"004 A"	241	92	333	100	220	336	75	251	326	6								
"LA"	2010	"East Baton Rouge"	"01"	"095 B"	20	333	353	329	5	351	289	32	321	6								
"LA"	2010	"Livingston"	"00"	"23A"	680	190	870	147	676	874	115	755	870	6								
"LA"	2010	"East Baton Rouge"	"01"	"048 A"	348	125	473	180	266	467	110	358	468	6								
"LA"	2010	"East Baton Rouge"	"03"	"029 A"	258	66	324	85	215	322	63	255	318	6								
"LA"	2010	"East Feliciana"	"07"	"1"	82	241	323	228	76	323	212	93	305	6								
"LA"	2010	"East Feliciana"	"03"	"2B"	84	178	262	168	78	261	146	97	243	6								
"LA"	2010	"East Baton Rouge"	"03"	"050 A"	480	203	683	236	415	684	174	516	690	6								
"LA"	2010	"West Baton Rouge"	"04"	"03B"	48	41	89	41	45	91	43	49	92	6								
"LA"	2010	"West Baton Rouge"	"03"	"01A"	2	39	41	39	1	41	36	4	40	6								
"LA"	2010	"Iberville"	"00"	"25"	131	55	186	54	131	190	32	150	182	6								
"LA"	2010	"Livingston"	"00"	"04"	688	113	801	83	676	797	60	731	791	6								
"LA"	2010	"East Baton Rouge"	"02"	"029 B"	411	238	649	226	375	649	190	455	645	6								
"LA"	2010	"West Baton Rouge"	"04"	"05"	39	152	191	149	32	191	149	37	186	6								
"LA"	2010	"Livingston"	"00"	"31"	62	83	145	30	98	141	24	106	130	6								
"LA"	2010	"East Baton Rouge"	"03"	"007 A"	370	96	466	102	337	457	78	380	458	6								
"LA"	2010	"Ascension"	"00"	"18"	486	122	608	117	449	607	95	508	603	6								
"LA"	2010	"East Baton Rouge"	"01"	"040"	205	158	363	183	150	356	151	203	354	6								
"LA"	2010	"East Baton Rouge"	"01"	"014 A"	25	309	334	304	6	332	284	25	309	6								
"LA"	2010	"East Baton Rouge"	"01"	"074 A"	328	56	384	74	290	384	41	333	374	6								
"LA"	2010	"East Baton Rouge"	"01"	"088 B"	59	217	276	222	47	277	213	56	269	6								
"LA"	2010	"East Baton Rouge"	"01"	"004"	11	168	179	172	3	180	159	15	174	6								
"LA"	2010	"East Feliciana"	"02"	"1B"	190	110	300	112	173	301	94	195	289	6								
"LA"	2010	"East Baton Rouge"	"01"	"058 A"	26	185	211	182	16	207	176	29	205	6								
"LA"	2010	"East Baton Rouge"	"01"	"071 B"	222	155	377	169	187	376	132	236	368	6								
"LA"	2010	"East Baton Rouge"	"02"	"013 A"	82	168	250	168	69	246	150	88	238	6								
"LA"	2010	"East Baton Rouge"	"03"	"020 B"	423	265	688	283	373	697	248	448	696	6								
"LA"	2010	"Livingston"	"00"	"35A"	210	81	291	70	215	297	59	227	286	6								
"LA"	2010	"East Baton Rouge"	"03"	"021 A"	302	207	509	212	276	509	193	315	508	6								
"LA"	2010	"East Baton Rouge"	"01"	"061"	41	466	507	454	15	500	418	53	471	6								
"LA"	2010	"East Baton Rouge"	"01"	"089"	425	109	534	118	373	532	81	450	531	6								
"LA"	2010	"East Baton Rouge"	"01"	"030"	23	327	350	324	11	358	303	23	326	6								
"LA"	2010	"East Feliciana"	"01"	"2B"	60	63	123	58	58	123	48	70	118	6								
"LA"	2010	"Livingston"	"00"	"23"	484	112	596	74	460	590	62	520	582	6								
"LA"	2010	"East Baton Rouge"	"03"	"018 A"	233	164	397	175	208	400	149	244	393	6								
"LA"	2010	"Iberville"	"00"	"06A"	5	6	11	1	9	11	0	11	11	6								
"LA"	2010	"East Baton Rouge"	"01"	"043"	411	88	499	150	344	504	83	409	492	6								
"LA"	2010	"St. Helena"	"02"	"2"	85	87	172	74	79	172	56	104	160	6								
"LA"	2010	"East Baton Rouge"	"01"	"005 A"	15	188	203	183	10	207	164	28	192	6								
"LA"	2010	"East Baton Rouge"	"03"	"036 B"	483	144	627	159	436	625	111	510	621	6								
"LA"	2010	"East Baton Rouge"	"01"	"035"	226	142	368	158	193	373	120	250	370	6								
"LA"	2010	"East Baton Rouge"	"03"	"053 B"	240	50	290	58	206	289	47	241	288	6								
"LA"	2010	"East Baton Rouge"	"01"	"038 B"	32	147	179	147	22	177	129	42	171	6								
"LA"	2010	"St. Helena"	"02"	"1"	45	403	448	356	40	428	352	65	417	6								
"LA"	2010	"East Baton Rouge"	"02"	"022 B"	7	212	219	210	1	219	199	12	211	6								
"LA"	2010	"East Baton Rouge"	"03"	"014 A"	456	102	558	99	425	557	67	489	556	6								
"LA"	2010	"Livingston"	"00"	"01D"	679	82	761	60	649	754	39	718	757	6								
"LA"	2010	"Livingston"	"00"	"38"	260	309	569	223	299	570	217	339	556	6								
"LA"	2010	"Livingston"	"00"	"07"	423	79	502	62	407	507	43	458	501	6								
"LA"	2010	"East Baton Rouge"	"01"	"091 A"	12	150	162	151	7	161	134	20	154	6								
"LA"	2010	"Livingston"	"00"	"35"	283	225	508	182	289	502	163	331	494	6								
"LA"	2010	"St. Helena"	"01"	"1"	264	343	607	270	263	594	262	300	562	6								
"LA"	2010	"Livingston"	"00"	"05"	677	134	811	104	662	815	77	732	809	6								
"LA"	2010	"Pointe Coupee"	"00"	"15A"	247	128	375	134	209	372	104	255	359	6								
"LA"	2010	"Iberville"	"Provisional Votes"		0	0	0	0	0	0	0	0	0	6		0	0	5				
"LA"	2010	"East Baton Rouge"	"01"	"087 A"	329	137	466	156	296	470	124	337	461	6								
"LA"	2010	"East Baton Rouge"	"02"	"023 A"	14	231	245	226	9	247	210	21	231	6								
"LA"	2010	"East Baton Rouge"	"01"	"027"	32	395	427	392	14	427	363	43	406	6								
"LA"	2010	"East Baton Rouge"	"01"	"091 B"	15	175	190	174	6	189	169	13	182	6								
"LA"	2010	"Pointe Coupee"	"00"	"21"	116	42	158	39	113	159	19	130	149	6								
"LA"	2010	"East Baton Rouge"	"02"	"013 B"	75	140	215	136	61	215	119	90	209	6								
"LA"	2010	"Livingston"	"00"	"13B"	228	75	303	38	237	301	39	259	298	6								
"LA"	2010	"East Baton Rouge"	"02"	"032 A"	244	247	491	246	214	485	216	255	471	6								
"LA"	2010	"Ascension"	"00"	"08"	683	166	849	158	641	851	115	728	843	6								
"LA"	2010	"East Baton Rouge"	"01"	"090 B"	273	102	375	96	249	371	85	281	366	6								
"LA"	2010	"East Baton Rouge"	"01"	"057"	183	135	318	148	142	311	124	179	303	6								
"LA"	2010	"East Baton Rouge"	"01"	"050"	40	401	441	394	25	439	379	45	424	6								
"LA"	2010	"Livingston"	"00"	"14"	264	173	437	100	304	436	81	340	421	6								
"LA"	2010	"East Baton Rouge"	"01"	"067"	28	185	213	196	11	214	180	26	206	6								
"LA"	2010	"East Baton Rouge"	"03"	"022"	399	67	466	62	370	462	45	417	462	6								
"LA"	2010	"East Baton Rouge"	"02"	"022 A"	14	240	254	238	6	252	224	22	246	6								
"LA"	2010	"East Baton Rouge"	"01"	"034 A"	302	74	376	86	274	377	51	326	377	6								
"LA"	2010	"Pointe Coupee"	"00"	"10A"	315	174	489	147	292	473	95	356	451	6								
"LA"	2010	"East Baton Rouge"	"03"	"016 B"	576	98	674	110	542	675	68	598	666	6								
"LA"	2010	"Livingston"	"00"	"36A"	308	70	378	41	298	380	37	333	370	6								
"LA"	2010	"East Baton Rouge"	"01"	"077 B"	29	357	386	353	14	386	342	32	374	6								
"LA"	2010	"East Baton Rouge"	"01"	"025"	50	355	405	353	26	403	324	58	382	6								
"LA"	2010	"East Baton Rouge"	"01"	"010 A"	12	202	214	199	5	213	183	20	203	6								
"LA"	2010	"Ascension"	"00"	"09"	530	221	751	218	495	752	171	555	726	6								
"LA"	2010	"East Baton Rouge"	"01"	"045"	13	262	275	259	3	273	250	8	258	6								
"LA"	2010	"East Baton Rouge"	"03"	"015 A"	287	88	375	94	259	379	77	294	371	6								
"LA"	2010	"Iberville"	"00"	"17"	213	72	285	72	195	283	54	222	276	6								
"LA"	2010	"East Baton Rouge"	"03"	"044 B"	127	270	397	268	109	391	245	133	378	6								
"LA"	2010	"Ascension"	"Provisional Votes"		0	0	0	3	5	8	1	1	2	6	3	3	6	3				
"LA"	2010	"East Baton Rouge"	"03"	"009 A"	466	122	588	119	444	596	103	488	591	6								
"LA"	2010	"East Baton Rouge"	"01"	"054 B"	200	350	550	352	168	547	328	196	524	6								
"LA"	2010	"East Baton Rouge"	"03"	"040 A"	395	116	511	137	352	519	96	415	511	6								
"LA"	2010	"East Baton Rouge"	"01"	"072 B"	268	89	357	111	223	358	70	276	346	6								
"LA"	2010	"East Baton Rouge"	"02"	"027 B"	43	376	419	382	24	415	363	41	404	6								
"LA"	2010	"Ascension"	"00"	"05 A"	433	162	595	145	404	593	122	470	592	6								
"LA"	2010	"East Baton Rouge"	"03"	"026 A"	507	87	594	92	465	596	74	520	594	6								
"LA"	2010	"East Baton Rouge"	"01"	"044"	128	110	238	143	89	245	113	127	240	6								
"LA"	2010	"East Baton Rouge"	"01"	"003"	25	174	199	176	11	201	148	44	192	6								
"LA"	2010	"East Baton Rouge"	"01"	"029"	33	344	377	347	18	379	326	43	369	6								
"LA"	2010	"West Feliciana"	"06"	"03"	86	49	135	47	75	136	41	90	131	6								
"LA"	2010	"St. Helena"	"03"	"3"	13	23	36	23	12	37	23	14	37	6								
"LA"	2010	"Pointe Coupee"	"00"	"11"	100	72	172	63	89	170	55	112	167	6								
"LA"	2010	"Livingston"	"00"	"26C"	346	65	411	52	331	411	44	362	406	6								
"LA"	2010	"Pointe Coupee"	"00"	"20B"	122	69	191	63	117	191	45	138	183	6								
"LA"	2010	"East Baton Rouge"	"03"	"011"	69	119	188	113	63	188	108	76	184	6								
"LA"	2010	"East Baton Rouge"	"03"	"044 A"	138	262	400	263	107	396	232	148	380	6								
"LA"	2010	"East Baton Rouge"	"03"	"001 A"	527	105	632	113	473	625	76	550	626	6								
"LA"	2010	"East Baton Rouge"	"02"	"027 A"	46	391	437	400	26	437	368	53	421	6								
"LA"	2010	"Pointe Coupee"	"Early Voting"		644	1033	1677	992	497	1630	219	459	678	6		233	662	5				
"LA"	2010	"East Baton Rouge"	"01"	"054 A"	174	297	471	315	135	466	280	164	444	6								
"LA"	2010	"East Feliciana"	"03"	"1B"	146	126	272	107	137	275	105	163	268	6								
"LA"	2010	"West Baton Rouge"	"04"	"02"	212	128	340	132	181	339	98	230	328	6								
"LA"	2010	"East Baton Rouge"	"03"	"043 A"	326	57	383	72	286	378	47	337	384	6								
"LA"	2010	"St. Helena"	"01"	"2"	7	14	21	10	8	19	10	9	19	6								
"LA"	2010	"East Baton Rouge"	"02"	"015"	140	168	308	166	128	311	154	147	301	6								
"LA"	2010	"Ascension"	"00"	"20"	331	127	458	121	306	461	90	371	461	6								
"LA"	2010	"East Baton Rouge"	"01"	"023"	24	281	305	274	9	303	269	25	294	6								
"LA"	2010	"Ascension"	"00"	"19 B"	526	227	753	192	523	764	158	606	764	6								
"LA"	2010	"East Baton Rouge"	"01"	"062"	30	454	484	457	15	487	421	34	455	6								
"LA"	2010	"East Baton Rouge"	"03"	"029 B"	293	63	356	74	262	363	50	306	356	6								
"LA"	2010	"Pointe Coupee"	"00"	"22A"	447	185	632	166	417	629	121	482	603	6								
"LA"	2010	"East Feliciana"	"03"	"1C"	56	68	124	60	51	122	48	66	114	6								
"LA"	2010	"East Baton Rouge"	"01"	"005 B"	21	190	211	184	14	210	180	21	201	6								
"LA"	2010	"East Baton Rouge"	"01"	"034 B"	318	79	397	125	250	393	82	315	397	6								
"LA"	2010	"Livingston"	"00"	"06B"	226	73	299	40	234	298	39	260	299	6								
"LA"	2010	"East Baton Rouge"	"02"	"007 A"	266	120	386	119	259	394	107	276	383	6								
"LA"	2010	"East Baton Rouge"	"01"	"053 B"	306	55	361	68	267	360	50	306	356	6								
"LA"	2010	"East Baton Rouge"	"03"	"052 A"	205	87	292	93	178	290	75	205	280	6								
"LA"	2010	"East Baton Rouge"	"03"	"003 B"	468	94	562	122	407	560	72	484	556	6								
"LA"	2010	"East Baton Rouge"	"Early Voting"		8617	3323	11940	3903	7582	11841	2737	7895	10632	6								
"LA"	2010	"St. Helena"	"06"	"1"	303	141	444	107	301	446	97	317	414	6								
"LA"	2010	"Livingston"	"00"	"23B"	119	41	160	34	115	154	20	138	158	6								
"LA"	2010	"East Baton Rouge"	"03"	"007 B"	389	139	528	135	363	523	103	417	520	6								
"LA"	2010	"Livingston"	"00"	"01"	596	124	720	95	562	713	61	643	704	6								
"LA"	2010	"Livingston"	"Provisional Votes"		0	0	0	0	1	2	0	2	2	6								
"LA"	2010	"East Baton Rouge"	"02"	"031"	39	181	220	173	35	218	170	45	215	6								
"LA"	2010	"Ascension"	"00"	"61"	4	12	16	12	4	16	8	5	13	6								
"LA"	2010	"East Baton Rouge"	"01"	"081 A"	120	194	314	197	108	317	185	126	311	6								
"LA"	2010	"Livingston"	"00"	"25"	431	114	545	93	417	543	68	468	536	6								
"LA"	2010	"East Baton Rouge"	"03"	"027 B"	210	163	373	159	191	373	152	222	374	6								
"LA"	2010	"East Baton Rouge"	"03"	"036 A"	460	111	571	149	381	571	94	465	559	6								
"LA"	2010	"East Baton Rouge"	"01"	"049 B"	252	64	316	88	210	318	65	246	311	6								
"LA"	2010	"Iberville"	"00"	"18"	166	115	281	115	158	283	74	184	258	6								
"LA"	2010	"East Baton Rouge"	"01"	"099 A"	383	146	529	155	333	518	124	397	521	6								
"LA"	2010	"Livingston"	"00"	"11"	304	168	472	114	318	462	102	356	458	6								
"LA"	2010	"East Baton Rouge"	"01"	"018"	17	141	158	146	4	162	133	18	151	6								
"LA"	2010	"East Baton Rouge"	"03"	"003 A"	369	91	460	97	330	456	68	386	454	6								
"LA"	2010	"East Baton Rouge"	"01"	"047 A"	425	145	570	179	368	568	124	441	565	6								
"LA"	2010	"East Baton Rouge"	"02"	"003"	158	214	372	206	152	380	192	182	374	6								
"LA"	2010	"East Baton Rouge"	"01"	"026"	19	239	258	232	18	265	226	25	251	6								
"LA"	2010	"East Baton Rouge"	"01"	"015 A"	12	298	310	286	3	303	267	23	290	6								
"LA"	2010	"Ascension"	"00"	"14"	326	89	415	85	297	416	57	357	414	6								
"LA"	2010	"East Baton Rouge"	"01"	"101 A"	13	194	207	195	2	205	173	19	192	6								
"LA"	2010	"Livingston"	"00"	"26B"	363	82	445	51	366	446	40	403	443	6								
"LA"	2010	"East Baton Rouge"	"01"	"008"	237	162	399	202	166	391	169	219	388	6								
