state	year	county	precinct	precinct_name	g2010_REG_tv	g2010_BALL_tv	g2010_USS_rv	g2010_USS_dv	g2010_USS_tv	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	g2010_GOV_dv	g2010_GOV_rv	g2010_GOV_tv	g2010_TRE_rv	g2010_TRE_dv	g2010_TRE_tv	sd	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	ld	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2
"OR"	2010	"CLACKAMAS"	"1"		1295	898	295	534	829	5	502	324	826	500	356	856	287	472	759																
"OR"	2010	"CLACKAMAS"	"2"		1439	1004	341	587	928	5	573	371	944	532	431	963	319	534	853																
"OR"	2010	"CLACKAMAS"	"3"		1162	760	285	423	708	5	400	295	695	355	359	714	254	378	632																
"OR"	2010	"CLACKAMAS"	"5"		1249	755	290	412	702	5	390	295	685	346	363	709	267	368	635																
"OR"	2010	"CLACKAMAS"	"6"		1073	817	291	484	775	5	462	309	771	414	359	773	270	437	707																
"OR"	2010	"CLACKAMAS"	"7"		2290	1742	701	954	1655	5	879	766	1645	762	912	1674	677	829	1506																
"OR"	2010	"CLACKAMAS"	"8"		2225	1709	846	798	1644	5	725	909	1634	636	1027	1663	808	731	1539																
"OR"	2010	"CLACKAMAS"	"9"		1441	1018	458	504	962	5	463	483	946	422	548	970	429	455	884																
"OR"	2010	"CLACKAMAS"	"11"		1947	1311	583	659	1242	5	606	638	1244	543	719	1262	570	578	1148																
"OR"	2010	"CLACKAMAS"	"12"		2603	1780	768	934	1702	5	873	803	1676	738	963	1701	723	805	1528																
"OR"	2010	"CLACKAMAS"	"31"		574	349	95	221	316	5	203	116	319	186	141	327	95	203	298																
"OR"	2010	"CLACKAMAS"	"32"		631	413	151	234	385	5	216	157	373	205	187	392	143	206	349																
"OR"	2010	"CLACKAMAS"	"33"		1439	1015	450	518	968	5	489	464	953	424	550	974	437	449	886																
"OR"	2010	"CLACKAMAS"	"34"		1521	1060	361	643	1004	5	576	400	976	519	482	1001	369	538	907																
"OR"	2010	"CLACKAMAS"	"38"		909	637	248	363	611	5	314	279	593	298	317	615	243	321	564																
"OR"	2010	"CLACKAMAS"	"39"		1288	952	386	521	907	5	465	431	896	432	480	912	378	464	842																
"OR"	2010	"CLACKAMAS"	"51"		1412	979	237	684	921	3	667	228	895	627	319	946	232	616	848																
"OR"	2010	"CLACKAMAS"	"53"		1070	741	212	490	702	3	480	203	683	425	280	705	202	449	651																
"OR"	2010	"CLACKAMAS"	"54"		1032	674	188	443	631	3	426	186	612	382	252	634	187	384	571																
"OR"	2010	"CLACKAMAS"	"56"		915	637	169	427	596	3	422	162	584	384	221	605	161	374	535																
"OR"	2010	"CLACKAMAS"	"57"		1277	910	274	585	859	3	562	276	838	523	347	870	268	507	775																
"OR"	2010	"CLACKAMAS"	"58"		846	670	215	431	646	3	416	204	620	364	284	648	227	367	594																
"OR"	2010	"CLACKAMAS"	"60"		1265	876	242	590	832	3	569	227	796	517	329	846	220	525	745																
"OR"	2010	"CLACKAMAS"	"62"		1308	915	296	564	860	3	536	306	842	487	392	879	295	495	790																
"OR"	2010	"CLACKAMAS"	"63"		1165	818	217	550	767	3	539	211	750	483	299	782	231	485	716																
"OR"	2010	"CLACKAMAS"	"64"		1202	814	269	498	767	3	466	267	733	408	354	762	271	429	700																
"OR"	2010	"CLACKAMAS"	"90"		6	4	0	4	4	5	2	2	4	1	3	4	1	0	1																
"OR"	2010	"CLACKAMAS"	"91"		153	128	42	82	124	3	83	36	119	69	58	127	26	92	118																
"OR"	2010	"CLACKAMAS"	"92"		90	62	13	44	57	3	43	15	58	41	20	61	16	39	55																
"OR"	2010	"CLACKAMAS"	"93"		153	123	43	75	118	3	71	43	114	63	56	119	39	77	116																
"OR"	2010	"CLACKAMAS"	"94"		64	53	27	23	50	3	22	25	47	15	36	51	27	19	46																
"OR"	2010	"CLACKAMAS"	"95"		9	5	0	5	5	3	5	0	5	5	0	5	0	3	3																
"OR"	2010	"CLACKAMAS"	"96"		4382	3077	1513	1443	2956	3	1393	1444	2837	1200	1807	3007	1402	1339	2741																
"OR"	2010	"CLACKAMAS"	"97"		516	359	163	182	345	3	168	160	328	138	211	349	155	162	317																
"OR"	2010	"CLACKAMAS"	"98"		2097	1584	815	710	1525	3	680	766	1446	558	981	1539	759	654	1413																
"OR"	2010	"CLACKAMAS"	"101"		2619	1683	783	797	1580	3	777	762	1539	660	954	1614	744	729	1473																
"OR"	2010	"CLACKAMAS"	"102"		2153	1451	658	702	1360	3	666	648	1314	606	778	1384	608	649	1257																
"OR"	2010	"CLACKAMAS"	"106"		1360	925	427	441	868	3	406	432	838	376	507	883	396	404	800																
"OR"	2010	"CLACKAMAS"	"111"		1275	836	415	363	778	5	316	446	762	283	501	784	407	298	705																
"OR"	2010	"CLACKAMAS"	"112"		2214	1475	778	563	1341	5	522	802	1324	471	925	1396	715	505	1220																
"OR"	2010	"CLACKAMAS"	"116"		675	528	281	224	505	5	192	312	504	167	339	506	279	188	467																
"OR"	2010	"CLACKAMAS"	"117"		255	203	127	72	199	5	65	130	195	55	140	195	123	67	190																
"OR"	2010	"CLACKAMAS"	"122"		2084	1574	804	688	1492	5	639	832	1471	588	931	1519	730	619	1349																
"OR"	2010	"CLACKAMAS"	"123"		645	468	217	217	434	5	202	237	439	183	264	447	214	200	414																
"OR"	2010	"CLACKAMAS"	"124"		2251	1746	909	766	1675	5	685	991	1676	597	1094	1691	869	690	1559																
"OR"	2010	"CLACKAMAS"	"125"		1582	1203	552	582	1134	5	520	614	1134	462	680	1142	525	503	1028																
"OR"	2010	"CLACKAMAS"	"126"		1545	1187	549	576	1125	5	520	608	1128	448	679	1127	519	514	1033																
"OR"	2010	"CLACKAMAS"	"130"		2557	1977	874	1023	1897	5	894	995	1889	848	1083	1931	826	945	1771																
"OR"	2010	"CLACKAMAS"	"131"		2633	2007	849	1074	1923	5	927	986	1913	859	1093	1952	845	945	1790																
"OR"	2010	"CLACKAMAS"	"132"		2245	1688	714	907	1621	5	824	791	1615	810	837	1647	679	848	1527																
"OR"	2010	"CLACKAMAS"	"134"		1885	1457	498	915	1413	5	826	578	1404	776	640	1416	468	823	1291																
"OR"	2010	"CLACKAMAS"	"135"		1218	983	343	610	953	5	558	388	946	537	427	964	334	538	872																
"OR"	2010	"CLACKAMAS"	"136"		1172	964	337	591	928	5	561	366	927	534	416	950	313	560	873																
"OR"	2010	"CLACKAMAS"	"138"		1690	1402	581	773	1354	5	663	689	1352	628	742	1370	568	710	1278																
"OR"	2010	"CLACKAMAS"	"139"		1610	1288	557	696	1253	5	603	646	1249	585	688	1273	560	621	1181																
"OR"	2010	"CLACKAMAS"	"140"		872	657	203	420	623	5	393	230	623	379	256	635	181	406	587																
"OR"	2010	"CLACKAMAS"	"151"		1401	1182	387	750	1137	5	681	434	1115	646	517	1163	360	690	1050																
"OR"	2010	"CLACKAMAS"	"152"		1091	903	329	549	878	5	489	372	861	445	441	886	314	491	805																
"OR"	2010	"CLACKAMAS"	"153"		1507	1238	443	755	1198	5	695	483	1178	646	563	1209	419	710	1129																
"OR"	2010	"CLACKAMAS"	"154"		1654	1279	460	773	1233	5	692	511	1203	639	610	1249	437	685	1122																
"OR"	2010	"CLACKAMAS"	"155"		1901	1576	557	966	1523	5	869	627	1496	840	708	1548	507	907	1414																
"OR"	2010	"CLACKAMAS"	"157"		908	716	327	361	688	5	336	351	687	305	400	705	291	353	644																
"OR"	2010	"CLACKAMAS"	"158"		1300	1064	391	640	1031	5	566	441	1007	561	490	1051	390	570	960																
"OR"	2010	"CLACKAMAS"	"159"		1369	1117	478	607	1085	5	516	551	1067	498	602	1100	479	537	1016																
"OR"	2010	"CLACKAMAS"	"160"		1396	1145	497	619	1116	5	564	531	1095	525	602	1127	463	575	1038																
"OR"	2010	"CLACKAMAS"	"162"		1820	1425	531	839	1370	5	732	621	1353	673	715	1388	532	751	1283																
"OR"	2010	"CLACKAMAS"	"163"		1704	1406	538	837	1375	5	732	620	1352	692	691	1383	505	763	1268																
"OR"	2010	"CLACKAMAS"	"164"		1146	917	312	571	883	5	545	336	881	508	395	903	284	536	820																
"OR"	2010	"CLACKAMAS"	"165"		1366	1113	426	649	1075	5	584	475	1059	545	552	1097	401	606	1007																
"OR"	2010	"CLACKAMAS"	"166"		1536	1243	491	714	1205	5	643	551	1194	604	620	1224	463	660	1123																
"OR"	2010	"CLACKAMAS"	"167"		1449	1107	364	701	1065	5	668	379	1047	651	436	1087	328	652	980																
"OR"	2010	"CLACKAMAS"	"169"		784	654	251	381	632	5	331	283	614	299	341	640	227	359	586																
"OR"	2010	"CLACKAMAS"	"170"		26	20	12	8	20	5	8	11	19	5	15	20	9	11	20																
"OR"	2010	"CLACKAMAS"	"171"		30	30	13	16	29	5	12	16	28	10	18	28	11	15	26																
"OR"	2010	"CLACKAMAS"	"201"		1557	1125	488	587	1075	5	534	534	1068	481	609	1090	457	540	997																
"OR"	2010	"CLACKAMAS"	"202"		1701	1186	513	607	1120	5	546	575	1121	521	626	1147	509	533	1042																
"OR"	2010	"CLACKAMAS"	"203"		1229	1059	481	552	1033	5	475	542	1017	406	636	1042	448	523	971																
"OR"	2010	"CLACKAMAS"	"204"		857	761	351	393	744	5	331	407	738	309	442	751	334	375	709																
"OR"	2010	"CLACKAMAS"	"205"		1145	825	395	393	788	5	329	449	778	294	510	804	387	328	715																
"OR"	2010	"CLACKAMAS"	"206"		2125	1545	729	741	1470	5	658	779	1437	634	859	1493	718	641	1359																
"OR"	2010	"CLACKAMAS"	"251"		4	3	2	1	3	5	0	3	3	0	3	3	2	0	2																
"OR"	2010	"CLACKAMAS"	"252"		1769	1412	684	684	1368	5	564	794	1358	515	872	1387	643	632	1275																
"OR"	2010	"CLACKAMAS"	"300"		832	636	191	409	600	5	362	225	587	345	272	617	202	359	561																
"OR"	2010	"CLACKAMAS"	"301"		825	657	216	419	635	5	372	263	635	363	279	642	202	391	593																
"OR"	2010	"CLACKAMAS"	"302"		589	450	148	288	436	5	273	161	434	265	180	445	147	276	423																
"OR"	2010	"CLACKAMAS"	"303"		892	684	250	409	659	5	369	281	650	329	336	665	242	372	614																
"OR"	2010	"CLACKAMAS"	"305"		78	55	22	30	52	5	29	25	54	27	27	54	19	30	49																
"OR"	2010	"CLACKAMAS"	"306"		133	106	51	53	104	5	40	60	100	40	63	103	42	55	97																
"OR"	2010	"CLACKAMAS"	"313"		519	453	190	254	444	5	219	216	435	207	242	449	177	236	413																
"OR"	2010	"CLACKAMAS"	"326"		1006	823	391	406	797	5	358	432	790	342	468	810	361	386	747																
"OR"	2010	"CLACKAMAS"	"327"		1509	1209	683	491	1174	5	396	747	1143	384	798	1182	653	438	1091																
"OR"	2010	"CLACKAMAS"	"328"		89	69	28	39	67	5	37	29	66	34	33	67	28	35	63																
"OR"	2010	"CLACKAMAS"	"336"		1212	1003	536	435	971	5	381	585	966	354	628	982	499	400	899																
"OR"	2010	"CLACKAMAS"	"337"		1450	1179	584	553	1137	5	506	622	1128	449	703	1152	533	513	1046																
"OR"	2010	"CLACKAMAS"	"343"		580	478	280	179	459	5	175	282	457	139	321	460	261	154	415																
"OR"	2010	"CLACKAMAS"	"344"		1332	1040	601	397	998	5	394	601	995	332	675	1007	559	366	925																
"OR"	2010	"CLACKAMAS"	"345"		261	203	119	79	198	5	72	120	192	59	140	199	98	78	176																
"OR"	2010	"CLACKAMAS"	"346"		1345	1022	531	440	971	5	407	561	968	338	646	984	499	386	885																
"OR"	2010	"CLACKAMAS"	"349"		699	530	269	234	503	5	221	279	500	188	323	511	254	215	469																
"OR"	2010	"CLACKAMAS"	"350"		1230	932	513	372	885	5	357	511	868	302	587	889	469	322	791																
"OR"	2010	"CLACKAMAS"	"351"		1220	886	467	362	829	5	294	524	818	252	589	841	453	296	749																
"OR"	2010	"CLACKAMAS"	"353"		983	745	447	259	706	5	227	477	704	195	520	715	429	217	646																
"OR"	2010	"CLACKAMAS"	"354"		919	685	360	277	637	5	269	359	628	228	416	644	339	256	595																
"OR"	2010	"CLACKAMAS"	"355"		895	615	334	243	577	5	216	355	571	169	406	575	317	210	527																
"OR"	2010	"CLACKAMAS"	"356"		760	574	302	222	524	5	192	327	519	173	368	541	295	180	475																
"OR"	2010	"CLACKAMAS"	"357"		975	737	426	276	702	5	255	445	700	211	503	714	430	225	655																
"OR"	2010	"CLACKAMAS"	"361"		629	419	186	200	386	3	189	186	375	171	228	399	183	167	350																
"OR"	2010	"CLACKAMAS"	"362"		1335	962	487	426	913	3	398	482	880	341	562	903	447	381	828																
"OR"	2010	"CLACKAMAS"	"363"		72	39	15	20	35	5	20	16	36	19	17	36	15	20	35																
"OR"	2010	"CLACKAMAS"	"364"		988	735	359	343	702	3	322	354	676	284	420	704	336	316	652																
"OR"	2010	"CLACKAMAS"	"365"		858	621	287	301	588	3	270	300	570	258	330	588	269	278	547																
"OR"	2010	"CLACKAMAS"	"366"		1284	876	375	454	829	3	412	375	787	347	483	830	356	419	775																
"OR"	2010	"CLACKAMAS"	"368"		159	104	61	37	98	5	33	65	98	28	70	98	55	30	85																
"OR"	2010	"CLACKAMAS"	"371"		639	474	238	211	449	3	200	233	433	188	260	448	214	193	407																
"OR"	2010	"CLACKAMAS"	"372"		1807	1316	638	593	1231	3	552	642	1194	506	742	1248	591	540	1131																
"OR"	2010	"CLACKAMAS"	"373"		1496	1084	473	549	1022	3	513	466	979	473	567	1040	443	489	932																
"OR"	2010	"CLACKAMAS"	"375"		465	331	134	179	313	3	163	125	288	138	180	318	129	152	281																
"OR"	2010	"CLACKAMAS"	"377"		1224	864	423	396	819	3	361	410	771	332	492	824	400	341	741																
"OR"	2010	"CLACKAMAS"	"381"		1680	1200	446	697	1143	3	656	447	1103	595	550	1145	427	632	1059																
"OR"	2010	"CLACKAMAS"	"382"		494	323	136	169	305	3	167	127	294	143	165	308	126	153	279																
"OR"	2010	"CLACKAMAS"	"383"		1169	844	325	481	806	3	464	312	776	437	374	811	316	416	732																
"OR"	2010	"CLACKAMAS"	"390"		1431	1104	560	497	1057	3	473	547	1020	401	669	1070	518	446	964																
"OR"	2010	"CLACKAMAS"	"394"		1253	998	471	471	942	3	443	477	920	396	572	968	447	431	878																
"OR"	2010	"CLACKAMAS"	"401"		1424	1165	589	535	1124	3	495	588	1083	429	700	1129	546	467	1013																
"OR"	2010	"CLACKAMAS"	"402"		969	692	342	320	662	3	287	339	626	254	409	663	339	282	621																
"OR"	2010	"CLACKAMAS"	"403"		1162	910	479	400	879	3	357	475	832	302	582	884	443	368	811																
"OR"	2010	"CLACKAMAS"	"404"		974	729	424	265	689	3	273	395	668	199	510	709	404	238	642																
"OR"	2010	"CLACKAMAS"	"405"		1877	1387	701	627	1328	3	596	685	1281	493	847	1340	654	564	1218																
"OR"	2010	"CLACKAMAS"	"407"		853	626	306	283	589	3	270	306	576	236	363	599	304	254	558																
"OR"	2010	"CLACKAMAS"	"411"		1372	1076	464	576	1040	3	523	461	984	463	589	1052	440	527	967																
"OR"	2010	"CLACKAMAS"	"412"		1683	1152	485	621	1106	3	571	488	1059	495	609	1104	486	525	1011																
"OR"	2010	"CLACKAMAS"	"413"		756	559	243	295	538	3	283	235	518	257	287	544	228	274	502																
"OR"	2010	"CLACKAMAS"	"414"		1683	1205	555	605	1160	3	575	529	1104	498	666	1164	543	531	1074																
"OR"	2010	"CLACKAMAS"	"422"		1486	1063	498	513	1011	3	475	506	981	411	614	1025	493	449	942																
"OR"	2010	"CLACKAMAS"	"441"		517	250	81	144	225	3	137	76	213	122	108	230	78	134	212																
"OR"	2010	"CLACKAMAS"	"442"		1432	947	406	480	886	3	429	426	855	362	536	898	403	413	816																
"OR"	2010	"CLACKAMAS"	"443"		1346	1036	505	492	997	3	452	515	967	390	622	1012	472	450	922																
"OR"	2010	"CLACKAMAS"	"444"		233	177	88	82	170	3	81	82	163	64	108	172	84	68	152																
"OR"	2010	"CLACKAMAS"	"445"		1188	837	313	478	791	3	454	324	778	377	427	804	328	411	739																
"OR"	2010	"CLACKAMAS"	"446"		899	574	224	325	549	3	293	234	527	261	300	561	234	278	512																
"OR"	2010	"CLACKAMAS"	"451"		966	547	155	344	499	3	319	157	476	292	216	508	147	295	442																
"OR"	2010	"CLACKAMAS"	"452"		553	346	105	215	320	3	212	107	319	196	134	330	95	198	293																
"OR"	2010	"CLACKAMAS"	"453"		1505	1005	338	602	940	3	582	330	912	480	471	951	339	519	858																
"OR"	2010	"CLACKAMAS"	"454"		2026	1442	637	721	1358	3	690	629	1319	602	797	1399	601	675	1276																
"OR"	2010	"CLACKAMAS"	"475"		1502	1106	396	662	1058	3	640	374	1014	542	517	1059	397	578	975																
"OR"	2010	"CLACKAMAS"	"478"		351	228	65	147	212	3	141	64	205	125	95	220	67	127	194																
"OR"	2010	"CLACKAMAS"	"480"		951	653	240	383	623	3	366	235	601	277	347	624	238	323	561																
"OR"	2010	"CLACKAMAS"	"481"		2457	1466	426	930	1356	3	872	436	1308	785	588	1373	421	803	1224																
"OR"	2010	"CLACKAMAS"	"491"		527	278	106	159	265	3	153	97	250	121	138	259	109	136	245																
"OR"	2010	"CLACKAMAS"	"503"		1250	972	342	583	925	5	528	389	917	474	465	939	333	516	849																
"OR"	2010	"CLACKAMAS"	"505"		1110	848	329	482	811	5	447	353	800	405	419	824	319	435	754																
"OR"	2010	"CLACKAMAS"	"506"		755	516	160	338	498	5	308	178	486	273	224	497	149	293	442																
"OR"	2010	"CLACKAMAS"	"507"		1090	754	250	472	722	5	435	271	706	405	316	721	238	417	655																
"OR"	2010	"CLACKAMAS"	"521"		1186	802	241	514	755	5	454	273	727	416	347	763	229	445	674																
"OR"	2010	"CLACKAMAS"	"522"		424	359	77	273	350	5	247	93	340	236	120	356	82	251	333																
"OR"	2010	"CLACKAMAS"	"523"		177	144	24	117	141	5	111	29	140	106	36	142	27	107	134																
"OR"	2010	"CLACKAMAS"	"525"		1251	869	266	549	815	5	501	291	792	455	373	828	269	482	751																
"OR"	2010	"CLACKAMAS"	"526"		1211	889	288	572	860	5	530	310	840	496	369	865	269	511	780																
"OR"	2010	"CLACKAMAS"	"530"		1178	883	331	503	834	5	465	356	821	419	429	848	326	436	762																
"OR"	2010	"CLACKAMAS"	"531"		1162	772	252	486	738	5	447	278	725	396	344	740	245	420	665																
"OR"	2010	"CLACKAMAS"	"532"		690	555	217	313	530	5	280	237	517	263	273	536	208	277	485																
"OR"	2010	"CLACKAMAS"	"533"		909	691	222	434	656	5	392	246	638	339	321	660	227	370	597																
"OR"	2010	"CLACKAMAS"	"538"		809	631	207	399	606	5	366	216	582	329	282	611	206	333	539																
"OR"	2010	"CLACKAMAS"	"549"		1008	638	212	379	591	5	338	245	583	323	292	615	213	331	544																
"OR"	2010	"CLACKAMAS"	"550"		1405	1052	410	598	1008	5	525	450	975	482	528	1010	389	533	922																
"OR"	2010	"CLACKAMAS"	"551"		1082	774	274	463	737	5	439	294	733	391	355	746	251	421	672																
"OR"	2010	"CLACKAMAS"	"552"		1194	862	314	508	822	5	453	344	797	417	409	826	328	431	759																
"OR"	2010	"CLACKAMAS"	"553"		391	264	74	176	250	5	150	93	243	135	112	247	73	155	228																
"OR"	2010	"CLACKAMAS"	"555"		1670	1261	431	766	1197	5	691	486	1177	634	573	1207	435	659	1094																
"OR"	2010	"CLACKAMAS"	"560"		951	731	357	343	700	5	311	380	691	287	415	702	331	303	634																
"OR"	2010	"CLACKAMAS"	"561"		157	124	64	53	117	5	45	68	113	45	74	119	61	46	107																
"OR"	2010	"CLACKAMAS"	"562"		841	672	323	324	647	5	304	330	634	274	375	649	298	289	587																
"OR"	2010	"CLACKAMAS"	"563"		1477	1067	418	597	1015	5	537	467	1004	465	563	1028	387	541	928																
"OR"	2010	"CLACKAMAS"	"565"		1009	804	388	393	781	3	378	374	752	320	468	788	368	348	716																
"OR"	2010	"CLACKAMAS"	"567"		590	448	195	227	422	5	211	206	417	196	234	430	188	207	395																
"OR"	2010	"CLACKAMAS"	"568"		680	498	253	227	480	5	209	262	471	176	307	483	219	214	433																
"OR"	2010	"CLACKAMAS"	"575"		1806	1376	662	655	1317	3	623	640	1263	524	805	1329	638	583	1221																
"OR"	2010	"CLACKAMAS"	"576"		476	396	161	212	373	3	203	157	360	186	192	378	147	198	345																
"OR"	2010	"CLACKAMAS"	"577"		1312	1000	525	416	941	3	392	512	904	324	635	959	499	379	878																
"OR"	2010	"CLACKAMAS"	"578"		568	433	201	216	417	3	211	182	393	181	239	420	189	195	384																
"OR"	2010	"CLACKAMAS"	"580"		1412	1067	543	471	1014	5	457	555	1012	379	657	1036	502	429	931																
"OR"	2010	"CLACKAMAS"	"581"		987	776	382	349	731	5	315	415	730	281	458	739	353	310	663																
"OR"	2010	"CLACKAMAS"	"582"		703	526	255	256	511	5	248	256	504	202	301	503	237	231	468																
"OR"	2010	"CLACKAMAS"	"583"		499	358	178	167	345	5	161	178	339	125	219	344	173	131	304																
"OR"	2010	"CLACKAMAS"	"585"		592	421	201	202	403	3	197	183	380	192	218	410	198	186	384																
"OR"	2010	"CLACKAMAS"	"586"		1386	1061	505	502	1007	5	484	528	1012	398	627	1025	486	452	938																
"OR"	2010	"CLACKAMAS"	"587"		866	664	336	301	637	5	271	351	622	233	404	637	304	270	574																
"OR"	2010	"CLACKAMAS"	"588"		41	29	10	18	28	3	18	10	28	18	11	29	10	18	28																
"OR"	2010	"CLACKAMAS"	"589"		522	405	205	175	380	3	164	192	356	129	253	382	200	152	352																
"OR"	2010	"COOS"	"1"	"LAKESIDE CITY & RURAL"			487	492	979	4	515	515	1030	402	599	1001	527	401	928																
"OR"	2010	"COOS"	"2"	"RURAL NORTH BEND"			894	1009	1903	4	927	1047	1974	879	1054	1933	901	873	1774																
"OR"	2010	"COOS"	"3"	"NORTH BEND CITY WEST"			873	1041	1914	4	906	1057	1963	885	1059	1944	829	899	1728																
"OR"	2010	"COOS"	"4"	"NORTH BEND CITY EAST"			652	868	1520	4	674	910	1584	792	768	1560	629	740	1369																
"OR"	2010	"COOS"	"5"	"COOS BAY CITY WEST"			894	1181	2075	4	959	1195	2154	1005	1066	2071	899	1005	1904																
"OR"	2010	"COOS"	"6"	"COOS BAY CITY NORTHEAST"			589	842	1431	4	647	852	1499	744	743	1487	609	673	1282																
"OR"	2010	"COOS"	"7"	"COOS BAY CITY SOUTHEAST"			594	928	1522	4	642	954	1596	818	738	1556	596	780	1376																
"OR"	2010	"COOS"	"8"	"RURAL COOS BAY WEST"			742	935	1677	4	763	1003	1766	812	886	1698	708	842	1550																
"OR"	2010	"COOS"	"9"	"RURAL COOS BAY EAST"			625	656	1281	4	670	678	1348	544	744	1288	620	572	1192																
"OR"	2010	"COOS"	"10"	"RURAL COOS BAY-REP 1"			550	529	1079	4	595	531	1126	432	657	1089	555	438	993																
"OR"	2010	"COOS"	"11"	"RURAL COQUILLE"			807	585	1392	4	903	559	1462	462	956	1418	784	513	1297																
"OR"	2010	"COOS"	"12"	"COQUILLE CITY"			770	731	1501	4	836	723	1559	573	943	1516	777	588	1365																
"OR"	2010	"COOS"	"13"	"MYRTLE POINT CITY"			526	377	903	4	561	377	938	292	600	892	470	340	810																
"OR"	2010	"COOS"	"14"	"RURAL MYRTLE POINT"			741	436	1177	4	822	413	1235	308	870	1178	720	357	1077																
"OR"	2010	"COOS"	"15"	"POWERS CITY & RURAL"			187	136	323	4	208	141	349	119	219	338	189	109	298																
"OR"	2010	"COOS"	"16"	"BANDON CITY"			527	714	1241	4	581	727	1308	660	630	1290	538	620	1158																
"OR"	2010	"COOS"	"17"	"RURAL BANDON-REP 9"			81	101	182	4	86	109	195	86	97	183	84	96	180																
"OR"	2010	"COOS"	"18"	"RURAL BANDON-REP 1"			751	668	1419	4	822	642	1464	566	853	1419	744	563	1307																
"OR"	2010	"COOS"	"19"	"RURAL BANDON-2CJ CURRY"			157	94	251	4	172	91	263	77	170	247	152	74	226																
"OR"	2010	"DESCHUTES"	"1"		2334	1700	452	1180	1632	2	839	758	1597	1055	601	1656	666	882	1548																
"OR"	2010	"DESCHUTES"	"2"		1556	1197	682	475	1157	2	283	877	1160	364	790	1154	801	301	1102																
"OR"	2010	"DESCHUTES"	"3"		36	25	13	12	25	2	6	19	25	8	17	25	17	7	24																
"OR"	2010	"DESCHUTES"	"4"		1174	770	210	510	720	2	391	329	720	467	269	736	291	403	694																
"OR"	2010	"DESCHUTES"	"5"		4232	3056	1346	1556	2902	2	955	1955	2910	1257	1664	2921	1690	1085	2775																
"OR"	2010	"DESCHUTES"	"6"		2531	1651	697	866	1563	2	572	1013	1585	706	869	1575	894	600	1494																
"OR"	2010	"DESCHUTES"	"7"		3731	2792	912	1781	2693	2	1242	1414	2656	1594	1129	2723	1253	1289	2542																
"OR"	2010	"DESCHUTES"	"8"		66	50	27	20	47	2	14	35	49	16	34	50	39	11	50																
"OR"	2010	"DESCHUTES"	"9"		1363	869	371	461	832	2	296	553	849	372	456	828	473	319	792																
"OR"	2010	"DESCHUTES"	"10"		2060	1605	937	607	1544	2	334	1221	1555	452	1089	1541	1088	385	1473																
"OR"	2010	"DESCHUTES"	"11"		814	588	262	303	565	2	194	368	562	260	307	567	325	219	544																
"OR"	2010	"DESCHUTES"	"12"		1149	865	403	424	827	2	214	618	832	311	526	837	563	231	794																
"OR"	2010	"DESCHUTES"	"13"		1170	910	469	402	871	2	232	650	882	305	583	888	589	264	853																
"OR"	2010	"DESCHUTES"	"14"		1406	1067	557	464	1021	2	266	758	1024	345	691	1036	668	309	977																
"OR"	2010	"DESCHUTES"	"15"		984	802	438	341	779	2	207	562	769	282	508	790	508	246	754																
"OR"	2010	"DESCHUTES"	"16"		1044	903	476	408	884	2	242	633	875	342	549	891	535	323	858																
"OR"	2010	"DESCHUTES"	"17"		1716	1096	519	513	1032	2	263	798	1061	350	670	1020	651	324	975																
"OR"	2010	"DESCHUTES"	"18"		2519	1870	1041	734	1775	2	370	1427	1797	542	1240	1782	1204	482	1686																
"OR"	2010	"DESCHUTES"	"19"		2624	2101	1205	836	2041	2	445	1588	2033	617	1424	2041	1415	521	1936																
"OR"	2010	"DESCHUTES"	"20"		2571	1807	904	805	1709	2	469	1253	1722	638	1088	1726	1122	532	1654																
"OR"	2010	"DESCHUTES"	"21"		1181	940	540	368	908	2	182	730	912	276	637	913	656	204	860																
"OR"	2010	"DESCHUTES"	"22"		310	216	114	89	203	2	53	156	209	69	134	203	125	62	187																
"OR"	2010	"DESCHUTES"	"23"		23	19	12	4	16	2	1	17	18	3	14	17	13	4	17																
"OR"	2010	"DESCHUTES"	"24"		719	510	257	217	474	2	128	357	485	143	331	474	299	154	453																
"OR"	2010	"DESCHUTES"	"25"		3486	2217	1030	1055	2085	2	659	1440	2099	873	1221	2094	1271	717	1988																
"OR"	2010	"DESCHUTES"	"26"		1150	811	368	405	773	2	228	555	783	318	450	768	471	264	735																
"OR"	2010	"DESCHUTES"	"27"		1751	1254	346	846	1192	2	584	593	1177	778	434	1212	479	652	1131																
"OR"	2010	"DESCHUTES"	"28"		3009	2065	1067	853	1920	2	445	1525	1970	613	1317	1930	1270	569	1839																
"OR"	2010	"DESCHUTES"	"29"		3163	2237	1196	895	2091	2	473	1658	2131	625	1480	2105	1436	544	1980																
"OR"	2010	"DESCHUTES"	"30"		1118	800	362	409	771	2	215	544	759	325	444	769	452	271	723																
"OR"	2010	"DESCHUTES"	"31"		524	413	248	147	395	2	63	336	399	101	293	394	291	78	369																
"OR"	2010	"DESCHUTES"	"32"		2297	1537	499	931	1430	2	590	868	1458	794	653	1447	726	644	1370																
