state	year	county	precinct	g2008_REG_tv	g2008_USP_tv	g2008_USP_rv	g2008_USP_dv	g2008_USS_tv	g2008_USS_rv	g2008_USS_dv
"GA"	2008	"Catoosa County"	"RINGGOLD"	5713	974	728	230	919	631	254
"GA"	2008	"Catoosa County"	"WESTSIDE"	2608	757	543	198	708	458	232
"GA"	2008	"Catoosa County"	"WOODSTATION"	2305	799	616	171	758	548	188
"GA"	2008	"Charlton County"	"Bend Fire Station"	436	189	168	18	161	129	28
"GA"	2008	"Charlton County"	"Folkston"	1134	352	125	223	290	123	164
"GA"	2008	"Charlton County"	"Folkston Fire Station"	859	245	213	29	231	189	36
"GA"	2008	"Charlton County"	"Folkston Library"	1068	294	110	183	248	109	135
"GA"	2008	"Charlton County"	"Homeland"	1256	447	374	67	422	334	74
"GA"	2008	"Charlton County"	"Racepond"	106	69	61	8	63	47	15
"GA"	2008	"Charlton County"	"St. George"	607	299	270	26	276	227	41
"GA"	2008	"Charlton County"	"Traders Hill"	115	49	42	5	47	43	4
"GA"	2008	"Charlton County"	"Winokur"	259	111	101	9	98	84	14
"GA"	2008	"Chatham County"	"1st African Baptist Church"	1182	493	31	461	451	45	398
"GA"	2008	"Chatham County"	"Aldersgate Youth Center"	1512	647	171	460	610	154	427
"GA"	2008	"Chatham County"	"Bamboo Farms"	2289	865	398	455	814	352	429
"GA"	2008	"Chatham County"	"Bartlett Middle School"	718	274	85	187	254	83	163
"GA"	2008	"Chatham County"	"Beach High School"	800	279	51	224	262	50	203
"GA"	2008	"Chatham County"	"Bethesda Museum"	1321	486	368	114	468	330	119
"GA"	2008	"Chatham County"	"Bible Baptist Church"	2601	921	119	801	863	125	718
"GA"	2008	"Chatham County"	"Blackshear Community Center"	1632	638	77	553	576	92	454
"GA"	2008	"Chatham County"	"Bloomingdale Comm. Center"	1904	1046	838	199	1001	662	290
"GA"	2008	"Chatham County"	"Bull Street Baptist Church"	1500	595	87	495	543	79	416
"GA"	2008	"Chatham County"	"Butler Pres. Ed Building"	877	335	2	331	305	16	285
"GA"	2008	"Chatham County"	"Butler School"	1341	426	4	422	389	18	367
"GA"	2008	"Chatham County"	"Christ Comm Church at Morningside"	1772	710	130	571	668	129	519
"GA"	2008	"Chatham County"	"Civic Center"	1656	672	145	517	588	143	386
"GA"	2008	"Chatham County"	"Cokesbury Methodist Church"	599	299	220	75	286	193	78
"GA"	2008	"Chatham County"	"Cresthill Baptist Church"	1120	459	306	146	439	274	147
"GA"	2008	"Chatham County"	"Eli Whitney School"	562	154	61	93	150	57	90
"GA"	2008	"Chatham County"	"Elks Lodge"	1542	628	228	394	588	202	361
"GA"	2008	"Chatham County"	"Ferguson Ave Baptist Church"	2344	995	762	220	942	666	240
"GA"	2008	"Chatham County"	"First Baptist Church of Island"	1749	719	529	183	693	473	187
"GA"	2008	"Chatham County"	"First Presbyterian Church"	2520	1172	641	511	1126	581	486
"GA"	2008	"Chatham County"	"Frank Murray Community Center"	1824	756	475	271	718	411	269
"GA"	2008	"Chatham County"	"Garden City Community Center"	1172	536	349	184	509	293	192
"GA"	2008	"Chatham County"	"Garden City Recreation Center"	1285	451	40	408	409	42	362
"GA"	2008	"Chatham County"	"Georgetown Elementary"	3091	1219	696	512	1168	624	504
"GA"	2008	"Chatham County"	"Gospel Temple Church of God"	2559	816	32	776	721	62	637
"GA"	2008	"Chatham County"	"Grace United Methodist Church"	1431	499	345	143	478	314	142
"GA"	2008	"Chatham County"	"Guard House Comm Center"	1223	751	452	282	719	404	268
"GA"	2008	"Chatham County"	"Harvest Church of Nazarene"	1701	605	416	182	573	364	181
"GA"	2008	"Chatham County"	"Heritage Park of Savannah"	2052	712	384	321	680	345	307
"GA"	2008	"Chatham County"	"Holy Spirit Lutheran Church"	1681	604	47	552	562	68	473
"GA"	2008	"Chatham County"	"Hope Baptist Church"	1391	551	245	300	507	214	272
"GA"	2008	"Chatham County"	"Immanuel Baptist Church"	538	199	70	126	189	77	103
"GA"	2008	"Chatham County"	"Islands Elementary School"	2409	887	639	242	868	604	223
"GA"	2008	"Chatham County"	"Isle Of Hope School"	958	439	323	109	419	289	107
"GA"	2008	"Chatham County"	"Isle of Hope Baptist Church Center"	1723	639	497	135	619	463	131
"GA"	2008	"Chatham County"	"JEA Building"	1742	721	358	353	689	317	331
"GA"	2008	"Chatham County"	"Jenkins High School"	922	326	129	193	308	119	164
"GA"	2008	"Chatham County"	"Jonesville Baptist Church"	2865	976	33	938	884	55	823
"GA"	2008	"Chatham County"	"Largo Tibet School"	2003	663	181	477	632	162	442
"GA"	2008	"Chatham County"	"Liberty City Community Center"	1269	377	3	374	336	13	322
"GA"	2008	"Chatham County"	"Lighthouse Baptist Church"	1888	846	610	223	816	554	216
"GA"	2008	"Chatham County"	"Moses Jackson Center"	935	422	6	416	381	20	350
"GA"	2008	"Chatham County"	"New Covenant Seventh Day Adventist"	2248	834	179	647	796	174	602
"GA"	2008	"Chatham County"	"Ogeechee Fire Station #10"	641	265	193	70	247	156	81
"GA"	2008	"Chatham County"	"Old Courthouse"	373	188	76	108	179	74	92
"GA"	2008	"Chatham County"	"Pooler City Hall"	1818	825	539	269	780	451	290
"GA"	2008	"Chatham County"	"Port Wentworth School"	528	292	204	83	282	178	91
"GA"	2008	"Chatham County"	"Progressive Recreation"	2294	763	431	329	723	377	311
"GA"	2008	"Chatham County"	"Pt. Wentworth Comm. Center"	1675	755	458	291	725	368	327
"GA"	2008	"Chatham County"	"Quacco Baptist Church"	3896	1345	633	706	1261	568	651
"GA"	2008	"Chatham County"	"Resurrection Of Our Lord"	1324	513	6	502	436	19	407
"GA"	2008	"Chatham County"	"Richard Arnold Adult Ed. Center"	753	234	4	230	216	10	204
"GA"	2008	"Chatham County"	"Risen Saviour Church"	2450	1157	726	421	1121	647	426
"GA"	2008	"Chatham County"	"Riverside Baptist Church"	434	230	40	190	209	40	164
"GA"	2008	"Chatham County"	"Riverview Health Rehabilitation Ctr."	1664	454	115	339	433	117	312
"GA"	2008	"Chatham County"	"Rose of Sharon"	1346	553	226	314	511	220	262
"GA"	2008	"Chatham County"	"Rothwell Baptist Church"	3467	1643	1206	425	1586	1046	477
"GA"	2008	"Chatham County"	"SS Fire Station #1 Whitebluff"	1331	517	202	305	482	171	285
"GA"	2008	"Chatham County"	"Saint Francis Episcopal"	1825	774	572	195	740	501	210
"GA"	2008	"Chatham County"	"Salvation Army"	2668	979	134	837	913	136	737
"GA"	2008	"Chatham County"	"Savannah Christian School"	763	246	159	85	231	126	89
"GA"	2008	"Chatham County"	"Savannah High School"	723	311	26	280	280	37	234
"GA"	2008	"Chatham County"	"Senior Citizens Center"	677	266	22	241	241	26	204
"GA"	2008	"Chatham County"	"Seventh Day Adventist Church"	871	415	241	172	394	207	166
"GA"	2008	"Chatham County"	"Skidaway Island Presbyterian"	1968	766	614	147	747	603	126
"GA"	2008	"Chatham County"	"Skidaway Island State Park"	1481	586	477	105	569	469	83
"GA"	2008	"Chatham County"	"Skidaway Island United Methodist"	1528	587	486	98	573	465	88
"GA"	2008	"Chatham County"	"South Gardens Christian Church"	1214	441	62	376	410	63	340
"GA"	2008	"Chatham County"	"Southside Baptist Church"	1091	432	131	300	401	107	279
"GA"	2008	"Chatham County"	"Southside Fire Dept. #12"	1626	587	441	140	567	399	146
"GA"	2008	"Chatham County"	"Southwest Baptist Church"	1530	561	340	220	543	297	227
"GA"	2008	"Chatham County"	"St. Frances Cabrini Church"	1445	555	222	330	518	187	312
"GA"	2008	"Chatham County"	"St. Peters Episcopal Church"	1792	779	619	152	756	605	129
"GA"	2008	"Chatham County"	"Temple of Glory Comm. Church"	1502	537	3	530	496	27	459
"GA"	2008	"Chatham County"	"The Woods of Savannah"	1212	474	226	244	449	192	233
"GA"	2008	"Chatham County"	"Thunderbolt Municipal Complex"	1313	570	300	257	539	256	261
"GA"	2008	"Chatham County"	"Tompkins Middle School"	525	259	11	246	241	16	219
"GA"	2008	"Chatham County"	"Tompkins Recreation Center"	894	347	2	340	304	12	285
"GA"	2008	"Chatham County"	"Trinity Lutheran Church"	2859	1161	595	552	1097	536	508
"GA"	2008	"Chatham County"	"Tybee School Cafeteria"	1392	825	514	298	801	449	314
"GA"	2008	"Chatham County"	"WW Law Center"	1290	502	57	436	462	68	361
"GA"	2008	"Chatham County"	"West Broad YMCA"	1147	460	5	452	409	27	371
"GA"	2008	"Chatham County"	"Wilder Memorial Baptist Church"	1901	670	94	570	617	92	506
"GA"	2008	"Chatham County"	"Williams Court"	1361	568	76	480	508	70	395
"GA"	2008	"Chatham County"	"Wilmington Island Methodist"	2188	855	591	251	811	520	255
"GA"	2008	"Chatham County"	"Wilmington Island Pres. Church"	2674	1026	792	223	991	729	231
"GA"	2008	"Chatham County"	"Windsor Elem./Golden Age"	1590	623	288	327	591	251	311
"GA"	2008	"Chatham County"	"Windsor Forest Baptist School"	1896	712	465	235	676	411	227
"GA"	2008	"Chatham County"	"Woodlawn Baptist Church"	934	414	214	194	404	182	208
"GA"	2008	"Chattahoochee County"	"Cusseta"	3241	907	468	433	844	362	452
"GA"	2008	"Chattooga County"	"ALPINE"	760	390	283	97	381	222	146
"GA"	2008	"Chattooga County"	"CLOUDLAND"	302	157	106	47	150	76	72
"GA"	2008	"Chattooga County"	"COLDWATER"	227	131	65	65	127	43	78
"GA"	2008	"Chattooga County"	"DIRTSELLER"	130	87	73	13	86	48	37
"GA"	2008	"Chattooga County"	"DIRTTOWN"	754	351	243	100	338	193	130
"GA"	2008	"Chattooga County"	"HAYWOOD"	146	90	68	19	86	54	28
"GA"	2008	"Chattooga County"	"LYERLY"	827	403	303	91	387	222	148
"GA"	2008	"Chattooga County"	"PENNVILLE"	515	196	134	60	187	103	78
"GA"	2008	"Chattooga County"	"SEMINOLE"	96	67	41	24	63	30	27
"GA"	2008	"Chattooga County"	"SUBLIGNA"	368	237	198	35	226	151	68
"GA"	2008	"Chattooga County"	"SUMMERVILLE"	5059	1449	940	473	1351	672	629
"GA"	2008	"Chattooga County"	"TELOGA"	496	262	188	70	250	143	102
"GA"	2008	"Chattooga County"	"TRION"	2699	994	720	252	951	548	370
"GA"	2008	"Cherokee County"	"AIR ACRES"	2014	689	493	180	672	440	180
"GA"	2008	"Cherokee County"	"ARNOLD MILL"	3240	1112	846	244	1086	776	229
"GA"	2008	"Cherokee County"	"AVERY"	2059	621	507	105	614	475	101
"GA"	2008	"Cherokee County"	"BALL GROUND"	2163	446	361	76	424	306	87
"GA"	2008	"Cherokee County"	"BASCOMB"	3288	1156	914	208	1120	845	205
"GA"	2008	"Cherokee County"	"BELLS"	2887	1085	723	325	1050	656	306
"GA"	2008	"Cherokee County"	"BOOTH"	3053	781	600	167	752	553	151
"GA"	2008	"Cherokee County"	"BRADSHAW"	3022	736	583	140	714	537	136
"GA"	2008	"Cherokee County"	"BRIDGEMILL"	3562	1134	897	215	1099	855	196
"GA"	2008	"Cherokee County"	"CANTON"	3696	855	552	279	819	501	262
"GA"	2008	"Cherokee County"	"CARMEL"	2778	910	585	310	883	558	269
"GA"	2008	"Cherokee County"	"CHEROKEE SOUTH"	3144	844	559	260	827	537	226
"GA"	2008	"Cherokee County"	"CLAYTON"	1728	457	387	64	443	336	78
"GA"	2008	"Cherokee County"	"CONNS CREEK"	589	229	185	41	227	163	54
"GA"	2008	"Cherokee County"	"DEER RUN"	2329	816	619	182	792	590	151
"GA"	2008	"Cherokee County"	"DIXIE"	4056	1269	885	355	1224	801	340
"GA"	2008	"Cherokee County"	"DUPREE"	1439	506	364	133	490	336	124
"GA"	2008	"Cherokee County"	"FREEHOME"	3624	1174	977	178	1140	892	171
"GA"	2008	"Cherokee County"	"HICKORY FLAT"	3023	973	738	212	944	691	186
"GA"	2008	"Cherokee County"	"HIGHTOWER"	2189	688	544	132	666	477	128
"GA"	2008	"Cherokee County"	"HILLSIDE"	2583	780	588	183	749	548	157
"GA"	2008	"Cherokee County"	"HOLLY SPRINGS"	1899	588	465	114	571	406	126
"GA"	2008	"Cherokee County"	"KELLOGG"	3710	1259	919	318	1224	819	312
"GA"	2008	"Cherokee County"	"LIBERTY"	5022	1395	1010	363	1354	928	347
"GA"	2008	"Cherokee County"	"LICKSKILLET"	1317	482	351	120	472	318	119
"GA"	2008	"Cherokee County"	"LITTLE RIVER"	4351	1261	925	308	1209	832	294
"GA"	2008	"Cherokee County"	"MACEDONIA"	2645	812	644	154	787	604	141
"GA"	2008	"Cherokee County"	"MOUNTAIN ROAD"	2404	818	644	154	798	590	147
"GA"	2008	"Cherokee County"	"OAK GROVE"	2529	918	714	188	885	630	197
"GA"	2008	"Cherokee County"	"RM MOORE"	2305	811	682	118	786	602	137
"GA"	2008	"Cherokee County"	"ROSECREEK"	3114	1070	821	218	1034	785	186
"GA"	2008	"Cherokee County"	"RT JONES"	1716	405	284	109	398	251	111
"GA"	2008	"Cherokee County"	"SALACOA"	467	250	211	31	245	185	44
"GA"	2008	"Cherokee County"	"SIXES"	2254	755	594	149	733	565	131
"GA"	2008	"Cherokee County"	"SUTALLEE"	1643	697	557	129	675	493	133
"GA"	2008	"Cherokee County"	"TEASLEY"	4900	1512	1134	348	1460	1058	314
"GA"	2008	"Cherokee County"	"TOONIGH"	4331	1353	1053	283	1310	943	278
"GA"	2008	"Cherokee County"	"UNION HILL"	2598	981	813	157	958	754	163
"GA"	2008	"Cherokee County"	"UNIVETER"	3937	954	740	193	931	682	194
"GA"	2008	"Cherokee County"	"VICTORIA"	2338	820	627	176	793	553	169
"GA"	2008	"Cherokee County"	"WALESKA"	1634	642	487	134	628	450	142
"GA"	2008	"Cherokee County"	"WILDCAT"	2496	843	674	156	824	608	150
"GA"	2008	"Cherokee County"	"WOODLANDS"	2468	1133	763	356	1088	714	318
"GA"	2008	"Cherokee County"	"WOODSTOCK"	2480	710	506	179	690	459	173
"GA"	2008	"Clarke County"	"1A"	2125	708	328	363	676	312	326
"GA"	2008	"Clarke County"	"1B"	2856	971	449	501	933	423	463
"GA"	2008	"Clarke County"	"1C"	1921	663	304	343	647	284	309
"GA"	2008	"Clarke County"	"1D"	2318	763	357	386	739	334	370
"GA"	2008	"Clarke County"	"2A"	2804	799	168	623	741	171	551
"GA"	2008	"Clarke County"	"2B"	3522	1011	140	856	928	181	706
"GA"	2008	"Clarke County"	"3A"	2062	595	73	503	552	90	422
"GA"	2008	"Clarke County"	"3B"	4756	1897	754	1092	1808	811	889
"GA"	2008	"Clarke County"	"4A"	1632	494	161	325	466	169	265
"GA"	2008	"Clarke County"	"4B"	3939	1360	547	763	1319	604	628
"GA"	2008	"Clarke County"	"5A"	2265	680	277	381	652	256	349
"GA"	2008	"Clarke County"	"5B"	2228	698	274	413	669	265	370
"GA"	2008	"Clarke County"	"5C"	1746	557	103	436	545	117	381
"GA"	2008	"Clarke County"	"5D"	1884	567	156	406	532	154	366
"GA"	2008	"Clarke County"	"6A"	2093	793	386	397	751	365	346
"GA"	2008	"Clarke County"	"6B"	3184	933	409	507	886	386	457
"GA"	2008	"Clarke County"	"6C"	2563	865	458	392	831	441	353
"GA"	2008	"Clarke County"	"6D"	1300	429	165	256	409	151	242
"GA"	2008	"Clarke County"	"7A"	2216	681	320	341	656	316	298
"GA"	2008	"Clarke County"	"7B"	2620	797	356	420	772	373	357
"GA"	2008	"Clarke County"	"7C"	2325	833	414	398	808	413	348
"GA"	2008	"Clarke County"	"8A"	2432	760	275	471	733	261	431
"GA"	2008	"Clarke County"	"8B"	2028	592	266	303	571	251	280
"GA"	2008	"Clarke County"	"8C"	2741	985	424	538	948	426	454
"GA"	2008	"Clay County"	"Bluffton"	540	172	105	67	163	97	64
"GA"	2008	"Clay County"	"Courthouse"	357	119	30	89	104	27	75
"GA"	2008	"Clay County"	"Day's Crossroad"	515	259	105	153	229	89	138
"GA"	2008	"Clay County"	"Old Head Start"	365	152	47	105	133	38	94
"GA"	2008	"Clay County"	"Zetto"	81	123	33	90	107	27	79
"GA"	2008	"Clayton County"	"ELLENWOOD"	4290	895	99	786	843	89	736
"GA"	2008	"Clayton County"	"FOREST PARK 1"	2584	754	185	560	718	158	527
"GA"	2008	"Clayton County"	"FOREST PARK 2"	2018	615	158	454	594	146	426
"GA"	2008	"Clayton County"	"FOREST PARK 3"	1919	589	186	400	557	145	392
"GA"	2008	"Clayton County"	"FOREST PARK 4"	1522	480	203	266	459	174	267
"GA"	2008	"Clayton County"	"FOREST PARK 5"	2936	895	204	688	838	179	627
"GA"	2008	"Clayton County"	"FOREST PARK 6"	1197	429	168	254	397	146	233
"GA"	2008	"Clayton County"	"JONESBORO 1"	3735	858	91	762	816	98	699
"GA"	2008	"Clayton County"	"JONESBORO 10"	2682	810	122	680	761	125	617
"GA"	2008	"Clayton County"	"JONESBORO 11"	3187	887	300	576	841	284	535
"GA"	2008	"Clayton County"	"JONESBORO 12"	2358	598	61	535	570	63	493
"GA"	2008	"Clayton County"	"JONESBORO 13"	1308	411	132	274	394	112	266
"GA"	2008	"Clayton County"	"JONESBORO 14"	3656	896	418	470	872	390	456
"GA"	2008	"Clayton County"	"JONESBORO 15"	2468	623	87	534	599	78	508
"GA"	2008	"Clayton County"	"JONESBORO 16"	1736	538	101	431	520	81	413
"GA"	2008	"Clayton County"	"JONESBORO 17"	3882	904	64	838	857	61	778
"GA"	2008	"Clayton County"	"JONESBORO 18"	2398	580	101	472	556	94	447
"GA"	2008	"Clayton County"	"JONESBORO 2"	3620	772	54	718	726	54	659
"GA"	2008	"Clayton County"	"JONESBORO 3"	3180	687	208	476	662	179	463
"GA"	2008	"Clayton County"	"JONESBORO 4"	1855	531	128	398	505	118	372
"GA"	2008	"Clayton County"	"JONESBORO 5"	1677	551	224	319	521	189	311
"GA"	2008	"Clayton County"	"JONESBORO 6"	2222	660	449	199	634	426	181
"GA"	2008	"Clayton County"	"JONESBORO 7"	2679	630	153	472	603	156	428
"GA"	2008	"Clayton County"	"JONESBORO 8"	3163	815	106	705	772	109	645
"GA"	2008	"Clayton County"	"JONESBORO 9"	1370	388	123	265	364	107	244
"GA"	2008	"Clayton County"	"LAKE CITY"	2405	677	136	535	630	124	490
"GA"	2008	"Clayton County"	"LOVEJOY 1"	2940	641	183	452	608	158	431
"GA"	2008	"Clayton County"	"LOVEJOY 2"	2548	557	146	407	523	127	377
"GA"	2008	"Clayton County"	"LOVEJOY 3"	4061	959	295	655	904	259	616
"GA"	2008	"Clayton County"	"LOVEJOY 4"	3363	693	109	581	663	107	548
"GA"	2008	"Clayton County"	"LOVEJOY 5"	2627	596	104	484	567	102	449
"GA"	2008	"Clayton County"	"MORROW 1"	2472	835	114	711	788	103	661
"GA"	2008	"Clayton County"	"MORROW 2"	1765	445	228	212	407	191	196
"GA"	2008	"Clayton County"	"MORROW 3"	3668	988	235	746	915	202	690
"GA"	2008	"Clayton County"	"MORROW 4"	1740	454	131	320	432	104	312
"GA"	2008	"Clayton County"	"MORROW 5"	3905	736	143	587	710	142	547
"GA"	2008	"Clayton County"	"MORROW 6"	2296	580	129	443	555	118	422
"GA"	2008	"Clayton County"	"MORROW 7"	1730	563	143	413	531	131	378
"GA"	2008	"Clayton County"	"MORROW 8"	2327	507	52	452	480	61	408
"GA"	2008	"Clayton County"	"MORROW 9"	1281	307	79	228	285	68	207
"GA"	2008	"Clayton County"	"OAK 1"	1945	691	16	673	660	31	626
"GA"	2008	"Clayton County"	"OAK 2"	1710	559	26	529	522	33	476
"GA"	2008	"Clayton County"	"OAK 3"	3830	1085	33	1050	1025	41	968
"GA"	2008	"Clayton County"	"OAK 4"	3234	956	23	929	898	48	842
"GA"	2008	"Clayton County"	"PANHANDLE 1"	2441	516	96	416	497	108	376
"GA"	2008	"Clayton County"	"PANHANDLE 2"	2032	558	215	339	546	206	320
"GA"	2008	"Clayton County"	"RIVERDALE 1"	2083	488	35	448	465	38	417
"GA"	2008	"Clayton County"	"RIVERDALE 10"	2542	663	17	646	622	23	590
"GA"	2008	"Clayton County"	"RIVERDALE 11"	1663	414	34	380	393	38	352
"GA"	2008	"Clayton County"	"RIVERDALE 12"	2493	619	74	542	577	74	493
"GA"	2008	"Clayton County"	"RIVERDALE 2"	2741	672	40	631	625	44	566
"GA"	2008	"Clayton County"	"RIVERDALE 3"	3038	736	45	689	707	50	644
"GA"	2008	"Clayton County"	"RIVERDALE 4"	3605	968	99	865	912	103	790
"GA"	2008	"Clayton County"	"RIVERDALE 5"	2389	610	50	555	586	57	506
"GA"	2008	"Clayton County"	"RIVERDALE 6"	2957	794	137	650	764	127	623
"GA"	2008	"Clayton County"	"RIVERDALE 7"	2407	638	86	549	595	78	500
"GA"	2008	"Clayton County"	"RIVERDALE 8"	2428	573	80	491	549	84	455
"GA"	2008	"Clayton County"	"RIVERDALE 9"	2256	646	94	550	607	95	498
"GA"	2008	"Clinch County"	"Arabia"	104	54	45	7	49	36	11
"GA"	2008	"Clinch County"	"Argyle"	282	137	93	42	128	73	53
"GA"	2008	"Clinch County"	"Dupont"	248	137	76	57	129	67	60
"GA"	2008	"Clinch County"	"Fargo"	247	156	120	36	141	96	43
"GA"	2008	"Clinch County"	"Homerville"	2821	734	417	312	663	365	289
"GA"	2008	"Cobb County"	"AB Precinct"	0	148946	73961	73750	143208	70087	68168
"GA"	2008	"Cobb County"	"Acworth 1A"	3704	1479	899	555	1417	826	512
"GA"	2008	"Cobb County"	"Acworth 1B"	3499	1242	776	449	1188	695	411
"GA"	2008	"Cobb County"	"Acworth 1C"	3353	1421	715	684	1367	670	621
"GA"	2008	"Cobb County"	"Addison 01"	1956	942	608	322	913	580	286
"GA"	2008	"Cobb County"	"Austell 1A"	3472	1226	385	826	1161	333	778
"GA"	2008	"Cobb County"	"Baker 01"	3392	1484	851	614	1421	814	546
"GA"	2008	"Cobb County"	"Bells Ferry 01"	1061	484	316	155	467	294	135
"GA"	2008	"Cobb County"	"Bells Ferry 02"	1442	724	448	252	702	415	231
"GA"	2008	"Cobb County"	"Bells Ferry 03"	4854	2239	1442	735	2177	1346	670
"GA"	2008	"Cobb County"	"Big Shanty 01"	1809	797	496	285	767	462	274
"GA"	2008	"Cobb County"	"Big Shanty 02"	1672	830	594	221	815	578	192
"GA"	2008	"Cobb County"	"Birney 01"	1993	762	390	358	727	352	339
"GA"	2008	"Cobb County"	"Birney 02"	2445	874	456	404	840	437	359
"GA"	2008	"Cobb County"	"Blackwell 01"	1829	889	526	346	856	487	320
"GA"	2008	"Cobb County"	"Brumby 01"	1900	678	137	536	649	140	483
"GA"	2008	"Cobb County"	"Bryant 01"	1563	505	39	466	474	38	426
"GA"	2008	"Cobb County"	"Bryant 02"	4039	1379	78	1295	1298	86	1181
"GA"	2008	"Cobb County"	"Chalker 01"	1219	521	370	143	509	330	149
"GA"	2008	"Cobb County"	"Chalker 02"	3496	1524	867	628	1466	796	578
"GA"	2008	"Cobb County"	"Chattahoochee 01"	4014	1495	564	882	1444	568	795
"GA"	2008	"Cobb County"	"Cheatham Hill 02"	2263	959	722	230	930	679	208
"GA"	2008	"Cobb County"	"Cheatham Hill 03"	3135	1205	832	352	1168	780	329
"GA"	2008	"Cobb County"	"Chestnut Ridge 01"	2773	1401	971	410	1360	946	351
"GA"	2008	"Cobb County"	"Clarkdale 01"	1380	540	296	241	507	242	239
"GA"	2008	"Cobb County"	"Clarkdale 02"	2098	826	325	491	781	281	468
"GA"	2008	"Cobb County"	"Cooper 01"	1413	513	189	320	480	168	291
"GA"	2008	"Cobb County"	"Davis 01"	1734	958	656	278	930	615	259
"GA"	2008	"Cobb County"	"Dickerson 01"	1431	732	493	232	712	478	207
"GA"	2008	"Cobb County"	"Dobbins 01"	2870	912	195	703	859	171	639
"GA"	2008	"Cobb County"	"Dodgen 01"	1834	879	633	230	856	609	198
"GA"	2008	"Cobb County"	"Dowell 01"	2715	1036	684	345	996	629	330
"GA"	2008	"Cobb County"	"Durham 01"	3264	1491	1183	285	1460	1132	274
"GA"	2008	"Cobb County"	"East Cobb 01"	1721	905	605	284	883	581	263
"GA"	2008	"Cobb County"	"East Piedmont 01"	1752	766	451	296	747	421	282
"GA"	2008	"Cobb County"	"East Valley 01"	2237	1017	715	293	990	684	262
"GA"	2008	"Cobb County"	"Eastside 01"	2520	1255	874	360	1225	838	319
"GA"	2008	"Cobb County"	"Elizabeth 01"	2477	917	431	470	879	413	416
"GA"	2008	"Cobb County"	"Elizabeth 02"	1810	839	560	261	812	536	234
"GA"	2008	"Cobb County"	"Elizabeth 03"	1770	876	593	262	860	559	228
"GA"	2008	"Cobb County"	"Elizabeth 04"	2208	1000	506	473	956	491	416
"GA"	2008	"Cobb County"	"Elizabeth 05"	2511	1198	725	442	1164	695	399
"GA"	2008	"Cobb County"	"Elizabeth 06"	2514	1265	841	404	1241	817	364
"GA"	2008	"Cobb County"	"Fair Oaks 01"	3157	1057	357	687	1009	326	619
"GA"	2008	"Cobb County"	"Fair Oaks 02"	1287	531	252	270	499	205	266
"GA"	2008	"Cobb County"	"Fair Oaks 03"	2230	888	233	646	834	221	583
"GA"	2008	"Cobb County"	"Fair Oaks 04"	1696	665	317	335	618	267	321
"GA"	2008	"Cobb County"	"Fair Oaks 05"	1329	558	238	311	524	198	293
